Rand_Astar_OnePlan2	AgentNoComm	0	5	5	1	1	10	0.3	25.9098039019	250	3.344	0.0	0.0	31.788
Rand_Astar_OnePlan2	AgentNoComm	0.1	5	5	1	1	10	0.3	25.936787835	250	3.34	0.0	0.0	31.72
Rand_Astar_OnePlan2	AgentNoComm	0.2	5	5	1	1	10	0.3	25.7999762386	250	3.336	0.0	0.0	31.864
Rand_Astar_OnePlan2	AgentNoComm	0.3	5	5	1	1	10	0.3	25.7056316859	250	3.308	0.0	0.0	31.868
Rand_Astar_OnePlan2	AgentNoComm	0.4	5	5	1	1	10	0.3	25.6574148774	250	3.36	0.0	0.0	32.2
Rand_Astar_OnePlan2	AgentNoComm	0.5	5	5	1	1	10	0.3	25.7709303891	250	3.344	0.0	0.0	31.88
Rand_Astar_OnePlan2	AgentNoComm	0.6	5	5	1	1	10	0.3	25.8359297559	250	3.384	0.0	0.0	32.052
Rand_Astar_OnePlan2	AgentNoComm	0.7	5	5	1	1	10	0.3	25.740275428	250	3.348	0.0	0.0	31.992
Rand_Astar_OnePlan2	AgentNoComm	0.8	5	5	1	1	10	0.3	25.5304349003	250	3.256	0.0	0.0	31.908
Rand_Astar_OnePlan2	AgentNoComm	0.9	5	5	1	1	10	0.3	25.3528879629	250	3.324	0.0	0.0	32.136
Rand_Astar_OnePlan2	AgentNoComm	1	5	5	1	1	10	0.3	25.6066648261	250	3.336	0.0	0.0	31.872
Rand_Astar_OnePlan2	AgentNoComm	1.1	5	5	1	1	10	0.3	25.7455616288	250	3.324	0.0	0.0	31.804
Rand_Astar_OnePlan2	AgentNoComm	1.2	5	5	1	1	10	0.3	26.2451740465	250	3.388	0.0	0.0	31.984
Rand_Astar_OnePlan2	AgentNoComm	1.3	5	5	1	1	10	0.3	26.203350212	250	3.412	0.0	0.0	31.908
Rand_Astar_OnePlan2	AgentNoComm	1.4	5	5	1	1	10	0.3	25.9332260428	250	3.376	0.0	0.0	32.076
Rand_Astar_OnePlan2	AgentNoComm	1.5	5	5	1	1	10	0.3	26.1701346222	250	3.404	0.0	0.0	32.036
Rand_Astar_OnePlan2	AgentNoComm	1.6	5	5	1	1	10	0.3	25.5827047825	250	3.296	0.0	0.0	31.456
Rand_Astar_OnePlan2	AgentNoComm	1.7	5	5	1	1	10	0.3	25.6916397321	250	3.364	0.0	0.0	31.904
Rand_Astar_OnePlan2	AgentNoComm	1.8	5	5	1	1	10	0.3	26.1727843692	250	3.424	0.0	0.0	32.232
Rand_Astar_OnePlan2	AgentNoComm	1.9	5	5	1	1	10	0.3	26.043558704	250	3.412	0.0	0.0	32.132
Rand_Astar_OnePlan2	AgentSmartComm	0	5	5	1	1	10	0.3	23.4122576007	250	2.744	2.336	0.408	38.396
