Rand_Astar_OnePlan2	AgentNoComm	0	5	5	2	2	10	0.5	45.5842986964	45.5842986964	1000	5.441	0.0	0.0	30.25	5.0	0.0	0.0	29.0
Rand_Astar_OnePlan2	AgentFullComm	0	5	5	2	2	10	0.5	39.792344541	39.792344541	1000	4.27	4.27	0.0	40.469	4.0	4.0	0.0	39.5
Rand_Astar_OnePlan2	AgentFullComm	1.9	5	5	2	2	10	0.5	47.3511339227	47.3511339227	1000	4.209	4.209	0.0	40.457	4.0	4.0	0.0	39.0
Rand_HTN_BB	AgentSmartBPRII	0	5	5	2	2	10	0.5	40.2245282537	40.2245282537	250	4.392	3.892	0.5	40.356	4.0	4.0	0.0	39.5
Rand_HTN_BB	AgentSmartBPRII	0.1	5	5	2	2	10	0.5	40.2232610682	40.2232610682	250	4.7	1.44	3.26	37.984	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.2	5	5	2	2	10	0.5	42.2687719861	42.2687719861	250	4.884	1.452	3.432	37.844	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.3	5	5	2	2	10	0.5	41.2841382317	41.2841382317	250	4.884	1.312	3.572	37.944	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.4	5	5	2	2	10	0.5	40.4116143457	40.4116143457	250	4.692	1.256	3.436	36.936	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.5	5	5	2	2	10	0.5	41.6735245186	41.6735245186	250	4.88	1.308	3.572	37.82	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.6	5	5	2	2	10	0.5	41.5559504233	41.5559504233	250	4.8	1.276	3.524	37.292	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.7	5	5	2	2	10	0.5	41.6371093471	41.6371093471	250	4.752	1.336	3.416	37.54	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.8	5	5	2	2	10	0.5	42.1445518121	42.1445518121	250	4.884	1.256	3.628	37.72	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	0.9	5	5	2	2	10	0.5	42.3303212259	42.3303212259	250	4.812	1.416	3.396	37.956	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	1	5	5	2	2	10	0.5	41.0059014516	41.0059014516	250	4.632	1.284	3.348	37.192	4.5	1.0	3.0	36.0
Rand_HTN_BB	AgentSmartBPRII	1.1	5	5	2	2	10	0.5	42.2391828616	42.2391828616	250	4.86	1.24	3.62	37.952	5.0	1.0	3.0	37.0
Rand_HTN_BB	AgentSmartBPRII	1.2	5	5	2	2	10	0.5	42.615427015	42.615427015	250	4.808	1.128	3.68	37.024	5.0	1.0	3.0	36.0
