6_6_0_10_0.3_787	6	6	2	2	30	10	0.3	9	R1	2	G	21	S2	23	S1	24	R2	7	L	25	A1	29	A3	18	A2	19	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	None	0.681323550911	8	5.55215512878	None	6.543827166	None	5.26675842691	None	2.30795399172	32	4.54957889453	None	7.81897866199	None	9.0724174764	None	6.081729518	32	1.36485631745	22	1.75426412157	None	1.96635101492	None	4.02242502345	None	1.39175207222	None	2.05527517629	None	6.83650131501	None	1.30234396936	33	1.27137989369	None	5.03332484711	None	5.68279602678	26	1.47205574293	3	4.84617759631	None	9.98662589948	6	5.31193882564	4	5.34058328228	27	5.5279541652	None	4.84809235987	None	1.08306648082	8	2.64366626546	None	6.97734663255	None	6.18318866547	None	6.10435709103	None	4.80771509549	None	3.01631972073	None	8.81393598092	None	9.52159076355
6_6_1_10_0.3_818	6	6	2	2	30	10	0.3	9	R1	33	G	31	S2	11	S1	8	R2	27	L	6	A1	4	A3	21	A2	28	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	25	8.12552148544	23	1.315690278	1	7.8624838619	32	2.96180384635	None	5.93858219441	None	9.95290582488	None	7.62082722994	34	0.39363532168	None	8.33471785992	None	3.7896691377	None	6.42200279458	None	9.42504743158	12	7.99017400411	None	0.573283377111	None	4.44815398902	None	3.24051001528	None	7.40715007303	14	3.37913797641	None	0.824903123268	None	2.89199589876	None	7.47518200675	14	9.87182946534	16	8.49867575594	14	7.07246371589	None	0.553019444744	9	3.75156785462	None	4.62339075704	None	2.54865759395	None	0.0760536008752	None	2.69979550369	None	9.22239577983	10	5.12124441537	None	5.00550154798	9	2.70542181106	36	4.58242962281	None	4.36788314765
6_6_2_10_0.3_847	6	6	2	2	30	10	0.3	9	R1	10	G	2	S2	29	S1	18	R2	25	L	15	A1	4	A3	23	A2	35	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	None	2.57232807819	1	5.92175219434	17	8.48841518733	None	2.62723700038	None	4.10438549176	None	8.91007882891	28	5.63671557199	None	2.38930770781	None	5.91572055215	None	2.94349708503	None	2.17367703743	34	9.26021041292	20	8.87459521244	None	1.89210631966	None	4.44852122599	12	4.18530578294	7	3.86886481965	None	7.87468369737	None	4.70556203794	None	6.51228071687	36	3.82272886111	None	2.91236621754	None	2.57145918062	34	1.75414048425	None	1.76114789208	33	8.27466294926	21	5.59703102287	12	7.41855327068	12	4.97714785363	None	2.20487858318	26	9.41286558486	1	9.21662468251	20	6.52161885177	20	9.61040160836	36	6.9576671145	None	3.69709943801
6_6_3_10_0.3_876	6	6	2	2	30	10	0.3	9	R1	10	G	24	S2	23	S1	31	R2	17	L	21	A1	36	A3	34	A2	4	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	12	9.88994313786	None	8.31789577939	2	9.62107811131	None	8.95520771527	None	1.28193057574	9	1.68838686145	None	0.698625769115	14	9.33445140778	18	4.43551819446	None	5.81726411301	None	4.47831515097	26	0.195273056705	25	1.74950684792	None	5.39555549036	8	3.65966751763	None	4.74175826919	None	2.13438309848	None	3.98446331662	None	7.40927434526	9	1.60803582456	None	8.17227227211	2	7.23634101852	None	7.36838201628	14	8.33005405912	None	9.67296869062	None	1.38988210672	None	4.05831793638	None	3.45379247372	15	3.5102865187	None	4.11206882456	16	3.40337777074	None	9.32990693141	None	8.34461997607	None	1.78932348789	8	3.41751135001	None	7.39893082491
6_6_4_10_0.3_903	6	6	2	2	30	10	0.3	9	R1	8	G	4	S2	18	S1	9	R2	12	L	25	A1	27	A3	7	A2	19	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	None	1.60378247317	33	0.435790031389	None	0.892256017021	32	5.69671502058	None	9.71667246898	35	3.55125881105	34	4.5305059154	None	6.84312064549	29	3.50779484792	None	6.1628770394	32	3.22653071702	None	0.718421393267	21	1.075046185	None	3.51430661707	None	0.699503235347	None	1.77674516934	None	0.40351358448	None	9.55947849145	None	9.9960152304	14	4.99694531935	None	4.79749963931	2	3.85800994761	None	1.43529204724	None	9.48805565283	20	9.87065821667	None	1.2465969975	None	9.91412451618	None	4.9855310805	None	2.71762221307	None	4.08140237754	None	6.2668349839	None	3.5697776774	None	1.20303488276	None	4.85173577523	20	0.227724505123	26	8.29342556479
6_6_5_10_0.3_926	6	6	2	2	30	10	0.3	9	R1	16	G	9	S2	7	S1	1	R2	12	L	5	A1	13	A3	18	A2	21	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	34	8.04295430598	19	9.32501586924	None	7.90863708763	None	8.2328956119	None	0.265744005537	None	7.78763921702	24	2.33302203165	None	8.38492519015	None	1.25128948106	None	4.05160449641	17	2.44214376323	None	8.95634102963	27	9.46517716156	None	6.02566017473	None	4.52238340189	None	3.29042064826	None	5.11706982346	None	1.85640587846	34	2.35474515827	None	3.01661390138	None	5.92476538618	4	3.00464834404	None	9.84347818802	15	7.99556367276	None	7.63946339736	None	1.20896600334	None	2.29728981565	None	4.6465640415	None	5.22109699456	None	1.82137332419	8	4.65400459342	None	4.39355639639	None	1.72013918995	None	2.41496146705	11	9.10810975618	None	9.61300061361
6_6_6_10_0.3_946	6	6	2	2	30	10	0.3	9	R1	14	G	19	S2	17	S1	6	R2	34	L	28	A1	31	A3	26	A2	11	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	None	1.90485754814	None	0.934094276554	30	6.1245139269	None	7.62119047562	None	0.00317870246499	None	2.72064341816	None	8.11198863136	None	5.52138761326	None	7.40008495207	None	2.38397623712	None	1.2345471276	None	9.60535538584	10	1.0402262931	15	5.69706736127	None	0.479493378288	16	1.46927044535	4	2.76959380681	None	3.01396040948	1	6.43206808167	None	5.87593042494	None	8.50717277954	None	5.6262561016	None	8.50869153455	None	7.08884302555	None	0.108542071011	None	9.57958288963	None	5.07431921922	21	1.05884228306	None	8.19012055701	33	0.559481197939	32	0.829565106998	None	5.39224242338	None	2.96420921039	None	0.221625057662	None	5.64276911087	None	2.13519814593
6_6_7_10_0.3_967	6	6	2	2	30	10	0.3	9	R1	15	G	7	S2	34	S1	3	R2	11	L	10	A1	17	A3	14	A2	31	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	25	0.903281972783	None	1.75789520741	4	1.23702027782	24	1.05262446828	33	6.36248122072	24	4.72416413461	9	9.65988989607	None	7.03956469774	None	0.1523179783	None	8.21773215751	22	8.54941763551	None	9.80186778055	26	4.86133508434	None	3.86031257211	None	8.60236500122	None	0.323880604008	None	1.04426643744	None	8.7253929416	None	3.19943161577	24	7.44054427311	None	4.01600205223	35	4.72619731706	4	1.15908379714	16	9.63577650369	None	6.7947130592	None	2.5017065746	22	4.57073010789	None	3.40004862237	28	7.18562237348	35	3.92350274643	None	9.63646201895	None	1.78724751223	28	2.05267797202	36	2.8406139036	None	2.91221891833	None	2.86062051405
6_6_8_10_0.3_995	6	6	2	2	30	10	0.3	9	R1	19	G	35	S2	22	S1	25	R2	10	L	23	A1	15	A3	29	A2	31	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	12	1.71623988856	None	7.20055395351	5	3.78268566439	7	8.24014471613	None	7.39048366131	None	3.64082141231	24	2.1791430012	None	0.548551596915	None	1.52997992465	11	4.3552102834	None	9.47064062921	11	6.23540004189	None	0.272646823733	7	3.83124333463	30	4.46682012989	24	8.10209628991	None	0.725518627039	None	7.19283131772	None	2.64737062046	None	8.11255128127	33	1.5167803758	None	8.7794063841	6	3.09292851153	None	0.463379717593	None	5.70375485924	2	4.65871177139	None	9.267846888	None	5.97603813155	None	7.11321545636	None	3.23847193139	None	3.22585464568	None	1.28589474308	None	5.85151391867	None	9.95821818051	None	0.602114179832	None	7.27112489611
6_6_9_10_0.3_25	6	6	2	2	30	10	0.3	9	R1	32	G	10	S2	5	S1	2	R2	13	L	19	A1	3	A3	11	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	36	None	4.998209399	None	5.04837984174	None	2.67629994915	14	7.43391630152	None	7.91039983649	None	6.46208587251	29	1.86543489173	35	7.30052072942	None	8.60612399832	29	0.89248372001	None	4.81212470063	None	4.16571274467	22	9.77248083383	None	4.74088125914	29	6.07204747447	None	7.58285198104	None	6.83186517721	29	5.47267615754	29	6.86500718326	None	4.36185677333	None	4.56438736715	30	9.99479367595	None	4.53679759575	None	2.27527850087	None	5.76197240191	None	9.34209470852	18	8.59750581292	None	0.698671958905	26	9.64410754242	None	8.03207727649	None	1.95132682886	None	8.61834285354	None	1.13955279092	None	5.21798581875	None	4.69869826158	None	0.0439252332486
