4_4_0_10_0.3_73	4	4	2	2	30	10	0.3	9	R1	4	G	14	S2	5	S1	15	R2	1	L	9	A1	16	A3	7	A2	12	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	8	3.85145299891	None	8.17178106097	None	1.19450352951	None	3.34743625297	None	1.07874296512	None	4.07134794977	None	7.22979576037	None	3.92919767534	2	8.79623559268	None	1.40077264316	None	6.66585153386	None	3.65238503423	None	4.52071215772	6	4.32120807762	None	8.63772294911	2	8.81662330792
4_4_1_10_0.3_91	4	4	2	2	30	10	0.3	9	R1	13	G	10	S2	9	S1	11	R2	2	L	4	A1	1	A3	16	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	6.03381756726	6	7.63260061253	None	6.71460944882	None	1.22402183211	None	2.60187033011	6	9.25101612799	None	0.200502493483	12	7.80183585027	None	8.67038868146	6	7.41478228532	None	4.04729488054	None	3.69773340505	15	0.439044497555	None	5.44475154956	None	7.8502066527	None	3.52733127573
4_4_2_10_0.3_102	4	4	2	2	30	10	0.3	9	R1	6	G	13	S2	7	S1	14	R2	12	L	1	A1	2	A3	11	A2	15	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	4	6.78816265025	None	8.38468305623	None	8.19358692612	3	5.28942392744	None	5.11301458967	3	5.73578858791	4	0.486504929195	None	8.32058000539	None	4.01659607197	3	1.71078940645	None	4.3183722013	3	7.94412313686	10	4.1876920938	10	5.59024726435	None	7.50294725909	None	0.822460034653
4_4_3_10_0.3_128	4	4	2	2	30	10	0.3	9	R1	2	G	1	S2	7	S1	9	R2	8	L	10	A1	3	A3	12	A2	16	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	1.19939030977	None	2.18243615981	15	1.29973544873	14	8.0154053133	None	4.11239019055	None	5.52840076964	None	6.35716348127	None	4.69859534077	None	3.28231348739	None	6.00336199204	None	4.16474920835	None	0.180990393476	None	3.73207549359	None	1.28763461944	None	6.02350439846	14	9.74992630547
4_4_4_10_0.3_140	4	4	2	2	30	10	0.3	9	R1	4	G	10	S2	15	S1	5	R2	16	L	13	A1	1	A3	11	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	4.96894304385	None	8.43296494336	None	0.615010730396	None	6.99646898805	None	2.41735938224	None	7.1698994959	None	8.93702212001	None	1.90672341187	None	4.29845726755	12	5.30349863368	None	2.30622154787	None	7.73149673441	None	8.86152615341	None	3.81943405202	12	7.24436821173	None	3.30938819162
4_4_5_10_0.3_151	4	4	2	2	30	10	0.3	9	R1	1	G	15	S2	7	S1	12	R2	5	L	11	A1	9	A3	16	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	6.2827808371	13	3.70218743289	10	0.136481159201	None	4.5420350505	None	1.9600271732	None	3.92726267235	None	2.90034766734	3	5.56359107441	None	9.03553518323	6	7.43143834739	None	7.2572003358	None	8.03054194609	None	7.77910872883	None	9.17839392193	4	8.52643557915	14	3.37981191057
4_4_6_10_0.3_167	4	4	2	2	30	10	0.3	9	R1	14	G	15	S2	5	S1	12	R2	11	L	1	A1	10	A3	13	A2	2	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	5.31082472064	None	1.75127255421	None	8.07525489403	None	1.34866576987	None	2.43882353	None	1.71936511077	9	1.47366428087	7	7.8039527923	None	3.09478666381	None	8.32514446475	None	0.895004195391	8	2.66155522282	None	2.62475266113	8	9.37404505833	None	2.02557952828	None	4.52927337803
4_4_7_10_0.3_179	4	4	2	2	30	10	0.3	9	R1	5	G	12	S2	1	S1	14	R2	9	L	16	A1	4	A3	13	A2	11	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	7.98438003423	None	2.96535653015	None	0.0595996421587	None	6.20074187181	7	0.600371550596	10	7.35318688505	None	6.67909317994	None	0.197536958762	None	2.99479792436	None	9.62771631454	None	2.89257304149	None	8.22752240356	None	6.43007883331	2	0.681605086926	7	2.01893282052	None	2.22914798154
4_4_8_10_0.3_192	4	4	2	2	30	10	0.3	9	R1	1	G	10	S2	3	S1	14	R2	4	L	8	A1	12	A3	16	A2	7	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	13	8.43130461212	None	1.68919685255	None	5.60651514298	None	3.02909430137	None	6.64566410114	2	9.60379204664	5	4.74902780225	None	2.25834587593	None	4.71596083546	None	9.50764167138	None	5.79594325038	6	7.62672178877	None	2.89499906804	None	9.50982339629	None	5.18096166781	None	9.56642578493
4_4_9_10_0.3_205	4	4	2	2	30	10	0.3	9	R1	12	G	15	S2	5	S1	8	R2	1	L	14	A1	11	A3	3	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	6.85398565948	7	5.57571997721	7	5.51988743167	None	7.86809540648	7	5.50162267039	16	2.12320636438	2	6.99946441148	None	8.44633040687	None	1.33948084606	4	8.54593281707	None	6.68457193091	None	7.2100572457	10	6.6970277021	2	6.05463461187	2	8.16035453247	None	3.88624026847
4_4_10_10_0.3_223	4	4	2	2	30	10	0.3	9	R1	16	G	15	S2	11	S1	2	R2	6	L	12	A1	10	A3	3	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	2.68638864364	None	1.25249832078	None	8.40434661577	None	9.1051569176	9	4.51059381624	None	8.55113762974	None	7.43741320849	None	0.364881865721	7	9.97394935845	None	4.09752071959	None	0.734075280694	None	1.11592339063	1	5.15972737157	None	9.44622972419	None	6.57825841135	None	6.38810983617
4_4_11_10_0.3_234	4	4	2	2	30	10	0.3	9	R1	7	G	14	S2	13	S1	8	R2	5	L	16	A1	6	A3	3	A2	2	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	0.116547366298	9	5.67197195005	None	6.02707105718	9	7.3402899563	15	7.03671348789	15	7.87455652383	None	7.34340910455	9	7.49465594771	None	3.7559179832	None	5.27289530617	None	1.86207850051	10	5.87958229401	10	8.4937996172	None	7.46300824665	1	3.0674018664	None	4.97305641732
4_4_12_10_0.3_247	4	4	2	2	30	10	0.3	9	R1	2	G	14	S2	4	S1	7	R2	15	L	16	A1	5	A3	1	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	3.98536737666	None	9.40892741835	None	9.61959166409	11	7.16620727202	None	1.09388854947	None	2.17179589014	None	6.47179512808	None	0.6981716216	None	8.55230087531	11	0.665667100408	None	3.58214245082	11	8.27851553549	None	2.04355986751	6	8.16847578587	None	6.09159221142	10	9.37984370521
4_4_13_10_0.3_259	4	4	2	2	30	10	0.3	9	R1	11	G	15	S2	16	S1	9	R2	2	L	4	A1	14	A3	8	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	7	9.53279923064	None	5.39697582023	None	2.90687913213	None	4.64893600009	13	5.25865392891	None	6.26702692829	12	2.95313547091	None	7.29931783662	None	5.51770679696	None	9.75071434838	None	0.0557883101755	None	4.89635796895	None	4.43717139109	None	6.88158537643	None	1.18989324794	None	4.22855370342
4_4_14_10_0.3_270	4	4	2	2	30	10	0.3	9	R1	3	G	11	S2	9	S1	5	R2	15	L	6	A1	7	A3	8	A2	14	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	7.17682470916	None	7.27090857421	13	5.52755136967	None	8.85585276357	None	7.61617923328	None	3.46208907022	None	3.73128280842	None	8.81464147538	16	6.16280651039	None	4.01225637763	None	3.54664688254	12	2.98773028518	None	6.1630350981	None	5.0520027669	13	3.69689107255	None	7.41003236221
4_4_15_10_0.3_286	4	4	2	2	30	10	0.3	9	R1	15	G	4	S2	3	S1	16	R2	2	L	9	A1	5	A3	7	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	4.89310102717	1	2.03937027302	None	0.323963444432	None	5.90600006238	None	6.47413775534	14	2.17288121991	None	1.40487799903	None	3.61340080401	None	7.03872144892	12	1.4838359173	None	1.02134575716	None	5.05044001684	None	3.7790169643	None	9.7411478876	None	5.80815651744	None	7.64113818866
4_4_16_10_0.3_296	4	4	2	2	30	10	0.3	9	R1	1	G	10	S2	5	S1	11	R2	13	L	12	A1	8	A3	6	A2	3	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	14	6.20595347253	None	1.41172725507	9	1.83323456519	None	2.20140511797	None	7.01415005589	None	3.40410291632	None	8.11534648048	None	4.81411259013	None	0.640342891095	None	5.68390339726	None	3.6072651623	None	4.91700217767	None	2.66834912224	None	4.53022466723	None	7.3810169463	None	3.31649538704
4_4_17_10_0.3_306	4	4	2	2	30	10	0.3	9	R1	16	G	1	S2	3	S1	2	R2	13	L	11	A1	4	A3	14	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	16	None	4.84223847164	None	5.36848439156	5	3.87295132885	None	4.53596451617	None	6.39030496378	None	8.10016965224	None	8.19265450535	15	6.85727604088	5	5.64467831508	None	8.1902234856	12	8.54060823621	10	6.70247911562	None	7.34355959065	None	9.21206845348	None	6.45683952358	8	0.408580978873
