9_9_0_10_0.3_31	9	9	1	1	30	10	0.3	6	R1	30	G	79	S1	27	L	25	A1	75	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	6.82464156994	77	2.65623888117	None	3.95533760609	78	4.22592948055	34	0.641989939813	None	0.052242895798	None	5.34913205629	3	1.46785948292	13	4.17040824887	None	8.85551806609	None	4.30269771956	None	6.71226522599	None	6.49458610213	None	4.88522929357	None	8.49719518081	None	5.62610790629	None	4.14782040588	45	3.56546910988	58	0.624354714074	73	2.14795048211	None	1.27191044283	32	8.89071313472	None	1.07292763289	None	4.69666989982	None	1.88964820368	62	1.14132187844	None	3.08448340912	54	4.76419446957	None	0.0109169991685	None	2.33116006587	None	2.34650171121	None	5.03579820363	None	2.76605139896	7	5.38597680079	None	8.64873059964	None	3.22226473131	None	5.10960058657	15	8.19239559493	None	7.80800642592	33	6.83424445803	61	4.76081408634	None	0.102766807733	7	3.85398997803	48	5.96460438628	None	8.94527554759	32	7.01811187772	None	8.53530099434	None	5.49085962167	None	5.11243509662	None	8.99275677351	57	5.48380432798	None	2.60177335561	None	2.42683952891	34	0.712575946011	None	2.43463182499	None	3.84080506458	None	4.19992125159	22	9.64444528057	8	3.5279387906	None	2.75555423623	4	2.5029218582	57	3.77696665198	None	8.99809829619	None	7.36985461086	None	4.52484467671	60	9.61318851607	None	7.0988971049	None	7.1081864012	None	9.51729669342	None	6.59129423829	50	0.528735739758	None	6.98631214867	39	7.34029380572	34	1.98268756888	69	1.65371877307	41	3.19108203762	None	1.0455088261	None	4.24525234466	None	3.76150542657	76	5.30961097178	None	0.119700367027
9_9_1_10_0.3_82	9	9	1	1	30	10	0.3	6	R1	77	G	70	S1	41	L	23	A1	80	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	2.68399289818	None	0.0976197925764	65	7.08467231065	27	4.02815737584	65	0.967438798341	None	9.78679285078	58	8.57147799079	None	0.27803394626	None	8.87136776258	None	1.98234575605	None	2.53533574167	None	0.357239638882	1	1.36446763768	62	0.106409876038	None	5.52845842436	None	9.32839301688	69	1.69523113258	None	2.40872836489	None	0.210217272479	None	4.3465211292	13	2.87641863947	30	1.71150076047	None	0.0263250273878	15	2.32328278038	None	3.50881599712	None	3.41528684486	15	7.68404928504	None	4.88425354604	None	3.2980964931	None	5.22779777964	None	2.38592850198	60	3.27928484807	34	9.54728241568	58	2.36473083515	None	8.88853440307	None	3.28355833981	None	9.58897363172	None	7.09378641151	None	0.0751661307611	None	1.86702661387	None	2.80557723391	None	7.45638698273	22	6.9333664444	34	5.92695518105	None	3.08057505735	34	1.80354098436	None	6.08705885474	13	1.83841969293	None	2.34181726585	40	4.48966884715	None	8.08345055394	None	7.55359707529	37	6.95135787448	29	1.09185584905	None	5.09790819545	46	6.94108964244	None	7.22807724588	37	5.70514060605	None	1.14699226391	17	8.96177054028	None	1.29874227573	64	0.415888454842	None	6.80156613646	30	4.25177501918	None	1.84587972439	None	6.73690112993	None	4.13024375423	None	2.93236981954	None	6.70153610193	None	9.59978778764	None	6.32875381211	None	4.6246547284	None	5.7198921206	16	2.70860171745	None	7.85503715208	79	0.240208625665	None	4.72672736193	None	4.99016130966	65	4.39549877855	42	0.458156719723	62	4.35337835703
9_9_2_10_0.3_133	9	9	1	1	30	10	0.3	6	R1	5	G	6	S1	66	L	51	A1	13	A2	38	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	4.57831357539	None	0.00515287192238	None	2.22864437092	None	1.15992239634	29	3.72622132968	15	6.61063637685	None	9.4507165175	40	1.98259867805	None	1.68732441767	None	5.99207994373	14	4.61818980857	15	6.88420571324	80	7.7400645053	None	0.227454182686	20	2.91641471721	None	5.45649764219	None	3.75221652315	None	4.48470390183	None	2.23743750759	74	5.470599291	None	4.8437517166	None	0.900215394449	None	3.91363567544	None	8.39356695716	23	8.15139440313	None	8.99555588607	None	5.11021347161	None	8.83963168899	None	4.38244084871	None	0.814452088359	None	2.92030217207	None	6.09086736219	None	1.56464622698	None	5.82144425377	10	3.06093376484	None	1.95403271571	50	4.63967069961	68	9.33505523119	None	5.70289003497	None	6.23907851942	None	1.22827326382	None	1.69503993206	None	9.77468393106	3	7.69367004272	15	1.95575036202	None	6.17526480784	60	9.43291860783	18	1.02990842935	None	2.2310130453	52	4.76162168296	None	9.78629776289	12	1.27292847463	None	4.1033970072	None	0.863369990826	None	9.02247093137	None	1.41981378339	None	4.58387904006	None	5.2105179573	None	2.07765191127	42	9.07827793968	58	1.93219752816	None	0.994821277746	15	9.87281479821	None	9.65562000003	43	9.44828700218	20	6.54289258582	None	9.54257924423	17	9.44804947115	None	7.50476827809	22	7.83034332303	None	5.40671786531	None	8.26424112743	58	5.20888806425	25	0.0558837308615	69	4.65224466064	None	7.32595162985	None	5.31944737988	30	9.27776305863	None	4.5182262639	None	8.74393009799	None	1.0404889631
9_9_3_10_0.3_182	9	9	1	1	30	10	0.3	6	R1	66	G	23	S1	81	L	57	A1	5	A2	74	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	0.921021068663	None	3.60684622942	12	5.28355717504	None	2.97583168918	40	9.45146637102	80	5.02512173862	None	3.92469690854	4	6.46166566468	None	5.35840261816	None	9.44146569292	49	5.74322507296	17	9.87548209339	None	0.930682788913	None	2.48736037925	None	8.72363897318	None	1.87607939427	13	5.98124910429	None	7.60776009301	None	2.42947172474	None	4.10262849397	78	1.22235017595	None	9.82725119564	None	0.360492344323	None	7.91101084797	71	1.27665505098	None	6.00320022115	None	4.1022921793	None	3.45957760639	None	6.91702679804	39	9.47185187416	10	2.92889026256	None	1.24559380143	None	7.09817051544	56	0.127251182121	None	8.98754743686	None	4.60353635708	None	3.61307065522	None	2.41836965575	None	2.56610937794	None	5.5705362867	None	0.811101971483	None	2.21085207649	None	9.91208853847	46	1.77291301173	11	2.4355102695	76	1.23698009223	58	6.02501333143	None	1.23761395138	None	9.25267064592	28	7.57519200199	None	3.0534560631	None	6.35552464067	None	1.66447674801	None	2.85504294275	None	9.97043554435	None	5.80867182168	None	3.83145358619	35	2.98000729403	None	7.55561348181	None	1.73957293589	None	3.07367221044	None	4.29238630292	None	8.44393010602	17	9.2906942866	None	1.87533469345	4	2.06784526964	None	8.64708175746	24	7.09951318001	None	6.27120400848	None	0.960824596866	67	3.16291785598	76	9.1174327159	20	2.18979961353	62	6.54965896991	75	8.54094259359	49	3.26311892894	None	3.87052304362	None	1.72567415736	None	2.43569376627	None	2.11279948807	None	9.52332360372
9_9_4_10_0.3_229	9	9	1	1	30	10	0.3	6	R1	78	G	61	S1	48	L	8	A1	75	A2	36	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	1.02189114919	None	1.06328231761	None	4.12494359056	None	8.63139115263	None	8.91435476994	55	2.69152847324	None	6.59549351275	None	7.51320877608	None	4.49364995866	None	5.51002401376	23	6.92698998318	None	6.82931455692	55	3.6762043963	None	0.922341986137	13	7.39808977968	42	0.963641183905	None	8.85956887466	None	0.269628872336	55	4.1252641005	None	6.03487751502	None	5.17987603653	22	0.898348721698	74	9.88375387989	None	3.44556141923	None	9.71526787575	None	0.958739291331	None	5.74876906322	79	8.24493421985	9	1.57668712828	None	1.22968229875	None	1.62141512955	None	4.86406173615	None	6.50662505655	None	7.62287598789	None	9.06422111779	21	9.13447018516	None	2.22798023952	28	0.606076447554	None	5.4563207762	None	7.80913413932	69	9.36790755912	None	4.50795495501	None	3.37994076002	4	7.00461458251	None	0.109446160569	45	6.2377553199	None	3.8298822788	46	2.44631285603	None	8.75404968656	None	8.73101374702	None	9.06503255741	None	5.30453930722	None	0.8589821634	None	5.05692558412	None	8.40413943808	70	8.34998943376	None	6.78559493945	None	0.426237975257	29	8.33968565837	1	3.28443891866	None	0.168550457349	None	7.77294695281	77	0.426796334618	None	3.42708824145	None	8.24925289831	70	7.78273626072	2	0.864883088376	None	0.150830148304	35	8.93453741913	None	4.42041655362	None	8.13848094942	None	4.89791904147	19	8.09569927714	None	3.8952810725	None	6.49233070392	None	1.27228306831	None	4.55096430002	None	6.05933330858	None	3.13680702436	None	9.325583476	74	6.09070850892
9_9_5_10_0.3_270	9	9	1	1	30	10	0.3	6	R1	53	G	26	S1	35	L	71	A1	52	A2	45	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	58	1.3668907931	None	4.59377239093	None	9.87801856967	34	3.75979160071	None	9.51374057868	None	5.0442193675	None	5.55572925853	None	0.845298711216	18	9.49829373456	None	7.07978881798	None	4.01176343588	None	5.54879541276	None	8.60153563295	None	6.77580252188	None	7.48742980616	None	9.64239991856	60	3.37414743116	None	3.76347518663	None	7.34566250254	20	6.04217574866	None	0.0380212099718	None	4.62542647116	None	9.9452054064	None	1.956095713	None	5.9861969182	None	5.64917423116	None	2.10941964163	None	0.216492241168	44	0.397413227193	None	4.30022779711	68	3.25956169725	None	2.82701018918	None	9.16251224587	None	2.46292747635	55	8.17227939811	68	5.30392574859	None	4.39630591421	None	1.18090077696	None	1.58121364728	None	7.32340491236	None	3.57146068747	None	8.87016207878	None	4.57153414705	None	4.19797731119	None	3.67043367919	None	7.69971669685	None	3.43053727795	None	5.84857323466	None	7.7890711282	37	1.41602290836	None	1.28473995136	43	8.32646768774	None	7.48451094207	None	4.63466566384	None	6.23293088722	46	2.61266521113	None	4.55582941636	None	2.6337079475	None	6.22148827133	None	2.24258957654	None	8.02286633567	31	8.19160904442	None	3.84282081655	None	5.50974688842	None	0.29541693872	None	3.13625464045	None	9.35916617874	None	6.18610015815	None	1.9428996207	None	9.8820427883	None	6.4622728497	None	0.736035838422	None	8.85570871724	None	7.73227852889	None	6.20784531134	None	4.5113067289	None	4.55642858425	77	0.779810070216	None	2.89980594331	None	9.39192119871	30	5.5281307466
9_9_6_10_0.3_300	9	9	1	1	30	10	0.3	6	R1	64	G	44	S1	61	L	76	A1	37	A2	47	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	3.17447673516	None	5.51384708254	None	4.10201153326	74	5.53509002927	23	7.05706684495	None	5.17852334379	None	1.66330712621	46	4.44188133414	73	1.04022811867	None	1.96951298241	11	9.67904599206	6	1.8053307516	None	0.17232000922	45	5.72771398606	None	5.62762514576	67	9.09490525658	22	7.6866401322	49	0.0165734092504	14	9.20748189573	None	6.69801169876	None	6.5702815864	None	4.79745725972	None	0.640588882854	None	0.15923870466	51	2.83726961149	None	5.8458262876	None	3.7570368724	None	8.91751353901	49	6.02198985696	None	7.96744381101	16	6.0978470466	None	5.8541311029	None	0.961677919494	None	6.80153477535	None	8.72025879748	None	3.39991197718	77	7.41237282363	None	5.40374057814	14	7.44198849219	None	9.0998837971	None	7.93096187425	None	1.17140535133	None	7.7620305303	None	3.87666905387	None	8.15656258629	None	6.48698537564	None	6.42878958603	None	0.198898513633	None	7.56913039706	None	3.45731593316	None	5.31287267282	None	4.39137881843	None	4.54231069278	None	3.30418750851	22	5.55805441393	None	0.311263597955	None	8.20111073789	None	2.75934891751	24	9.78021969898	None	7.6530429513	None	1.39662171797	69	9.64547651316	None	9.07802540829	None	3.79014278518	None	2.91052429106	None	5.6488436643	65	3.45540558122	None	2.84011144716	15	7.49780364581	67	8.71317498616	None	1.35627523398	None	0.421746911102	None	2.24664387882	10	7.8103502033	None	3.53713852596	None	8.17016833818	16	7.31339922112	None	9.2987230021	None	3.91122230697	81	7.12503923818	41	8.33833143688
9_9_7_10_0.3_351	9	9	1	1	30	10	0.3	6	R1	71	G	69	S1	28	L	21	A1	64	A2	22	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	2.64288905471	None	5.8240549885	81	0.607059812998	None	5.18350199115	None	5.16187154403	None	2.70877624136	None	9.68377433447	None	4.09663697843	None	4.1741284153	None	1.85141786629	None	0.809535414398	None	9.22002134163	None	5.13744776852	None	8.93269302149	None	3.12916299624	None	4.55053463257	None	4.26090010451	None	0.197002217337	26	1.83385642898	None	5.53479584773	None	6.38482225109	42	3.58471863039	63	3.73502765599	None	6.49843668056	None	5.43672549507	None	9.0375932602	None	4.69065725374	6	1.72467274796	None	1.61854536174	None	7.22428177986	None	9.18727433057	None	3.78714491188	None	9.72543253516	None	4.42312851985	None	1.04094708159	None	4.86455459397	None	5.06433787774	None	7.80426929067	57	4.09040765519	32	6.49752045911	None	5.72423129472	None	7.90616280913	None	3.55312944022	None	6.52470673145	75	2.55474272461	None	5.81640130357	25	3.73811457583	8	6.2988493124	35	9.22579536426	43	5.40427346386	32	1.66875488721	23	9.51692320028	None	1.14364039359	75	3.06137219584	5	2.10080485964	None	0.606980723939	None	2.39370802394	None	8.56795810644	None	3.84297674967	76	1.61812386518	None	5.24454217541	29	5.24651281264	None	5.2590520619	None	6.36214384954	50	3.7446851224	None	8.02624541343	68	0.20688114943	None	7.22396985406	55	3.83440441759	58	7.95879105672	None	0.448088556522	None	9.82418582478	None	9.65857829123	None	5.1894641716	None	3.28352475279	6	1.17100567974	19	4.21547938479	None	1.21224201284	None	0.720434129982	None	6.9858549509	None	1.24627243245
9_9_8_10_0.3_392	9	9	1	1	30	10	0.3	6	R1	50	G	66	S1	67	L	20	A1	22	A2	27	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	7.75674862036	3	8.05224038178	57	1.47178910291	None	7.15452141046	None	4.04894531527	14	9.97608143805	None	7.66289156039	None	5.65455478135	None	9.21289631661	30	6.16022658238	54	4.16355188587	None	8.71751316242	None	0.176546991327	32	6.36300051791	None	2.88038810743	None	9.33497568375	None	9.6765898314	11	0.327360304625	2	0.307983719267	None	0.0807806933565	None	0.35584014873	13	4.46606988515	None	1.26773254568	5	8.50030504999	None	1.08711148962	71	8.78069369997	None	8.7100654073	45	5.92458508296	None	4.48109142299	None	3.32504665482	45	3.72082043232	None	4.20869092809	None	1.53302185246	7	6.05119620324	35	3.93840418519	None	8.57656979103	None	1.00103462206	11	4.80261935501	56	7.08671769658	None	1.23713907006	None	9.62629939601	None	0.0817620629651	None	6.03518959282	None	3.20883249689	None	4.13334035927	None	5.96207603459	25	5.51797483797	26	3.30531606326	32	3.46905122512	None	0.0809937597837	None	3.43814385808	None	2.48023380549	None	9.77171059269	None	4.14194595168	70	1.98550937494	None	1.38856179433	56	1.97840416525	63	4.1071251238	None	3.86799509844	None	8.49150057085	None	4.6719668963	None	6.83508240201	None	7.94409385403	None	5.06590240355	None	5.57775190375	78	6.50113287307	21	7.66457124421	None	7.62167515301	43	5.79130771998	None	4.66517011667	None	9.10157532433	None	4.19007023876	None	7.33580975526	None	8.9229597982	None	0.348858551728	None	9.86428049575	None	4.47907883717	None	6.37690007013	None	3.80988405664	None	5.80714422752	None	0.886441387523
9_9_9_10_0.3_432	9	9	1	1	30	10	0.3	6	R1	38	G	27	S1	74	L	19	A1	41	A2	40	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	81	None	1.36513079501	None	4.92288137924	22	6.85932357339	None	8.65767080727	None	5.68891814292	None	0.684998315721	70	0.973540185275	None	9.02293369207	47	5.12108675998	None	1.60011501463	None	7.6238732749	62	3.32542690401	56	8.0094654415	None	8.84677464211	None	5.59920706252	None	7.9712587008	None	9.74177282745	32	5.36439277885	None	1.53654953974	None	3.58760615191	62	4.38160860727	None	7.02483177386	79	2.28793103276	None	4.87851453542	46	4.52779588945	None	4.50171260695	45	5.35479078353	70	3.48362710261	None	8.7757204454	None	4.73993250908	None	1.95433993423	75	8.08200415333	None	8.60179495856	None	3.03246742565	None	6.67150865797	6	4.17859131681	None	0.634305894188	None	5.84235145536	None	5.94364434106	None	1.72758869595	None	4.03282919432	None	0.747473292736	None	6.51968857013	None	3.20965004266	None	4.90429022121	None	6.02558209339	57	0.717979376105	13	9.21471633162	None	1.52858427347	None	6.61927153173	None	4.73627302625	None	5.90936210252	None	4.55241035721	None	8.22601522887	None	0.279889209918	15	9.66779364075	None	0.452328414158	None	4.70115201537	76	2.13716481432	None	2.7652228589	None	8.20440856167	None	8.59823618648	None	5.61812132244	None	4.51219700822	None	1.68493478098	None	3.43551653206	None	7.75340745849	None	7.05365290118	None	8.35920362004	None	8.61619196922	None	1.19260023941	62	0.6612024816	29	5.53944485728	None	9.42073842937	None	8.63769755146	None	7.84323361964	None	7.92673778854	8	5.8663513273	None	3.99727432972	None	4.90560015157	18	6.47844974359
