5_6_0_10_0.3_496	5	6	2	2	30	10	0.3	9	R1	6	G	11	S2	14	S1	28	R2	3	L	12	A1	1	A3	15	A2	10	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	7.20121188629	2	2.5126084864	26	4.95030506412	5	3.19897959105	None	0.0280522079495	None	3.08656207005	None	4.41578469625	None	7.80364499495	None	7.84975691408	None	6.69651134264	None	2.73878219908	None	4.85101167529	None	0.944571442149	24	1.70395229093	26	7.45294901228	None	4.78759512056	None	7.03886437552	None	9.33469865533	None	0.394019329487	None	3.01475406309	20	4.48685868228	None	0.524820138791	None	1.03022548229	None	6.78423834695	None	7.75379087328	7	2.51685758221	None	6.99975494396	4	8.05540529289	None	3.88786841857	None	2.73132850747
5_6_1_10_0.3_515	5	6	2	2	30	10	0.3	9	R1	28	G	21	S2	12	S1	25	R2	14	L	3	A1	26	A3	11	A2	10	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	2.98779745326	None	3.17104855198	None	2.22160320292	None	6.88775458678	None	8.90025201673	None	1.9935477716	30	0.206214990326	None	6.1472637344	18	7.4053579979	None	2.46264780615	24	8.0345575962	19	9.33330383076	29	8.41910029327	None	0.963954447511	None	2.00502384416	8	5.88332363762	None	6.68760878934	2	0.697316160419	5	2.53151741027	None	4.26994275424	None	3.40753874229	None	1.99178565681	8	2.08799854036	None	5.27536713092	9	0.264124988707	None	2.68945379541	None	6.17884191351	None	1.66105589377	None	7.04051138475	None	9.04233433168
5_6_2_10_0.3_534	5	6	2	2	30	10	0.3	9	R1	14	G	23	S2	1	S1	4	R2	7	L	5	A1	16	A3	18	A2	21	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	9.91575631251	None	0.228904330893	None	2.62215860249	None	7.78625830861	None	2.5333359506	None	3.05399677083	None	4.63984855911	13	9.52404211947	None	9.34074045349	None	2.2524032627	None	0.774955052241	None	1.13052216282	28	7.17806413215	3	5.54587347226	2	5.88852653459	None	0.974241446993	None	0.454519595979	12	4.28796211852	None	7.12417116312	28	5.00085587875	None	7.60803851527	20	4.66821576165	None	6.46401808349	None	1.52216987336	None	3.24065893194	None	7.04596220744	None	3.45463059735	None	2.52512991066	None	9.80230977272	24	1.50092950343
5_6_3_10_0.3_551	5	6	2	2	30	10	0.3	9	R1	4	G	23	S2	3	S1	16	R2	20	L	18	A1	9	A3	24	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	1.71741080229	None	8.52388837298	None	1.62688260851	6	7.69209492769	None	3.91163082357	None	7.68096632014	5	1.9861787283	2	1.46009907637	None	6.82757867001	19	4.96076472739	1	9.06150504749	None	9.34309833713	21	4.927996747	None	9.69881226653	None	6.65029534225	None	0.737091977293	None	2.16363202381	None	2.26043849343	None	0.798267890263	None	2.56345506018	None	8.98541993127	1	8.65231196136	None	9.55237635801	None	0.63939659025	None	1.85086290053	None	4.39290054584	19	1.58837048775	None	7.98629724601	None	0.646027559316	None	5.10454828161
5_6_4_10_0.3_568	5	6	2	2	30	10	0.3	9	R1	17	G	11	S2	23	S1	4	R2	18	L	9	A1	21	A3	19	A2	2	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	4.7681920164	30	4.09292265785	8	6.32534051658	None	2.99454683882	20	5.58297196221	27	8.77486482442	None	4.59730156539	None	3.99794204509	15	2.42833956213	None	5.17655081936	None	0.893759701862	None	8.62287538998	None	4.55946739648	None	4.00256064825	None	9.23657572946	None	7.09346063465	20	1.26329561781	29	5.1581351362	3	7.54445672368	None	6.03345775768	5	2.49564662347	10	6.34895834575	None	5.35111354787	None	7.47952380853	None	7.76177035825	None	1.39252815767	14	1.10974939166	None	8.14895983416	None	5.96619234082	29	4.42489482907
5_6_5_10_0.3_588	5	6	2	2	30	10	0.3	9	R1	17	G	29	S2	19	S1	20	R2	6	L	2	A1	14	A3	11	A2	12	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	6.11000756526	26	5.87048651899	None	7.38765771338	None	6.38065558818	None	3.97452070861	4	5.21916099309	None	7.82206651707	7	6.86668245092	21	6.94974080701	30	3.68262924232	None	9.78904249894	None	8.71285677096	None	3.71033648324	24	5.81120153216	None	5.07910572175	None	7.82172221585	None	3.4029454245	None	5.75633691874	None	9.81455276273	10	3.0792950225	None	0.265674505949	None	3.37557645863	None	2.81824825391	None	0.241717592966	None	2.37320646828	None	1.10793327097	None	0.534732913672	None	0.275654351974	None	5.78391251437	None	8.23595847632
5_6_6_10_0.3_603	5	6	2	2	30	10	0.3	9	R1	14	G	18	S2	16	S1	12	R2	15	L	21	A1	3	A3	7	A2	29	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	8.9583272418	20	5.76416928624	28	4.95188278074	None	6.56336440449	None	3.41448501065	None	5.65785315992	None	7.06545091393	None	4.41457560246	None	5.77438138832	11	2.83237732979	None	4.72796389004	None	4.78931563326	None	9.75484065853	None	6.37784963588	23	6.12476812959	None	5.76966763143	None	3.34787460706	None	3.1308938702	None	2.10362463439	None	8.45733837876	19	1.74689217958	None	3.15444916976	None	9.91485183102	17	8.95672307481	None	3.26213064909	8	8.54733210243	None	2.66709085879	19	5.91577478588	None	6.60714009756	None	0.287085804958
5_6_7_10_0.3_619	5	6	2	2	30	10	0.3	9	R1	27	G	21	S2	8	S1	10	R2	11	L	22	A1	18	A3	30	A2	17	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	2	9.97204056386	9	7.28194797755	None	3.69509152522	None	5.69300934027	3	7.41426082638	None	1.58042687784	None	2.29008114704	2	2.52921235541	20	8.5759828637	26	4.1576042922	13	7.32816853235	2	3.95329739459	None	8.59915958937	None	6.9229135158	None	7.85569048603	None	3.58370774581	None	3.52060428594	None	8.30340618632	None	6.52679584286	None	1.04554901314	None	6.55533468115	None	6.82386858609	None	7.26033428331	None	2.45741238916	None	0.41139390977	26	2.19831119715	None	9.94875225774	None	1.64052050528	None	8.15850558488	None	1.76791925116
5_6_8_10_0.3_637	5	6	2	2	30	10	0.3	9	R1	2	G	19	S2	16	S1	30	R2	20	L	9	A1	23	A3	14	A2	18	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	1.30667790635	None	3.88805598125	None	7.3278441542	None	4.75022660139	24	7.62255420932	None	6.17209599026	None	9.46852961218	27	1.79129167228	None	9.88610946916	None	5.4537987999	None	8.13770049846	None	5.92984883673	None	9.89701771859	None	4.28254138737	24	4.51672012951	None	2.0212212583	6	3.0146732655	None	6.8465690174	None	1.50532322981	None	9.86919109139	None	9.8357590392	None	6.79798372017	None	9.07018526509	8	3.19003412115	13	6.87490810557	21	0.454724070793	None	0.744594183993	None	3.8953058942	None	1.86180239607	7	1.09534687158
5_6_9_10_0.3_669	5	6	2	2	30	10	0.3	9	R1	15	G	26	S2	25	S1	13	R2	27	L	24	A1	4	A3	29	A2	18	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	5.32124551903	None	1.59026066456	None	8.67126575343	9	3.74504736657	None	0.496511089467	None	0.50729729046	None	2.08496003979	None	9.58699681378	None	3.56393901521	None	7.95333738581	3	2.09608429052	None	9.44690918179	21	9.3315443786	None	3.38311420954	11	8.71231918943	21	3.72149749498	None	8.97677169205	None	8.06676048016	17	4.15391715217	None	5.17673006482	None	0.749085937403	None	3.32595284172	11	6.86470560819	None	0.409028566285	28	7.28056225288	3	6.39829881416	None	3.38764819777	None	2.34475417616	None	8.82664361686	None	3.93878335685
5_6_10_10_0.3_686	5	6	2	2	30	10	0.3	9	R1	30	G	17	S2	22	S1	18	R2	14	L	9	A1	13	A3	12	A2	15	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	6.82404053984	25	9.46374955467	6	8.26743721752	3	4.75609439815	None	6.98739715594	25	1.31241320444	None	6.73887292166	None	7.09395948091	None	4.80572063878	6	8.2897482845	None	2.44089817979	None	9.26731051867	None	4.52893121089	25	1.63114778921	4	8.93166433721	5	1.25226592966	None	1.72689969943	11	0.803805036214	None	7.06852248476	4	0.482022716275	28	9.35174371568	27	2.70242954253	11	9.7461384926	None	6.9745963158	None	5.24658916745	None	1.42473117223	27	9.04723527944	None	3.0606282324	None	4.45001339335	7	6.59281855332
5_6_11_10_0.3_709	5	6	2	2	30	10	0.3	9	R1	27	G	20	S2	23	S1	11	R2	10	L	22	A1	25	A3	17	A2	1	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	6	9.06722044225	None	8.11944784651	4	5.80441070971	6	1.35281248228	None	8.81373355095	None	0.279274627242	None	5.3144201579	13	7.85436772519	None	1.21426227451	8	0.699948736758	None	0.0202642824961	None	2.80740283571	None	2.310845356	26	6.78342030303	9	8.50467976726	19	2.36194458579	None	8.73615462499	None	7.45546014703	21	0.28315736028	30	5.71355614605	6	1.9417194316	None	9.61306412122	None	8.78519222121	4	5.17851863658	None	3.67027979004	None	6.55296721965	None	8.01841756829	None	1.74680655004	29	4.32241484509	None	4.47894336177
5_6_12_10_0.3_731	5	6	2	2	30	10	0.3	9	R1	20	G	14	S2	27	S1	15	R2	3	L	6	A1	22	A3	1	A2	29	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	8.37196519966	None	1.82611628116	None	2.60564913813	None	1.55161096733	None	4.45649214521	None	3.19214514205	None	4.13143955188	None	3.59551772328	None	5.8796549623	None	4.87040243762	None	8.36172646081	None	1.74587918511	None	0.628759183577	None	2.75723180495	24	5.47184488772	None	1.54404014333	None	3.10557682889	23	1.41101125545	12	5.53732779003	None	4.43766561593	None	9.4299999844	None	6.20088746362	28	3.29668962658	None	2.18373438812	11	7.06392578486	None	4.26907025675	None	0.370861291444	7	9.16734681553	23	3.67208894114	None	5.53283475016
5_6_13_10_0.3_746	5	6	2	2	30	10	0.3	9	R1	25	G	2	S2	9	S1	1	R2	10	L	13	A1	19	A3	21	A2	22	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	4.13560738569	None	5.67423191001	None	4.35884202508	None	2.09676332246	6	4.04329514086	5	8.30682710965	None	2.46552534479	None	9.19128783154	None	8.52984669257	16	8.93437650231	None	4.38873412098	None	0.765172320191	27	3.33585353684	None	3.17758660097	None	3.90915146389	None	0.938938242672	None	9.86050903516	None	3.03344091809	None	7.05548634258	11	0.876811843977	26	5.80924278766	None	5.86742036651	24	2.85371060555	None	7.22211598397	None	2.34560541246	None	7.7464435117	16	1.04395068089	28	2.85641945089	26	9.84618696973	None	4.77925769823
5_6_14_10_0.3_764	5	6	2	2	30	10	0.3	9	R1	10	G	19	S2	13	S1	26	R2	16	L	4	A1	27	A3	14	A2	12	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	1.1273481375	None	5.8814943655	None	3.31559153819	None	2.11924350367	None	6.37635478417	9	0.163894714056	None	4.1326791949	None	8.81032510795	None	8.90429116634	None	0.536857194628	9	6.6236105233	18	3.69256941991	7	5.03702277282	None	9.80579549913	30	9.45680463465	None	1.89854184969	21	1.31280104315	None	8.87352489412	None	3.73587828685	None	2.67758613506	None	3.49192423393	1	6.83458185987	None	7.81522628996	8	2.25170667423	24	3.69960212029	28	6.6851081637	20	3.60533705326	None	0.283650532434	None	2.11052785471	9	1.2731879597
5_6_15_10_0.3_784	5	6	2	2	30	10	0.3	9	R1	20	G	24	S2	6	S1	30	R2	10	L	21	A1	19	A3	4	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	14	6.39988755225	None	2.27639491925	None	0.216382318337	None	7.30198594627	11	7.94125226326	None	2.7365835687	None	7.05977102718	None	1.52654912088	None	5.98977997566	23	8.97209421659	None	1.33361075903	None	8.40799061004	None	6.41284111853	29	1.16785015254	None	0.60630826339	None	4.29578770203	None	3.44390154304	None	4.76629785344	None	5.42690851298	None	6.88727200215	None	7.20497828442	13	0.515002815365	None	2.70276729478	None	8.95792942774	None	9.32859679611	None	5.51707223025	None	3.45054218176	None	2.37314270447	None	5.16220617165	None	4.09568898088
5_6_16_10_0.3_799	5	6	2	2	30	10	0.3	9	R1	19	G	2	S2	24	S1	29	R2	26	L	9	A1	25	A3	20	A2	7	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	5.14845838784	None	6.1507004552	None	5.23778425114	None	3.19250832673	21	9.27583396352	30	5.83816361202	None	7.01192984459	None	3.7992279181	None	0.667435182492	None	1.43593587335	None	2.25050128039	None	3.11485890045	None	8.98934448971	None	2.64686759806	None	6.58530877481	None	2.41899393041	None	3.38062137095	4	6.33221750178	None	3.85472726796	None	4.20588009388	16	3.67911472633	1	7.29079245138	22	6.28212870058	27	1.33599436649	None	6.07501880456	None	4.2663654003	None	8.92622739297	4	0.0612216183291	None	0.598651173535	None	4.79241321071
5_6_17_10_0.3_817	5	6	2	2	30	10	0.3	9	R1	11	G	4	S2	10	S1	20	R2	7	L	28	A1	26	A3	19	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	17	4.90965954452	3	2.83444738419	None	6.20707101332	6	5.24030782631	None	9.37116679174	None	8.53897227648	21	2.05891683822	30	1.81324046065	18	6.75168943211	None	6.58691899514	15	3.73513954796	9	1.56227165425	12	8.41954282962	None	3.83569526553	24	4.90439625224	17	9.11327355173	None	4.8784275849	None	3.91067799182	None	8.14822200383	None	3.4581869938	None	2.45443865756	None	4.4649776031	None	9.37254380793	None	0.198290740252	None	3.19517106099	1	9.67998952994	None	1.42043765107	None	5.63552979361	29	5.3735372675	None	4.89049885677
5_6_18_10_0.3_838	5	6	2	2	30	10	0.3	9	R1	29	G	28	S2	14	S1	8	R2	15	L	5	A1	7	A3	30	A2	25	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	16	4.49256183065	None	7.76377249465	None	0.794917194804	11	1.04221365021	None	8.2447140614	None	9.60775722944	None	4.31211043198	None	4.28888716672	16	2.95206873919	None	4.8623932523	13	2.35832085306	27	3.21987477278	None	7.43688122568	23	6.54876098628	26	8.90964036351	3	0.872841280039	10	4.65006007639	None	9.88267455306	None	7.14846847839	None	1.72262619178	None	8.76139240927	1	6.11341880745	None	6.80110006379	None	3.21857659277	None	3.99034628825	None	5.82045296506	23	3.1385154082	None	6.0356574958	20	6.2695148439	11	4.75686676117
5_6_19_10_0.3_860	5	6	2	2	30	10	0.3	9	R1	19	G	9	S2	14	S1	26	R2	12	L	28	A1	22	A3	6	A2	20	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	15	3.13578999265	13	8.95798067849	21	6.18710416726	None	6.87689974527	None	5.59954872396	17	1.67270369103	None	4.1992854209	11	8.92677042029	None	4.77170422241	None	8.05369767494	None	1.75220649257	None	5.07148608917	None	6.3516748368	None	1.05561314815	None	3.73817202071	None	4.59983020641	None	1.36516758817	27	9.72496170254	7	4.00826771305	None	1.99471622604	None	4.68463946235	13	8.67954109206	2	3.36738243423	None	7.99338227411	None	6.33756188945	None	1.93244583503	None	5.99618843721	24	6.65815664313	None	1.18608011694	4	7.27151984328
5_6_20_10_0.3_880	5	6	2	2	30	10	0.3	9	R1	11	G	17	S2	10	S1	26	R2	14	L	2	A1	24	A3	27	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	4.75241258297	None	1.67749498703	None	1.01670923087	12	4.46564252523	None	0.766993909275	None	1.90776740175	30	7.06942746072	None	6.04990178437	23	2.02176185751	None	1.03011612317	None	1.22511584714	21	0.282223364262	None	1.29387072274	None	6.92207233389	None	0.572203690794	None	6.88510189244	4	1.61152735419	None	0.356682384875	23	2.17073031472	None	5.49854304449	None	5.71653178437	None	6.64104304059	None	7.28562926833	None	7.90334972782	None	8.30002664328	9	2.57075855612	None	7.58255009365	None	6.01942199719	None	5.65154313928	None	5.73665913537
5_6_21_10_0.3_897	5	6	2	2	30	10	0.3	9	R1	8	G	22	S2	26	S1	30	R2	29	L	5	A1	12	A3	19	A2	13	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	8.64611706738	None	7.32293501303	None	3.28545837515	None	9.14776983367	None	5.72620884487	None	1.28472909222	None	4.18056177895	None	6.33810254803	None	5.48959886622	9	4.60998013946	None	2.48820318472	None	5.13842013376	None	4.18370080112	None	0.70066033328	None	8.81869928155	None	5.39890361139	None	3.27369626199	None	3.51147317654	27	7.61586386757	23	8.79391053897	None	8.34687944462	None	7.90071757452	None	8.95041838693	16	4.23903299639	None	9.90293239968	16	6.50702718167	None	9.17417020396	None	8.55790560594	None	4.37402280739	None	3.59067451121
5_6_22_10_0.3_912	5	6	2	2	30	10	0.3	9	R1	18	G	11	S2	19	S1	21	R2	6	L	16	A1	13	A3	12	A2	20	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	5.6346609014	None	8.28085323474	None	6.42663759659	None	2.02740693601	None	7.3067302536	None	6.9532704589	None	0.971871951175	None	9.37094759021	15	7.30691155677	None	9.59413626677	None	2.46903634214	3	4.03273583835	8	6.51753213239	None	6.0192913842	None	0.251710709469	4	7.71316372606	None	5.75050900207	None	6.86940540095	None	1.88751533128	None	6.65584496489	17	0.414570600394	17	0.601961402345	None	4.74908308039	None	3.58444906572	None	6.00948707347	None	6.47340512315	None	0.113509412014	None	7.21414129892	25	4.62117165486	None	1.69351762076
5_6_23_10_0.3_941	5	6	2	2	30	10	0.3	9	R1	19	G	23	S2	27	S1	6	R2	25	L	3	A1	11	A3	20	A2	28	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	30	None	4.99304380865	None	6.29717679316	None	3.2456070838	None	9.67942280449	None	2.74823857245	None	0.621467292807	None	1.77856998588	10	3.01819723171	None	0.0586201087159	2	6.41417446617	None	5.52230599682	None	2.8432639682	10	0.604730755461	None	5.6384757022	None	8.41929409344	None	1.17352652066	16	5.68996953853	None	2.10065998045	None	8.08708467971	None	1.76591623847	14	4.25515647278	22	0.0604931194533	9	3.84462723537	None	2.62515396635	None	5.73780928315	None	1.29543380863	None	3.15708532175	13	3.03318760753	30	1.62399418853	10	5.61615362467
