0_5_5_306.819700003	5	5	1	1	30	10	0.5	6	R1	6	G	2	S1	16	L	24	A1	8	A2	18	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	12	5.40935947561	None	0.753309059805	1	5.19595850857	None	2.53707994001	15	1.08338721815	1	5.84983927303	None	7.70894008363	12	8.90777086522	11	2.64415092156	None	9.62620938664	5	0.381623074258	11	2.99694231296	None	3.26248264571	None	7.00442109474	None	3.52302694317	25	1.90648377361	5	9.86021721362	9	7.8016426342	25	4.74483887234	13	5.69851458874	14	2.80717164233	10	0.185270649398	None	8.30438808352	None	3.63505974764	None	0.233300430129
1_5_5_306.819914103	5	5	1	1	30	10	0.5	6	R1	7	G	1	S1	6	L	10	A1	19	A2	14	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	7.40065997628	None	0.179327950586	18	0.519231448633	23	3.54862786957	11	1.84210633881	None	1.29484471101	8	6.04516006502	None	7.9952395853	None	8.77986048537	15	4.47731103894	None	0.947367395419	None	2.85024254733	23	3.09222242088	None	3.25494412635	None	1.55774785359	None	6.50345466319	None	1.3100871831	15	9.81889403934	8	0.434237463362	None	7.60097426278	4	7.28296712979	16	9.58208052364	22	3.68932357045	17	7.81980269356	None	3.26441691375
2_5_5_306.820072889	5	5	1	1	30	10	0.5	6	R1	2	G	3	S1	11	L	12	A1	5	A2	14	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	4.93498401522	24	7.66745095923	None	7.31123706112	9	7.88942974117	15	6.72424791638	15	2.07427858119	17	9.79751029697	None	2.27802688785	None	1.48607279308	1	0.278621765067	None	0.822715510957	16	7.81668389298	17	6.7332979232	None	3.86091162593	17	3.9026846196	10	2.44241763308	None	7.42886656788	20	0.788809198491	17	7.62315815468	6	3.93997809083	24	7.35706989234	None	0.970507870879	7	0.243120395138	4	0.910286221548	None	6.71635570921
3_5_5_306.820252895	5	5	1	1	30	10	0.5	6	R1	25	G	13	S1	24	L	11	A1	16	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	1.14549065615	21	1.34395394969	None	1.95976059338	23	8.37973841699	22	3.86428322606	3	9.40930659942	None	9.36418211553	12	9.25280621045	None	8.53717350963	8	6.35615001633	None	0.0158571315176	8	7.73623591639	None	5.89005544248	None	1.10644582014	None	2.00801081619	None	9.31309815021	None	3.8786288029	20	2.16075673652	None	3.00415023693	None	5.10100432062	3	6.53604697808	17	1.70340627892	21	9.46742742275	None	6.82487537403	None	3.54015861071
4_5_5_306.820415974	5	5	1	1	30	10	0.5	6	R1	9	G	16	S1	8	L	5	A1	25	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	4	4.59759584374	6	7.71239614873	None	5.08262233667	None	9.86846556013	None	2.97544417901	4	8.85946356461	15	8.13497531952	7	9.67739375835	None	3.50519473781	18	0.791282225384	20	4.42093143609	None	4.0103645478	24	5.75766407031	12	8.10802311497	10	0.839850995574	14	9.33405754844	None	7.35950761005	None	2.21952802832	None	6.00652988195	22	8.72221781779	None	3.46481613687	None	9.49961386718	13	9.77196968726	None	8.08711227322	18	5.71525609995
5_5_5_306.820589066	5	5	1	1	30	10	0.5	6	R1	12	G	22	S1	23	L	16	A1	18	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	6.58735161443	25	5.86318158903	None	7.61889285728	None	6.46807141522	24	1.51363720041	11	0.509400092543	None	0.00951761451526	None	9.8305626017	17	4.30839946046	None	5.76313094725	None	3.7619128178	7	9.76816409707	21	2.94593135113	None	6.68298481081	None	8.18181830378	None	1.98858116944	11	7.54323371119	None	8.95425599184	5	5.39022209973	9	5.04417832438	None	0.564735539158	7	7.20594193169	6	5.89417601271	4	8.58235911722	4	1.93468661046
6_5_5_306.820766926	5	5	1	1	30	10	0.5	6	R1	5	G	1	S1	2	L	24	A1	22	A2	21	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	4	3.68437730579	10	3.15330932832	25	6.59758856273	4	1.00354508348	16	6.18482871688	23	1.0058507049	None	3.02546854833	10	2.24495238769	4	6.01082928134	None	7.0018251279	None	4.38828373895	None	1.55290736364	3	8.89632949755	3	4.51196673649	None	2.07555410801	None	2.67633513234	25	9.1658372578	17	4.49254807082	None	9.050751968	14	0.249351078603	16	1.67976528878	None	5.05179499931	12	2.78582010546	4	1.32980307979	None	7.64430155079
7_5_5_306.820955992	5	5	1	1	30	10	0.5	6	R1	25	G	5	S1	15	L	23	A1	9	A2	17	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	20	1.120737755	14	2.27043696858	8	7.01427741917	None	5.18145828719	7	2.23130118759	21	8.38091457866	None	6.61005561413	7	8.68681689526	24	6.34164550948	None	0.57393910276	2	7.98116560021	None	8.32368403173	None	7.72959264837	None	2.10580419313	None	1.00474531112	21	8.40274215151	None	7.4953437826	None	5.04684279066	19	8.1021646859	22	4.84210041913	11	2.1689105429	None	0.642890807474	2	9.35363507928	22	8.48374869057	4	6.87128135441
8_5_5_306.821149111	5	5	1	1	30	10	0.5	6	R1	18	G	14	S1	12	L	7	A1	10	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	6.62626256518	11	3.13319464885	None	7.66687420774	None	8.42432918944	None	7.85353740191	6	5.67672928923	20	7.82589274272	3	1.89147369889	None	5.91399372331	None	4.39753446275	21	8.54099903039	19	4.97467388526	1	2.7508420115	None	9.93521678106	2	1.10099020737	None	2.74673887036	5	9.38511542391	None	5.67586177215	None	8.86904398172	None	7.1224172488	17	2.97155481727	4	7.38333101527	17	1.30176427135	None	0.456100123489	None	7.54593430332
9_5_5_306.821338892	5	5	1	1	30	10	0.5	6	R1	19	G	13	S1	16	L	8	A1	18	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	23	0.576570428293	21	7.88688289906	None	4.50686276978	None	2.87892596331	None	6.27015067075	None	6.99237143602	None	8.86458214832	17	0.0479010734568	None	6.30862730288	None	3.98607223699	22	9.8403819194	None	7.47830787792	None	9.68949056922	25	2.66217107834	None	0.726333862767	None	2.92260924303	7	6.85002039582	None	6.1431296754	None	5.20820712542	10	1.77511921958	3	8.83129801756	10	3.16200862446	17	4.34986484661	7	4.41016090845	17	1.16296587263
0_5_5_350.401283979	5	5	1	1	30	10	0.5	6	R1	8	G	15	S1	18	L	11	A1	1	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	3.92985974205	None	4.97414573883	None	1.10423379942	None	8.21254409771	None	1.89528426236	None	9.73156783042	None	7.3441605777	20	0.409935448676	None	3.58907527049	None	4.92179705068	None	1.88908671888	None	8.28902581326	25	9.57131783869	14	9.43606174629	None	6.18806981373	None	5.0178434924	None	6.3140313064	None	1.38605871857	20	3.86395349528	2	1.9883549923	None	7.90994934751	None	5.03124667346	None	8.59432687737	None	8.09709887683	24	6.78814121183
1_5_5_350.401451111	5	5	1	1	30	10	0.5	6	R1	1	G	21	S1	4	L	17	A1	25	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	1.13391942416	None	9.06346387768	None	8.23725725959	None	8.52173695003	None	7.26712245255	None	0.424337769067	20	7.94774362345	None	2.77602569597	None	2.20752053605	9	7.51617474219	None	5.76688103314	3	3.3403411582	15	0.403122363087	None	4.11520777927	None	1.7795741103	20	4.36851460548	12	9.63555656383	None	3.08179878656	3	0.363633424458	None	3.07623204731	None	4.06533655186	None	8.53580407245	None	0.545821433291	7	7.75827328863	None	1.72444370419
2_5_5_350.401606083	5	5	1	1	30	10	0.5	6	R1	24	G	3	S1	11	L	7	A1	15	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	8	1.40403310549	16	4.8708211032	None	5.66098028301	None	7.57612800448	5	9.29385518337	5	5.63979335213	23	4.28018371465	None	9.26240320451	None	0.360197821046	20	7.08415621208	None	3.08371805502	None	2.45021629395	None	1.222085171	None	8.41287748815	19	5.97900121822	18	1.55169641623	16	8.65979362328	None	0.474029036903	None	3.70427008897	None	0.933309578113	8	2.84454969374	None	1.41685791317	None	9.87362029879	21	9.47290972313	17	4.97852173088
3_5_5_350.401793003	5	5	1	1	30	10	0.5	6	R1	23	G	1	S1	2	L	5	A1	8	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	6	6.51600446422	17	7.98299166827	None	9.04070277576	None	1.35774724482	None	4.42999189356	9	2.82352088342	None	2.37172310659	None	0.527481615325	None	1.0839048167	10	2.08816371654	None	7.22570987364	20	5.1737681378	18	3.87806590561	None	1.52848762806	12	5.14695559819	11	3.30149581326	None	3.9707913792	None	1.61211197527	None	4.56844381638	20	5.9843971213	None	6.58633217045	None	2.10153231948	14	8.91591182564	25	9.48076714694	None	6.54569312127
4_5_5_350.401958942	5	5	1	1	30	10	0.5	6	R1	7	G	11	S1	12	L	21	A1	15	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	8.95364305962	None	0.543773615992	17	1.55024761052	None	7.68351754732	None	5.21589142175	1	9.77443775995	None	7.87499490808	None	7.31495453561	None	0.263511597564	None	1.38981183816	None	0.780294530189	2	2.16164318206	None	5.75131339725	3	7.70435631842	8	0.558947616551	None	9.27293171633	None	7.14955864127	14	9.22163062652	18	2.07420753812	5	2.4384522081	13	5.76641777724	None	2.21138580261	None	3.30855448153	None	2.31930443715	14	3.30444464668
5_5_5_350.402127028	5	5	1	1	30	10	0.5	6	R1	11	G	4	S1	1	L	18	A1	22	A2	25	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	6	3.63160246157	None	1.81645618483	None	4.56219127229	2	6.09901757448	None	3.28201777464	None	4.51713058586	9	2.29784786993	12	9.26580922554	10	8.60449410571	None	5.2590335817	12	9.45182770619	10	8.7710741201	16	7.69724639552	None	9.08972323268	None	6.21441500073	None	9.18673049265	20	4.98117478737	None	7.03926743904	None	2.97478994235	6	9.19425283353	19	5.38971779828	None	7.73452130622	None	1.6899156227	None	5.59574481734	None	0.804466723076
6_5_5_350.402299881	5	5	1	1	30	10	0.5	6	R1	6	G	8	S1	25	L	9	A1	21	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	8.85804938597	None	7.76055297244	None	3.13987034381	None	2.08032308787	4	7.82073215582	None	5.44051957966	16	9.90951338543	None	5.96236907937	16	4.95285336536	None	9.41076054045	10	9.42747308907	5	9.20584525553	19	0.47935705337	16	1.57658989328	5	8.77885982923	None	0.130464122668	None	1.2943796865	None	9.51566344446	18	7.76991619621	20	1.60686016655	None	0.997069323653	24	4.80366848364	None	2.59145887831	11	3.66134405307	None	8.39563596877
7_5_5_350.40248704	5	5	1	1	30	10	0.5	6	R1	10	G	11	S1	4	L	9	A1	5	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	0.183253249261	16	9.36190658575	2	5.35782588416	25	3.86326094764	None	9.9827868724	3	9.00150339884	None	3.11239962226	None	0.295019068916	21	9.72416312747	None	7.12401214377	None	6.99928579791	22	4.27617644596	None	3.55565504158	1	7.90253027501	3	0.414841215015	21	8.03773175779	None	8.38866444612	16	4.45878325197	8	0.594065929938	2	1.57153063083	None	8.09815509967	17	1.71313150076	1	9.15116934739	None	8.41797398427	25	4.16326598599
8_5_5_350.402678013	5	5	1	1	30	10	0.5	6	R1	8	G	1	S1	23	L	25	A1	19	A2	17	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	3.37760136808	9	2.86240773203	None	3.01969719241	None	4.40423600908	None	0.646318449326	12	7.72402757048	2	8.79507372046	7	6.82290749914	6	1.29553029982	20	3.07539076838	14	2.77631109078	14	7.21087599402	20	9.4299862863	12	0.242503602105	13	0.754263777102	16	2.0736189482	None	7.64466790685	16	9.04397334538	10	9.9447313659	13	1.96011253791	2	3.93340419925	None	7.2235829294	None	7.86128044132	None	5.21754922383	None	9.25511192642
9_5_5_350.402894974	5	5	1	1	30	10	0.5	6	R1	13	G	1	S1	10	L	24	A1	20	A2	3	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	4.93151660181	None	2.01857485801	21	3.02925596176	21	4.1817123531	None	4.3579815317	None	0.245374585784	22	4.87468335928	None	9.46095773956	2	8.57732376612	2	7.84287728126	25	6.11976195272	4	3.74573123232	None	4.65331203265	23	1.69393132747	None	3.82281625714	None	6.06920975794	None	3.00935801075	14	2.70670928861	6	0.346773796474	23	4.21035720443	None	5.68096426017	23	0.916622147019	None	5.02010401254	6	5.67948062698	None	3.85752345374
5_5_0_374.226639032	5	5	1	1	30	10	0.5	6	R1	8	G	20	S1	7	L	4	A1	1	A2	22	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	2.83883003319	None	5.96579494152	None	7.27005009058	3	7.17866040773	12	0.38233072353	None	9.86914316091	None	7.31949859037	9	8.38555824046	None	8.03084020494	None	2.440508053	None	4.07247078946	18	8.47096307623	None	6.65945456542	19	0.0187723345784	None	6.46988497527	19	3.18835509563	21	9.91020974283	19	0.27393256065	None	0.557633620111	25	0.659732235501	12	9.81654521584	3	1.09042884676	None	7.50744184898	None	5.8304525471	13	6.40723553203
5_5_1_374.226815939	5	5	1	1	30	10	0.5	6	R1	6	G	25	S1	13	L	8	A1	22	A2	3	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	8.24530403698	None	4.32557793135	None	3.1374362044	None	4.45817538275	None	4.0090152936	2	3.15162839731	None	4.05392223642	10	0.0061267857078	21	3.07221852596	5	6.84187334593	24	7.57539858861	None	7.5064922876	None	6.08209696076	None	9.45745436538	21	1.02191458774	None	7.9565008667	None	3.20269520945	2	3.88851281494	None	2.65719553732	21	6.64900687014	None	3.43571527023	23	0.680962613421	24	2.17096900565	None	3.09001965821	15	2.80804964951
5_5_2_374.226969957	5	5	1	1	30	10	0.5	6	R1	22	G	8	S1	16	L	20	A1	19	A2	18	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	5	9.96952601042	None	8.46435886099	None	7.01480924337	None	0.221858096518	None	4.39261087051	None	2.75842886542	15	7.19199335483	12	5.78727200672	12	9.17658530523	3	1.89626974662	6	2.86525477121	None	8.12230709081	24	5.32944794948	None	0.529528808968	21	3.88346521039	3	8.40015908789	None	6.07263827749	9	5.66458290885	13	9.70246765064	None	1.15184079815	None	7.49297833369	None	8.36526271732	None	1.42266873459	11	1.57448624395	None	2.14529316825
5_5_3_374.22714591	5	5	1	1	30	10	0.5	6	R1	24	G	8	S1	21	L	20	A1	12	A2	22	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	4.91664617249	10	9.68443348399	1	3.31192560405	None	2.9686620573	None	7.63950775791	16	4.27513751807	None	5.39345692169	None	3.50391965102	None	4.06789161937	2	6.8755404012	None	7.28153680665	1	3.73152662094	15	2.04082608917	17	1.87882534092	6	8.41863937742	18	6.09639514216	None	2.70188099873	3	1.95194683859	6	0.666793536279	14	6.34089592624	None	7.41485575318	7	2.20790167822	23	5.70911342575	11	7.1282059756	9	9.563122383
5_5_4_374.227361917	5	5	1	1	30	10	0.5	6	R1	3	G	10	S1	14	L	7	A1	22	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	8.72585672426	None	4.5772928584	None	5.8123938517	None	8.20155552407	15	3.03828026478	None	6.57141071226	15	7.80775838922	None	6.99431546435	None	3.54395488705	13	0.316182787795	None	2.35138173891	None	6.92132956539	21	2.07644427006	9	5.36771452961	24	7.93027236086	6	1.74228786241	4	2.03414228639	11	2.97194483109	None	5.60829257233	6	0.266811990096	13	4.90454076564	11	7.89197017144	19	7.75679900194	None	4.79866719528	None	3.53187887286
5_5_5_374.227524042	5	5	1	1	30	10	0.5	6	R1	5	G	11	S1	1	L	18	A1	20	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	23	8.32498267386	23	2.2314998611	12	7.69973028819	12	3.66143509445	None	9.99322301276	None	1.35587028259	25	2.5110459509	None	6.93620587429	None	2.05265209072	None	4.50753581755	None	8.26434788014	23	6.45943481525	None	2.83734291211	4	5.30496021135	14	5.70466749387	16	4.54022413475	None	0.0139560282521	19	1.75612884651	23	5.11982242199	8	6.8534978599	14	5.43391331708	2	1.53187857949	None	1.77920985193	None	1.95043954477	7	9.30404015097
5_5_6_374.227699041	5	5	1	1	30	10	0.5	6	R1	2	G	22	S1	14	L	25	A1	21	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	3.78129387275	15	6.89195939841	4	7.35736200291	11	7.28527712902	24	0.0836287639244	None	4.66301579596	3	1.84667498248	19	5.17237963584	19	3.10256255787	None	2.35645361546	None	5.96330350831	None	1.82888593297	None	2.9222485908	None	6.24853048836	20	2.98437045309	None	1.94391582129	12	2.64956506983	None	0.0277594444519	9	8.03735899447	5	1.8699268031	6	0.108681565784	9	9.493773318	15	2.74658092296	None	1.23055937436	None	1.31109798272
5_5_7_374.227874994	5	5	1	1	30	10	0.5	6	R1	10	G	22	S1	12	L	23	A1	17	A2	25	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	6.30254803104	19	8.02333649506	24	3.51374768626	None	9.22835457989	1	0.405596174609	2	1.4036589592	20	0.900501107857	13	7.1701516537	11	5.93963973256	None	9.23512869028	None	2.93327299738	3	0.734622670357	2	7.15633335541	None	6.70728944023	19	0.460061023709	6	3.00346523215	None	1.72826348187	None	9.46248078183	19	6.64782254282	20	9.55291895762	7	3.7998717109	None	8.34516697496	13	9.73105368423	None	6.06296455429	1	0.812867876811
5_5_8_374.22806406	5	5	1	1	30	10	0.5	6	R1	22	G	15	S1	18	L	12	A1	20	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	1.2195130203	6	9.56653826667	None	7.37938336492	None	5.64620099487	None	5.11855680339	10	8.14350756009	None	6.61191335692	None	6.93642836179	24	5.68691381688	None	4.18387689261	2	2.93906202865	9	1.77593472425	None	9.42152449501	None	1.51271933878	7	5.69158021657	19	2.64324998828	17	7.23020518127	23	0.322751090704	None	9.11799804266	9	7.01903938856	None	1.55624180477	3	1.12096683689	21	7.78209374498	25	7.59257151446	19	2.7231034979
5_5_9_374.228236914	5	5	1	1	30	10	0.5	6	R1	24	G	9	S1	4	L	21	A1	25	A2	22	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	6.2240278033	None	0.934589197112	6	7.42319749949	None	4.11339548439	19	9.2952194401	6	4.43271613488	5	5.67531372514	None	1.06598718656	None	0.231161194168	None	0.806544980005	None	2.75823105055	None	1.65144602532	14	3.70334512942	6	5.17541513894	3	5.69517114969	None	2.64166725348	1	7.75373184079	12	6.9243565186	None	5.47052561091	None	6.05905765684	None	3.92110116898	14	7.32083620399	15	9.38194586797	None	5.31204340767	None	5.70045214587
5_5_0_376.688095093	5	5	1	1	30	10	0.5	6	R1	23	G	19	S1	17	L	7	A1	9	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	16	4.46174405517	None	2.60332736779	14	8.67695180639	16	9.98781042775	None	6.38509666816	24	9.71829233488	15	0.533647186967	None	7.84399997067	None	8.49647884595	10	9.32428778784	None	5.62994044649	16	5.30632649899	None	0.395722531231	13	9.1105096818	None	8.05885261289	None	6.93953714504	None	1.09049900282	6	1.35083828806	1	8.18481039209	14	2.865005881	None	0.469256832998	None	6.74763215638	None	0.323741063088	None	4.27761267686	18	1.99308215676
5_5_1_376.688275099	5	5	1	1	30	10	0.5	6	R1	5	G	20	S1	10	L	25	A1	19	A2	11	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	3.62868045562	None	5.25800956466	None	0.108010202099	None	5.56866296612	None	4.75363064132	None	0.0737561596736	24	7.37832215432	None	7.81382569227	13	4.33955982954	14	1.20027949896	1	5.21511083319	None	7.52648814985	2	9.18469456509	13	0.0919465745891	18	4.73961882496	None	6.74796330315	None	9.42986388124	12	0.624909929201	6	6.54418610647	None	2.26634472529	None	1.45830214467	15	2.03409053297	12	8.74031323008	None	0.110829294053	None	8.0845154196
5_5_2_376.688493967	5	5	1	1	30	10	0.5	6	R1	23	G	11	S1	9	L	13	A1	22	A2	25	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	7.05180178139	None	8.6794192744	1	2.45742732994	None	8.89394632523	None	0.895132791416	None	3.48519278509	8	5.75153052663	8	1.15543981201	5	1.85013844456	12	3.92850747643	16	6.87722680775	None	7.59518264279	None	8.56011415505	14	6.18440613805	None	6.89965281407	6	2.44017083583	10	2.34769072542	None	5.25066142172	5	8.39606339156	16	8.02670172423	None	7.86678119089	14	5.01343832204	17	1.48999992307	15	7.25124142919	None	8.02740883286
5_5_3_376.688673973	5	5	1	1	30	10	0.5	6	R1	12	G	13	S1	1	L	3	A1	25	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	25	None	8.74459050799	None	4.70270518502	None	8.72750565986	None	9.97554593832	None	6.242213506	17	0.01224604203	None	3.07947283841	20	0.495079193663	21	4.95051369144	None	8.06989368777	None	6.63428200848	None	9.02130504915	23	4.42444175371	None	1.33372044098	16	8.63246016449	19	5.54607772126	None	6.63759785012	23	5.81142013729	None	6.12646632414	19	1.98225877448	None	1.4376486427	11	7.96322838377	None	2.5637915813	15	4.11026916907	None	8.43862168932
