8_9_0_10_0.3_981	8	9	1	1	30	10	0.3	6	R1	66	G	49	S1	3	L	48	A1	4	A2	20	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	None	6.68774991601	None	0.454833938	None	6.35693146826	None	9.09446094805	None	3.16768937007	65	4.8535842968	None	6.48788622595	None	4.41583890765	None	5.20864343713	None	8.64184785261	None	4.42857056118	None	2.46077424886	None	6.16622218803	None	0.397341003865	62	3.14344334375	None	2.00894399598	11	3.366541726	None	7.50728597497	None	6.76312686254	None	1.36787035444	None	9.37388215048	None	6.63135351816	None	8.25721527557	None	2.2982413486	None	0.808036928772	None	8.23326192811	6	6.0531877742	71	5.303922676	None	6.55606963269	None	2.57830521042	64	7.43982480314	None	1.1843165944	None	0.94759964853	None	6.10768659922	None	0.486775673017	None	7.46377861921	2	0.647077209619	None	0.626510237565	None	8.55873055617	None	6.37279648106	None	2.56520961898	None	7.7417895011	None	4.96697417259	50	0.0796224343781	None	9.52959609959	22	6.74583183951	27	0.840796355798	None	9.87525246151	None	1.20600120787	67	0.211078616974	24	0.542542099724	None	9.25814649357	None	9.21926012538	None	6.24974443456	None	2.38952752293	None	8.35044211633	None	9.12590745448	35	9.266463823	6	4.87543807065	27	6.75874046518	None	6.94092283296	64	4.91683689815	6	4.12215486657	None	3.78028621841	None	1.65759632574	9	3.42691670293	None	8.19026657669	None	9.68470355156	58	3.87982037466	None	7.08797147729	None	8.40027838813	None	8.65081861208
8_9_1_10_0.3_15	8	9	1	1	30	10	0.3	6	R1	58	G	62	S1	63	L	70	A1	7	A2	45	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	13	8.19202291953	None	0.377475593222	None	6.81868211325	None	2.50782739032	None	1.25659804631	None	0.0751158646563	37	6.29424196357	None	2.91483684601	59	4.35600977443	None	9.94324954626	None	7.83728354877	16	5.82167343568	None	6.67017078409	None	5.01544139998	None	9.76720897545	38	6.34504773752	None	6.64779877847	None	9.2161652862	1	0.356600215887	43	3.81151607206	None	2.57153962504	None	7.22836812081	41	6.84271749521	42	4.60594188269	None	6.79050866504	None	7.39645105132	None	1.25535090735	None	4.15673890355	None	9.07856707284	None	0.821766193088	30	1.58849294304	None	5.72418761136	None	4.45643005961	25	2.77654491554	None	7.68553034306	None	4.54669637268	11	7.51615613174	None	3.41745463908	None	7.56932672045	25	7.91008927313	None	0.316470089332	24	7.82390817552	None	0.769700250414	None	9.95558389442	None	9.26458587823	None	3.23881296074	None	6.38983157304	None	2.96988545701	37	2.00368715609	59	6.8803665749	9	1.67268203747	None	1.17875420915	11	0.0651977200597	None	3.39917089092	None	1.97716334978	None	9.06459516383	None	5.81040542006	None	4.44547007673	None	5.98518687398	68	0.276733980636	None	7.90561974601	None	1.41055273483	None	8.9544002381	3	8.13826124266	6	0.57389502144	None	2.00819470794	None	1.71992051363	None	6.10656084831	None	5.09230398838	None	2.24859917128	None	3.89743673451	None	4.16708972962
8_9_2_10_0.3_55	8	9	1	1	30	10	0.3	6	R1	43	G	11	S1	63	L	10	A1	52	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	None	8.5360191521	None	1.56127455544	None	6.18693873844	None	0.66593762274	19	0.580695492676	1	3.31311826259	None	2.7502504706	None	9.01475601781	None	6.76231916996	None	0.943773193055	None	4.99751080577	None	9.40780592666	None	1.8818942211	None	5.33696876288	16	1.02969381953	None	5.1333484809	None	2.36101616415	None	2.57624301735	56	2.24531675655	None	2.26909687405	None	3.98964189317	None	4.69880635577	None	6.03149375988	None	9.16417241348	None	0.710446669157	None	8.36328244542	None	6.69919622651	None	8.51546821718	None	4.90883882152	None	9.0450756635	None	8.74537979946	None	7.56149893829	None	7.25280643079	None	1.95355046637	None	6.51182902582	None	4.81069998172	17	8.45349934827	None	2.27214874086	None	7.58292303295	15	9.96015082435	None	0.718135600427	None	7.99290833212	None	7.59622619233	None	3.90338081621	None	6.76369157591	None	2.56481485988	18	1.63512788148	None	1.29970990079	None	9.00717607293	None	2.09913346027	None	7.93287259582	22	0.407687066171	None	5.93129818678	None	5.15347266707	None	0.724068572829	None	0.233930085638	39	8.52879584472	None	7.08092168839	None	0.782346818375	None	6.68850945331	None	7.66010873679	None	7.48489126916	None	6.24963749194	44	2.2873402852	36	6.72599443957	None	4.22110341902	35	3.33321759693	50	9.85759386339	None	8.25054094772	None	6.93806810924	None	8.98554917516	None	2.52796602588
8_9_3_10_0.3_79	8	9	1	1	30	10	0.3	6	R1	66	G	55	S1	23	L	70	A1	36	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	72	4.99879069277	19	1.35057217517	None	5.07142857212	None	1.32376032123	52	4.95014652334	None	6.82376822305	None	1.00027329145	None	5.10363123726	54	2.73575251186	None	3.8532703122	None	0.620781136877	None	9.40518894414	None	4.28102333381	67	3.57008615744	None	4.98652784439	None	6.56158746615	None	7.61345643239	65	5.65114671953	60	6.55436051758	None	5.41993339366	19	4.71600962145	None	5.88379203809	None	8.92206136035	None	9.50526140278	22	9.66651070171	68	8.29969268665	None	6.27113498017	56	0.784903525165	None	2.22501857779	None	4.85671822468	14	1.33696466547	None	2.13244677188	None	6.1091777468	None	0.320774545586	50	8.56294649552	None	4.9163664592	None	9.66625452982	60	7.58789431263	None	2.05073570473	2	3.68165695447	None	2.5392922362	63	5.44201354147	None	1.40187131521	None	3.38063963457	None	4.40049600244	64	1.42819190327	37	2.15951616057	72	5.32238981619	None	1.57580830647	None	6.35065062199	None	9.17787506518	None	6.23915177616	None	6.51391358914	None	1.01090447171	None	0.639135073523	None	6.06785250633	None	0.764630104098	None	5.83598551653	None	4.10655471232	None	3.93673594509	None	1.43554443775	None	5.44282473785	None	0.123463021656	None	3.47148826476	None	8.29642773486	None	5.99635964212	40	1.08046362027	None	1.91554131077	None	6.50303398556	None	2.21169870892	None	7.59078085545	67	4.0844581764
8_9_4_10_0.3_115	8	9	1	1	30	10	0.3	6	R1	15	G	21	S1	22	L	44	A1	18	A2	11	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	None	4.56044372689	None	9.46092897473	None	6.82948673225	None	1.4216619505	None	3.23419775582	None	4.13814174494	None	7.50765624634	None	2.97924654918	None	3.89887908546	None	0.248519744171	None	0.987987106507	None	0.538255278109	None	8.11645970372	None	1.59864751849	None	0.45746110063	None	1.94507163976	None	3.66958544518	None	3.12489163605	None	5.38506091078	None	7.44355310265	32	5.65343675587	68	1.50031543391	71	9.06844358449	None	0.930654742561	None	5.65913903631	None	4.50484740971	None	9.23937518963	None	6.37865577212	None	5.17027032745	None	5.27864603095	None	5.05008182964	19	9.57997094431	None	4.5750333813	None	5.10438014861	None	8.4111826305	45	0.149586951592	40	1.72529217223	45	1.36523386753	None	1.1269808969	None	3.79595520203	71	4.64826972911	None	2.38338937112	36	4.26369795603	None	7.80863494453	63	5.28960445091	None	6.18974049444	None	9.76432104825	None	7.25483025941	None	0.356025090451	None	2.45627166723	None	8.20935022747	None	5.18391446469	41	1.14700872341	None	3.79502232615	None	1.44681214722	25	4.9477981944	None	2.23360165944	36	2.75885825471	None	8.05512331769	None	7.47676543234	49	7.78161243438	35	0.800411124248	None	1.07397033963	None	1.71536671345	31	2.33671087251	None	8.29432792591	None	6.50165189593	None	7.39739425658	None	7.93965272253	None	8.81791862305	None	0.14459093783	45	1.59861684364
8_9_5_10_0.3_147	8	9	1	1	30	10	0.3	6	R1	1	G	52	S1	7	L	15	A1	26	A2	71	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	58	3.32870169465	None	3.70955637613	None	1.02150788767	40	6.48588898298	None	4.87037443979	None	2.07439086497	None	2.47533485466	None	5.05580376231	None	0.341851544333	63	6.7111595248	None	5.39513606055	27	6.44781233828	None	7.72599013456	67	4.03029246218	None	4.59948233039	None	6.57270312819	11	7.88256602596	None	7.4162409231	None	3.60462983835	70	8.29270878069	None	5.34082293137	None	9.77306847449	2	6.23879883972	None	1.90290616218	None	3.85069206509	42	9.40616572991	None	7.65526846372	None	5.3583675104	None	8.40116656523	32	6.20339201357	None	4.82227604749	55	4.25498941044	28	9.07856946011	45	7.73768108735	None	8.09448860451	63	5.77463169262	24	7.36717971743	17	5.81949832756	None	8.38308200742	None	8.25705425547	None	8.13274539593	None	2.35800840603	None	7.43798977161	6	3.2835703581	None	9.90460265694	None	5.79603439328	None	9.27216827222	None	7.01949300096	61	0.614235560539	None	4.65004010677	None	2.71844946448	None	2.75448628302	None	1.82162341395	None	8.40277458764	10	4.19438237228	None	5.44207130456	None	3.43219797143	21	3.84603922389	None	1.00761870141	None	4.95109482597	39	7.43322902117	None	7.31683484456	None	9.38983246362	70	4.89372341815	None	5.43117514485	None	8.86565637299	9	8.32961220698	None	7.0145441735	None	8.27969289017	None	0.763336593002	None	3.14589245993	10	0.945525662382
8_9_6_10_0.3_185	8	9	1	1	30	10	0.3	6	R1	47	G	5	S1	39	L	22	A1	11	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	56	7.83313201281	None	7.56344797262	None	0.10290904194	None	1.79162083466	None	7.64717500422	None	8.45445104707	None	2.15158880923	None	7.82552106216	None	2.90998853833	57	1.00788361513	None	1.86907490439	None	2.5318366282	13	2.60252083257	None	0.106720104274	50	8.79673239387	25	6.47376209244	None	4.36771322376	None	1.46873195788	56	2.60190635424	None	8.92366921811	25	0.823362124365	None	4.85641556795	None	4.55294594841	36	6.99436455852	None	2.16917559871	None	5.454439162	None	8.25653746678	None	4.74768610133	None	2.9353779664	27	9.95343448481	None	7.96624320598	15	8.03247098106	58	8.6870788411	None	6.11606809041	None	2.86568244058	None	3.35763808977	None	9.52841423878	None	1.59326410469	52	0.335622658986	None	0.877588123321	61	6.99320575484	None	0.384057112298	None	4.01008646172	None	6.02697913629	None	5.37947392599	None	0.830473076472	None	8.11910890135	None	4.01689376355	None	8.12829856167	65	5.17391711907	None	5.59921092993	None	9.32707753325	None	5.33565322993	34	3.50881215848	None	2.9070611214	None	5.96943497934	None	7.57183864692	None	3.98268585253	None	8.24855407282	None	8.26461347289	36	8.44601077655	None	4.80259970983	None	8.87958705984	None	0.135104084936	None	9.39273873993	None	6.16807374723	18	6.41407524434	None	4.24338471157	None	5.38055741873	51	4.80675372861	14	2.10168268134	37	4.84126670172
8_9_7_10_0.3_215	8	9	1	1	30	10	0.3	6	R1	30	G	48	S1	64	L	42	A1	67	A2	66	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	14	0.637598940611	None	8.51940529794	None	7.42463866987	None	3.41307293674	None	5.43121717694	18	8.08388757334	None	7.1301936169	None	1.92880066626	None	6.24348961878	6	5.83134104747	None	9.2782398338	None	6.6655234226	21	0.475847845248	None	4.70195456002	28	6.85826092499	None	4.64199033658	36	8.99180770387	None	3.1184300513	None	5.24853916442	None	6.27661762871	32	4.55040890076	None	8.1047169533	None	2.08361675999	68	0.138006602721	49	6.99212483943	70	9.93721543118	None	0.472261833329	None	5.79071113593	None	0.520328642527	13	8.1635463895	None	1.68754037114	None	2.99617474835	None	0.640820181856	37	2.39543548175	63	5.03240112919	None	2.33690569099	None	7.89739382701	None	6.37059388621	1	0.940150303253	27	5.00381031255	None	1.81422071455	62	1.99019687606	None	0.730290185436	32	1.57925027094	None	1.92249823344	None	1.6455595331	None	6.97600531778	None	4.32746063034	None	0.225568976376	22	2.16877809871	None	1.86923028061	None	9.86546248385	None	3.03117477335	None	8.24522950662	None	8.49940080768	15	6.70205155989	65	5.01440516075	None	9.49539773832	None	6.75915075215	None	2.14219145029	None	2.31200399392	None	1.73523530518	None	8.09424199672	None	5.43366911825	15	9.1210817318	None	0.247385269952	None	2.90247130712	None	2.26493268611	12	5.01996333345	None	8.04072402227	None	7.73655950072	2	1.31506948251
8_9_8_10_0.3_257	8	9	1	1	30	10	0.3	6	R1	4	G	59	S1	63	L	18	A1	22	A2	44	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	None	4.61627591836	None	9.16167419996	None	3.26362210324	58	5.02579587743	None	5.21631145709	None	3.35017511312	None	8.16908990011	None	1.33146973795	None	0.607512402433	None	7.98315183601	None	2.83776139249	24	4.1489000518	None	6.11758138649	None	5.93999200792	15	4.57842280245	None	3.25121211958	None	1.63968921	31	1.88336608672	66	5.72054224493	66	2.93023152828	None	1.0906465608	40	7.36335696232	None	8.54471833345	37	3.5116896499	71	4.91932262356	27	9.42249072391	None	7.01320819529	38	6.63639549536	None	4.69564294132	72	4.46324572204	None	5.02209272576	39	6.78165129247	35	8.14473170783	None	2.9376652328	None	2.46525861311	None	2.9314106902	None	5.69377611284	None	6.71462122118	None	9.28685474151	None	2.519797871	None	7.72251706364	32	1.11581287762	None	5.31461651548	None	2.54487814258	None	2.66621211056	None	5.47076106589	35	7.90532128689	None	0.218238013436	None	5.36095448886	46	7.68372643576	7	6.72561727097	19	6.97083769636	None	8.38220610917	None	1.38542425662	None	1.88763055703	26	1.36723790661	None	1.96834595972	72	8.12445137611	10	4.32683435566	None	8.00896593891	None	0.939328696039	None	9.58255352367	None	0.881398692982	None	3.59114801512	None	5.54489765245	25	1.39069636385	None	5.02544633364	None	5.67119277972	None	2.81032255052	None	4.93782074262	None	4.49354746625	65	6.52777556153
8_9_9_10_0.3_292	8	9	1	1	30	10	0.3	6	R1	54	G	51	S1	40	L	65	A1	5	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	72	None	7.83039948878	None	1.77851683331	6	7.33021702301	None	7.09367657457	36	6.05430579168	None	2.06494306849	None	4.58288371359	None	7.8970332552	37	8.38711475147	None	6.30495166388	None	2.74002698285	None	1.70764770116	25	8.69634915315	6	1.80179764136	None	1.93971462225	None	8.05443771228	None	0.381195726409	37	7.58772429393	52	5.57860900957	None	2.27309917741	None	8.98972010388	None	2.5645342335	64	7.25451270688	None	6.93498579913	None	1.03288251644	None	5.12973722045	47	3.70499814707	None	6.0789941839	None	3.6260628355	37	3.6520828533	None	7.92329644937	None	6.90455047752	42	0.695334294763	None	1.61812668899	None	5.88515980199	17	0.433930809093	15	2.73620838476	13	2.49424884227	None	5.84477393572	None	2.08542406621	3	6.99554029417	None	1.70256699163	52	9.78380068897	None	4.51870087845	None	4.58458489144	None	3.15724386478	39	7.15360346337	None	3.7664300962	None	6.41891276269	10	5.65637814833	None	7.86852360865	None	5.60530239791	None	2.00895183464	None	3.19697069549	None	8.80257075532	None	0.651207395395	None	6.3039545196	None	0.188748047141	None	3.65188049874	None	0.688517792853	None	9.43904421693	None	4.98090540861	None	0.244948194234	None	8.63459132596	None	4.14910382295	None	9.42247704538	4	7.55769967744	44	4.03366124469	27	7.13956766337	34	7.84197848752	None	1.45506385736	None	3.5404031847
