8_9_0_10_0.3_565	8	9	2	2	30	10	0.3	9	R1	33	G	31	S2	54	S1	24	R2	62	L	10	A1	47	A3	72	A2	19	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	0.730979284735	57	3.23457178389	None	4.89764344526	9	3.19612206004	56	3.50534073787	71	2.53490433352	2	8.69568776	None	6.9997530832	None	2.42907847853	67	5.7934779172	29	9.37689858154	None	5.77770658125	None	3.70083336546	None	8.85903879743	None	0.349540581668	None	2.47040445725	None	6.95015696577	None	6.25164617377	36	1.72879864843	None	3.75660494608	None	5.76326628453	26	4.33413311314	None	5.50436879999	None	9.14250046679	None	6.68489259466	None	6.6258826856	None	9.03532144642	61	7.72459932936	None	4.24217997023	None	4.86988572832	None	5.71212697805	None	1.136312474	66	1.2716303213	None	2.62621270263	None	6.71435577001	None	9.59805704809	None	6.34260477875	32	2.15528454806	60	7.23418819549	None	4.07836581013	None	3.96778608098	None	4.40118961463	None	4.52605084525	None	0.266864983738	60	7.96295435649	None	0.40035115206	None	8.63904471946	None	7.54672688143	None	2.56880107507	45	2.16487605355	63	1.13701636542	None	8.26506658716	None	2.38437401211	None	6.51390313986	None	5.55489303345	None	9.92080904105	None	2.14065213997	None	9.56230632421	None	7.8753584036	5	7.15181670829	57	1.36709196462	None	7.53640570824	None	1.91750364223	20	8.71758369246	None	5.23887867651	70	5.97831166122	29	2.21707192327	21	6.80781717018	13	0.676540296109	6	5.58390754843	None	8.53096272921	None	7.02583890847
8_9_1_10_0.3_617	8	9	2	2	30	10	0.3	9	R1	30	G	4	S2	17	S1	18	R2	62	L	69	A1	11	A3	39	A2	68	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	7.57897082681	24	5.73715860034	70	1.33900009693	None	7.07821200423	None	1.5582215036	None	1.84918029121	None	2.1484332559	None	6.38973668425	None	3.4468181908	54	6.09725114094	None	1.44514627605	46	6.49455945065	None	4.63932958231	None	4.80794960718	None	7.99201119327	None	0.501950364956	None	5.58917637098	None	4.25852103878	37	2.79609960367	None	6.35637092178	54	5.90830698699	None	9.4737228789	None	3.82970928131	66	1.86763700413	None	0.235540757212	35	1.50769600597	None	4.42888464743	72	9.73672670203	48	1.90980070047	None	8.28426529329	None	4.83971826714	None	5.49338282329	None	2.86799727929	19	5.47118652121	41	0.421872130188	None	9.06783112223	None	9.62011139619	None	2.27366047333	None	3.25299991362	None	0.340015554942	None	8.6934140887	None	7.308185856	57	4.98370932379	None	7.92386114918	None	3.52820287137	None	0.528511630226	10	8.77927383908	55	4.9567779211	20	9.1132850455	None	7.87982017494	None	8.46094527439	48	5.62630412365	None	4.64536260881	15	6.21080710386	48	0.25487110053	None	0.779466632472	57	9.75310990618	None	2.99042016574	None	6.8862030853	None	1.25815446754	None	5.90070170718	None	8.48084495167	None	0.846571894819	None	8.63315775254	42	6.43106341246	None	7.28162832159	None	6.8213937616	None	5.85752007497	None	7.50940859399	None	0.443831261065	10	4.53552330842	None	2.14818251484
8_9_2_10_0.3_670	8	9	2	2	30	10	0.3	9	R1	19	G	11	S2	68	S1	58	R2	51	L	34	A1	13	A3	71	A2	57	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	9.92952322396	None	0.0865633894524	59	2.31656728519	None	1.29387903517	None	1.59332787234	None	1.61723860065	None	8.33651211137	None	9.56386974491	31	9.57893799189	12	3.86773186122	None	6.30588482733	None	8.00065005142	None	7.45493971262	None	7.03597452874	None	0.908494931061	None	4.83185511752	None	6.15220422687	None	0.846992549641	None	9.27537222452	None	7.84882742422	None	4.87061498757	1	0.101552377634	None	9.89460537761	None	2.80124628668	None	3.67628529401	64	6.80884669072	None	1.76252650273	10	5.41451971953	None	7.443727817	None	0.0734731606934	None	7.26256278668	None	3.82905709918	None	4.5441670957	None	4.10991742093	None	9.44260599299	None	1.23310505006	None	1.00165431891	None	8.46183917982	None	2.24821009816	None	9.19094206497	None	7.73836608839	None	4.83997339479	4	5.06258732104	48	2.82144051995	None	6.36050089706	7	8.05333374082	38	9.50549942409	None	7.84852191135	16	5.932969267	None	0.329030892159	None	7.47329700117	None	8.41903064591	None	2.19725780215	None	4.56491662788	None	4.46914730967	None	1.15379020526	None	5.75568216278	None	3.41606197677	None	2.16846715475	60	9.95905597699	None	3.79920732628	None	1.49879415018	None	5.98924542309	50	0.418405982389	None	0.18440952254	None	4.43936874837	None	7.20855692179	59	6.98640647262	24	6.11854150534	None	8.95898290829	None	8.58463732729	49	3.10376460672
8_9_3_10_0.3_707	8	9	2	2	30	10	0.3	9	R1	9	G	5	S2	55	S1	57	R2	60	L	53	A1	15	A3	36	A2	35	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	4.02851381208	None	7.87914100815	None	2.29376681832	None	1.06943288123	67	9.60906012401	None	0.332369239083	None	9.05153480173	22	9.38720632124	None	7.36167356521	63	6.14723966498	None	0.824351802915	31	2.83759986983	None	0.884527837933	None	0.594764900521	None	4.43014488699	12	5.30102863184	None	9.49228580949	None	9.82860971116	None	2.00167659283	None	5.08201891607	None	0.762372322069	66	4.57719758847	None	7.9203229434	40	1.62127742455	None	3.38666342155	None	0.225206079492	72	1.98619039947	None	3.86730961157	None	6.12903145151	44	7.41635431052	None	6.19669742678	14	2.64219914646	28	1.01635801059	18	4.83956122689	17	2.52363854799	64	4.70856980238	None	4.62951384937	None	6.27400629981	None	8.61314276094	58	2.81004226155	52	4.95897917809	38	4.08324085074	None	7.4846388912	None	6.48948271145	None	9.22036228054	62	6.81669339203	None	4.05471201274	None	8.4630241504	None	4.73890823224	None	9.09762779503	None	2.38748482012	None	0.263591136252	18	0.876364456982	None	1.10306328533	41	0.626793293781	19	8.02996841712	None	8.54558948576	None	3.23020351976	None	1.73765651013	None	0.324704748507	None	6.06998713515	43	3.00893695082	None	6.70101767853	None	0.566997029818	None	9.4407133495	18	5.23244271181	None	7.42480568616	33	2.1326002014	46	7.84483452951	33	0.502054205689	None	9.60798303057	None	6.31745428763
8_9_4_10_0.3_754	8	9	2	2	30	10	0.3	9	R1	62	G	32	S2	58	S1	50	R2	22	L	37	A1	51	A3	65	A2	11	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	18	4.5454464804	7	8.24218544267	None	3.02031040851	4	1.9285608917	None	2.00127858962	None	1.64901259644	None	2.01081041688	54	2.2116738951	None	9.87373742036	None	3.71919537112	None	4.9957522288	None	0.632860831543	None	6.9321639367	None	5.78503287754	None	7.00304216662	19	4.19300478636	None	2.47509681279	41	8.53991239863	None	9.28435024224	67	8.74204762198	3	8.46365214516	None	1.87412560149	None	6.5565851211	None	4.57285936801	None	5.82555455013	44	5.89597723688	None	4.65003001205	None	4.80550115535	49	5.41454922503	None	9.83102520088	None	4.27296072224	69	5.14537136221	None	3.69606989265	None	4.68715850617	None	4.87225488497	35	3.26577580124	None	0.146381975921	None	2.20122964865	None	0.912924560823	43	0.12106328363	None	0.282908815334	None	5.9446599647	7	7.91309811176	31	3.03910947285	None	9.63459135211	None	8.73117187453	None	0.810467368388	None	8.87459566703	None	8.585225671	None	7.31762903785	None	8.71156980586	None	8.57527193941	None	0.387905917333	None	1.94107422644	None	1.60876837776	None	7.81444091777	None	0.988392284848	None	6.70912352778	None	2.68600483339	None	1.24292399278	26	1.51320574274	None	0.644871715155	None	9.31748717034	None	6.96099249964	None	5.67298279098	None	3.6060548948	None	2.61978010693	None	1.55016376949	None	4.23035788269	None	6.32734046583	None	0.326758446947	None	1.15278530377
8_9_5_10_0.3_791	8	9	2	2	30	10	0.3	9	R1	35	G	13	S2	3	S1	59	R2	18	L	71	A1	72	A3	70	A2	23	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	3.86507674446	None	8.98623846166	None	7.91762331482	None	5.10707465724	None	0.581868263924	22	6.77152651192	25	9.39081120797	9	5.86690326743	47	8.51390271706	None	0.378048074206	38	3.66267537541	None	1.28492051437	None	2.29821649259	None	2.28254755711	None	2.21682896504	None	2.75625225716	2	1.11142521861	None	7.90819922057	None	3.32651959208	None	1.17364811647	None	8.91506582177	5	8.28746450083	4	0.92844337411	12	3.52734242224	None	1.6183328935	None	1.97601491758	None	6.49090964696	None	5.70557457483	None	2.33980189026	None	6.14372562948	None	7.52337653883	None	7.76802296208	30	4.95008680189	6	6.13855443544	None	9.35435787983	None	7.97069080117	None	9.52896413158	48	8.1872725239	None	2.34060553119	None	5.09407116084	None	9.54556222891	None	1.75989348486	30	7.42318161114	None	8.2414043499	None	9.51771512489	None	7.89344595507	None	4.50050590732	54	4.28224814356	None	6.39557408434	24	3.93488885153	None	8.43517550866	55	1.7476943218	None	1.17348832255	None	5.84370973194	None	8.12775872138	None	7.4504162129	None	8.23663429186	None	6.97467421245	None	0.868525872241	None	5.43489370748	60	3.71408989541	None	3.94125331973	52	2.91457849831	None	3.3151864003	66	7.69040808063	None	3.19042935653	45	7.5085171379	None	3.34767809752	None	1.45691921631	None	5.13122167469	None	6.72742964028	None	2.55025261066
8_9_6_10_0.3_834	8	9	2	2	30	10	0.3	9	R1	38	G	64	S2	39	S1	27	R2	9	L	62	A1	56	A3	3	A2	57	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	9.25684535363	None	9.81784322944	15	8.61754613541	None	4.99667007736	None	0.980541734593	None	5.89492012755	None	2.20915298729	None	8.08720532829	None	8.60619138452	None	7.11283258988	16	4.25567284066	None	5.56785999706	24	6.69591335894	None	3.68431235049	None	7.98800873433	43	6.84259086617	None	6.08254592314	None	4.80342269635	None	1.41738256014	None	1.22643833951	None	4.67050184798	None	3.00621251216	None	8.13322369348	None	7.95931105757	None	5.57580843628	None	8.31551438253	None	9.096757551	None	8.58152533685	None	9.75843650134	None	8.22630539946	None	4.0453536511	None	7.52712447785	48	9.25399108568	None	9.59383756784	None	6.30479117179	None	6.85413145181	None	3.17093655462	None	8.38802961306	12	3.91613121303	None	5.30967127818	61	8.35439641709	18	6.94952041295	10	9.05404964266	None	9.33668164956	None	8.02228520196	None	9.52221821818	None	0.990847846121	None	9.26422536556	None	9.4380464934	None	1.85665214103	46	8.32006209673	5	9.80051058063	None	5.64097004278	None	9.93420402738	None	3.18227829843	None	0.995151921695	None	3.04200208272	None	9.64745274109	46	1.46888224776	None	8.40834324779	15	0.704882036344	None	7.92161396288	None	1.96116790392	None	2.43761096446	4	9.36847086907	None	1.52336045139	13	9.49272878511	None	8.52050185657	None	0.703523859641	21	0.383395875552	None	3.02131474394	35	9.68867748766
8_9_7_10_0.3_877	8	9	2	2	30	10	0.3	9	R1	11	G	42	S2	67	S1	49	R2	32	L	57	A1	64	A3	25	A2	35	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	40	7.82723492668	None	9.31089039321	None	6.48263642699	None	0.146757928658	None	7.19514574193	None	9.03808788448	20	4.92557175542	None	3.19665474875	5	7.47062033495	None	0.194715125242	None	1.87166860306	None	4.24609241298	None	5.14870731493	None	7.68463241324	None	5.0289693583	19	0.533227004984	None	7.03800754609	None	5.37038230971	None	5.98816617838	9	4.10724976672	21	5.12643375003	None	4.30366741144	None	1.86206758927	17	4.679071891	65	4.04984533926	None	3.94334589128	None	5.64888279249	None	9.12275636716	None	4.94402105697	None	5.81538674576	70	8.88761229019	21	8.82799750145	None	8.24173666978	None	0.945252843956	None	9.96719883353	None	3.84963869232	None	0.192057777554	None	9.03335391967	None	3.04515484566	None	8.56072729411	None	9.31641898726	None	7.30310262637	30	7.75688871178	48	9.82706167499	44	6.36352241443	None	8.41858231743	None	3.18934542744	None	6.33166154673	14	1.65915052302	None	3.23838421034	5	1.59506003089	None	2.34002255425	None	7.47164212906	None	5.35460023261	None	5.70214759655	None	0.319723149974	None	2.96833065604	None	3.59711931031	None	9.53192085952	None	8.57352342728	34	5.33133973532	7	3.07026752095	47	4.17450672388	None	9.97508964821	46	7.79202899038	None	1.14509386773	None	7.15444964315	None	3.8339489317	None	8.68488091277	None	9.28457696452	72	6.81060963636	None	6.10451333355
8_9_8_10_0.3_921	8	9	2	2	30	10	0.3	9	R1	20	G	63	S2	21	S1	22	R2	52	L	4	A1	33	A3	61	A2	51	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	6.09166532379	69	5.36537512678	None	9.62503758395	None	7.9059483702	None	1.66432074935	None	0.713561498718	None	2.70410013555	None	3.81247007439	None	0.998707657753	None	3.70665191284	None	9.67374197659	None	7.25589502137	None	1.6229023828	25	2.7609572555	None	4.61909669984	None	5.55971667217	2	0.697527310602	None	5.6790068408	None	6.40319225328	None	1.1930140111	18	4.09405419619	14	3.80995638496	None	7.18697206987	None	5.46739432348	None	3.20703619918	40	4.34184082068	None	3.56250519268	None	3.3178273022	69	4.7248743807	None	0.978342499853	None	8.25904688334	None	3.19088393353	41	4.62005806557	None	4.05547004692	None	3.67713239389	None	4.18478003761	35	3.07221464091	None	5.95357913358	None	0.473709577549	None	9.2983472557	None	4.33667885944	None	7.2370063092	67	2.78254221381	None	3.58780861502	6	9.14843336058	None	1.33088694092	8	0.183241033658	10	3.64456055227	None	6.52348651702	None	1.8536389466	None	6.90745239134	None	8.49847107224	None	9.32441922118	None	5.84539303528	None	3.11031083804	None	3.88395902957	37	8.54154414092	None	0.137679481363	None	5.29698507663	None	6.21035302255	45	3.13627675997	None	9.3085553659	None	6.68330211343	None	0.628526894836	None	7.45085312282	56	9.35360412913	None	4.46865438588	None	4.35761930285	None	8.34124088028	31	7.60440171802	None	2.92612086379	None	1.08240381295
8_9_9_10_0.3_958	8	9	2	2	30	10	0.3	9	R1	2	G	14	S2	71	S1	62	R2	25	L	49	A1	56	A3	63	A2	65	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	72	None	2.71827001765	40	3.19303753019	None	4.60988036965	None	3.17038494619	None	3.84592648598	None	6.39796752412	None	9.07868791445	None	2.80443637834	None	3.19483204164	6	8.23467809832	22	6.3624541297	None	3.43427758611	27	4.99545317918	None	5.99675336926	8	9.96773723641	68	6.05321694102	None	3.1884026072	None	0.644375777271	28	0.92009787905	None	7.74199978087	27	2.3980784532	69	6.11873121329	None	0.582497782684	None	3.65890467528	None	1.23975803116	None	7.2487605866	5	6.22917594933	None	5.84823407686	None	1.53478694626	None	7.25213083976	None	8.10213061961	None	1.76574650267	None	9.00705545017	None	6.05842579191	67	2.68884063776	None	2.5879859332	None	2.33736945942	None	7.89760748018	61	7.0176194781	None	9.80199626038	None	0.018062037553	17	0.147300200948	None	2.65458518549	None	2.10931620055	None	5.78177868659	59	2.98575970036	None	5.01596898244	None	7.54385929299	39	2.81380549549	51	0.389586219499	None	9.78255849723	None	9.82633312416	None	9.48636756766	None	2.81825254816	None	2.2936508711	None	1.64573924143	19	8.00599118926	39	9.38479023868	None	8.72098580247	None	3.63954620156	None	2.68987654202	8	2.48330349706	None	5.19118813821	None	1.70328063286	29	5.0650286679	39	9.98030431586	None	2.18047593479	None	0.181474095088	None	5.78036768957	None	9.45621060987	53	4.57701644794	None	4.12757247049
