4_5_0_10_0.3_555	4	5	2	2	30	10	0.3	9	R1	15	G	1	S2	8	S1	18	R2	9	L	5	A1	7	A3	11	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	14	3.25729059029	None	7.38659927513	20	8.42812352156	13	6.46410227813	19	0.0855644880853	None	6.44367176681	None	1.74828961979	None	4.59755263118	20	0.924278933832	None	4.91843728259	None	1.73566262344	None	5.26584839578	4	9.72487917994	None	1.83357890394	None	0.0672509731014	4	0.986321141402	None	8.5265488659	None	4.47629551011	None	8.7281957166	None	8.11732988173
4_5_1_10_0.3_570	4	5	2	2	30	10	0.3	9	R1	11	G	10	S2	7	S1	6	R2	14	L	13	A1	19	A3	9	A2	1	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	None	9.92444906613	None	4.84307301548	None	7.79286561808	None	9.63034113295	16	6.46901112024	3	9.28771189298	None	3.6546105088	None	4.66644460895	None	8.57127774037	None	9.02350550106	4	3.53948431936	None	7.39280727605	None	0.458944660269	None	4.21087968035	None	3.48248025918	18	0.82161298176	None	9.20043001288	None	9.59233991381	None	5.4945591536	None	8.72863046164
4_5_2_10_0.3_581	4	5	2	2	30	10	0.3	9	R1	13	G	11	S2	16	S1	3	R2	12	L	2	A1	18	A3	5	A2	4	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	None	3.11877413501	None	8.80865472003	None	2.53064815797	9	2.26832363355	None	6.82680126975	None	5.1466262014	None	7.53040857969	None	7.59939317094	None	1.00163691741	10	4.08244635444	None	2.30057235333	None	1.7492808003	None	9.25396473163	None	0.171905280202	None	0.910409380488	None	6.28647475579	15	4.10740935052	None	4.13937639473	None	4.88317025168	None	3.59822561073
4_5_3_10_0.3_592	4	5	2	2	30	10	0.3	9	R1	9	G	14	S2	7	S1	16	R2	15	L	10	A1	2	A3	17	A2	3	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	8	9.60879866999	None	4.45981708039	5	4.84817496847	None	5.18163992548	None	9.5510761255	None	7.49225342444	None	7.88364378884	None	1.83614783602	8	3.73535465741	1	3.9580703791	4	0.56763665262	None	4.40654606615	None	7.26267732426	None	6.82350470925	None	4.28939111505	None	2.91632537996	None	9.08985528919	8	1.67428822111	18	3.35501474287	None	2.52907649614
4_5_4_10_0.3_605	4	5	2	2	30	10	0.3	9	R1	18	G	14	S2	16	S1	9	R2	6	L	5	A1	2	A3	19	A2	7	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	11	7.57865863065	None	6.64349970093	None	7.05423593829	None	3.36648616016	None	7.95565226944	15	5.47782857872	None	1.8564720429	None	7.97056026199	None	7.83822913166	None	2.56420343996	1	0.0542030133558	None	9.9875104023	None	2.65865913547	11	5.00884295387	None	0.806541460172	None	2.94070756765	1	1.42470773672	1	7.29077500197	None	2.58431684219	None	1.12193912786
4_5_5_10_0.3_618	4	5	2	2	30	10	0.3	9	R1	13	G	20	S2	19	S1	18	R2	12	L	15	A1	14	A3	8	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	10	2.26538356774	10	5.03171384482	10	8.10455412272	None	9.97196717566	16	8.0215851181	None	5.77220577074	None	1.30547551355	None	4.98471708744	None	0.72647846458	1	7.53589884068	None	7.73193026186	16	7.41708223374	None	1.43673731108	None	5.43698357183	None	7.25007938157	None	0.311428802821	None	4.6964479871	None	5.74108551949	None	3.02739894684	None	2.70430133466
4_5_6_10_0.3_631	4	5	2	2	30	10	0.3	9	R1	20	G	1	S2	6	S1	17	R2	18	L	8	A1	4	A3	14	A2	2	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	None	2.95236740479	10	8.11376538717	5	1.09309508782	None	4.35467304721	15	0.652768280358	9	0.949602120648	None	3.87620930847	None	3.29699811791	None	9.37060616957	11	7.38333084131	None	2.91165075557	None	8.40080410194	None	9.85363269517	None	7.60002138694	None	4.33274980206	None	0.368260326375	None	2.16315171486	12	5.48856715551	12	5.60286854747	None	6.54889371478
4_5_7_10_0.3_644	4	5	2	2	30	10	0.3	9	R1	17	G	7	S2	18	S1	11	R2	14	L	3	A1	16	A3	12	A2	20	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	None	9.55145939513	2	6.84959972306	None	7.65373456905	None	5.78540311453	2	5.83075903786	2	1.87220109887	None	8.66276348516	None	9.1325277875	None	4.05688964558	None	6.73040073113	None	1.95733465788	2	8.89779433702	None	9.05399714746	9	0.871968024076	9	7.67669165721	None	1.22898149566	15	8.62776175729	None	9.1850194819	None	7.96419578703	19	9.32774232874
4_5_8_10_0.3_658	4	5	2	2	30	10	0.3	9	R1	11	G	18	S2	12	S1	1	R2	13	L	7	A1	6	A3	16	A2	14	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	None	3.13815634192	3	1.72835603703	None	5.68218262964	None	7.07952310817	None	3.60303312189	None	5.12224712874	None	3.30199929247	None	7.88991146357	2	1.12970476497	None	5.78492297918	None	6.6730656174	None	8.6252888879	19	6.70243200675	None	3.97033479452	8	6.87916797597	19	6.59185859488	None	0.786126720777	17	1.00170756498	None	2.71085592756	None	5.66620959336
4_5_9_10_0.3_671	4	5	2	2	30	10	0.3	9	R1	7	G	12	S2	15	S1	3	R2	19	L	18	A1	9	A3	13	A2	10	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	20	14	8.48202163254	None	5.80238967568	None	5.23050980149	None	0.879024621004	None	8.49714158067	2	0.885886051498	20	4.35549997963	None	8.27837751536	None	8.60317136617	None	6.81640253378	None	5.69453152167	None	1.70791965759	None	3.93003986275	None	1.21360116112	None	4.79783485139	None	5.20057115002	None	2.01166408875	4	1.8646907933	None	4.61786896429	None	0.0385099775237
