6_7_0_10_0.3_549	6	7	1	1	30	10	0.3	6	R1	18	G	8	S1	10	L	32	A1	25	A2	26	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	None	2.93312878354	20	1.4929924335	38	4.53453821111	None	3.40049264998	None	7.0747982306	None	5.69063180431	None	8.63134622226	None	5.80017423316	None	9.95696057294	27	3.79759560244	None	9.13178247178	None	3.97156418332	None	4.81838481368	None	0.432406511972	None	0.0270108179449	None	8.0263558828	None	7.36876205762	22	7.74597137992	None	9.32292981979	None	8.88043148279	None	1.70450591515	None	0.0675032787987	None	0.740490536854	22	6.47763616535	None	1.5263867983	None	0.313744486624	None	2.42779749579	None	3.03465174184	None	2.22266984871	None	4.85387365642	9	7.61611755453	None	9.71018946925	None	6.89362634214	None	5.01413468821	1	3.76462593003	7	6.55044456583	24	2.68896038155	None	1.96804397885	None	3.7083920056	30	5.42326110197	None	4.99047603144	1	4.05234711325
6_7_1_10_0.3_571	6	7	1	1	30	10	0.3	6	R1	35	G	20	S1	24	L	12	A1	31	A2	7	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	None	0.341421423513	None	6.32062676405	None	3.78911434108	None	4.69544607156	None	0.805137657403	None	9.58117716113	37	4.93181930552	None	0.608400889153	None	9.03699764603	None	9.92753368941	None	7.62566428326	None	4.58127005922	32	9.07543643484	38	8.33084746543	None	0.604560615389	None	6.13681547451	None	1.21105459563	16	1.4260055879	None	0.58284320161	None	2.11490908671	None	7.59333206455	None	3.1903332176	8	6.54868108005	None	9.26356353552	39	3.06789314024	None	7.14272706349	None	5.76402527716	3	7.40286161394	None	5.99566546502	None	6.20329570258	21	4.7009740883	None	2.57938120329	11	7.69013445299	None	4.42519302297	13	2.83926834113	36	7.07413231785	5	7.75439747395	None	9.69769714917	None	0.655923381254	None	7.64331014322	None	7.57097430261	None	0.950644643568
6_7_2_10_0.3_591	6	7	1	1	30	10	0.3	6	R1	6	G	24	S1	37	L	10	A1	19	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	None	9.07381417776	11	0.0252985570595	None	6.03201079636	None	1.03603237318	None	4.07941665502	31	1.25504716111	32	5.26726826098	None	4.90936425799	None	6.12890161185	4	0.928338114723	None	6.59352976194	None	5.47605792072	None	0.650352122796	None	7.06335565205	27	3.46858931964	40	4.97152368765	None	7.06099690746	None	3.61966493007	None	2.52119361857	None	6.03440501663	14	3.09492757554	None	0.975374161714	None	3.83418592497	None	5.03579173346	28	7.65394229539	None	1.64250184792	None	6.93178885644	None	5.25984398319	33	0.758206475746	7	2.74523953991	36	1.20543027186	None	7.60562623002	None	5.61037191604	21	6.23713638275	15	3.14470853307	None	8.51668176343	None	2.81363388471	None	9.82972001886	33	8.68003556654	None	3.11002422476	None	4.45829542281	31	1.80654631653
6_7_3_10_0.3_613	6	7	1	1	30	10	0.3	6	R1	9	G	26	S1	2	L	3	A1	38	A2	17	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	32	1.24410624972	39	1.90511614038	None	9.74396669797	None	2.22133148414	None	8.89070574242	None	9.34855607805	None	5.0623654267	None	2.31492487719	None	8.56935116692	None	7.83323572606	None	8.53915958444	None	1.96736431967	None	4.15621084708	None	5.28054460293	None	2.51243420019	21	2.76893136349	40	0.903258334546	None	8.03590962611	None	5.36845774628	None	2.57459752	None	1.69708634963	24	6.96036268081	None	4.971034064	None	3.74098906548	None	9.23073124836	None	3.96345588618	None	7.93543290073	4	9.10863573484	14	7.16690832971	None	7.5521834823	31	3.53087945548	None	0.677819193318	None	5.09735666483	None	4.18418547293	None	5.46478857065	12	9.83416657945	None	8.29944750119	34	7.55968807623	None	7.05059171294	16	2.46648645768	None	3.2638831627	None	2.33853799049
6_7_4_10_0.3_631	6	7	1	1	30	10	0.3	6	R1	37	G	40	S1	32	L	31	A1	8	A2	38	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	12	9.7664066338	25	2.21856410725	None	5.00481719914	17	4.58373479444	None	8.68889097791	None	0.547565558018	23	4.09911359019	34	4.05411635101	None	9.07234684554	1	6.87585355845	None	8.13842262118	None	7.25503677009	None	5.23641510521	None	1.14120082693	None	6.2536532689	None	8.57725368424	None	7.52204998042	None	6.39957845562	None	8.63022378803	None	9.45007854385	None	8.3926685708	None	1.06823388948	None	6.78263591902	1	8.93716744778	None	0.317976650775	None	2.70671438735	21	5.99779026294	6	0.67558611273	None	5.19203308721	None	4.34706912301	None	7.91795411651	None	7.50176811563	None	9.04816876784	7	5.46862915497	None	8.02543973211	None	3.11834960531	39	5.18660364199	None	8.95175424537	None	8.3592238548	None	2.82608706543	None	6.08336308783	None	9.8719201263
6_7_5_10_0.3_651	6	7	1	1	30	10	0.3	6	R1	14	G	24	S1	7	L	21	A1	6	A2	30	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	25	1.25640112908	None	7.82540717228	None	2.74755022747	29	1.71243396126	None	7.56376732554	None	1.71028203798	16	5.17252353408	None	9.52346140887	None	5.22573730599	None	6.45765741298	None	9.68489463323	None	5.4056681915	None	7.08760443727	36	4.33961580407	16	1.40963610021	None	6.710152743	31	5.32664331771	None	8.48803324615	None	5.88480504249	39	1.64831329121	None	0.838918905247	None	5.65618996243	2	2.45606325866	None	4.31896772594	None	9.9348856991	None	4.7575108903	None	8.54239710815	33	7.34528879322	17	8.96426603566	None	1.36769183512	18	9.82110670859	41	4.87442341926	12	4.1010189351	None	5.81657207371	None	3.09996264677	None	3.92917813578	None	2.56743238856	None	8.10560019602	None	8.94960102919	None	4.62938713766	None	8.7360811087	None	9.71965288476
6_7_6_10_0.3_671	6	7	1	1	30	10	0.3	6	R1	10	G	35	S1	5	L	31	A1	21	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	None	4.33137588575	None	8.80030347451	None	6.35685330532	15	0.221169893387	33	0.931980805894	20	3.3832454636	None	8.87246897663	None	8.57555556404	1	5.03830001508	None	3.05331806921	None	4.34691987331	None	3.88300965743	40	1.17109965892	None	6.41945200699	None	6.55513548149	None	2.56822399951	23	1.2954878955	None	2.97568255758	None	6.83885044039	None	7.71871327216	None	4.14615409443	None	0.552404938231	None	3.73824831095	19	3.76386180652	None	2.60548751529	None	5.83282102269	None	1.06434318289	None	7.66893765816	None	1.19033036076	None	7.6562791462	None	7.44230115886	1	0.939403062112	None	2.67731762279	None	1.15183812245	38	2.09425036984	None	5.24644521883	26	6.48386903032	None	3.13846551837	None	2.23831566005	None	0.630409204951	None	0.282178779772	None	8.41937983188
6_7_7_10_0.3_696	6	7	1	1	30	10	0.3	6	R1	20	G	16	S1	25	L	13	A1	35	A2	7	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	None	8.10719196397	None	7.37527218645	None	5.57816951057	30	7.24215058983	None	6.56682149508	None	1.30401706842	None	3.29748662943	None	4.75701501334	None	0.223940844848	None	2.49349363127	23	1.77691435577	None	9.02156113688	None	0.556540922334	None	1.77522886767	39	4.37007461418	19	2.01745111274	29	7.87562039231	None	1.00373731449	None	4.72461838509	None	4.43333446162	2	4.17501428811	11	7.88057654342	None	0.597725970688	None	9.07976093143	9	3.51893276143	11	4.05939749905	None	1.69519300152	39	1.06699470579	32	5.72593391338	1	9.53388327586	None	1.01147335892	None	1.51533423092	None	6.96932874296	None	3.48004028775	39	8.94829772732	None	5.47866803528	None	1.48084114372	None	9.36896129758	19	7.64169391571	None	3.41206786204	None	9.15372374623	None	4.20289544275
6_7_8_10_0.3_716	6	7	1	1	30	10	0.3	6	R1	18	G	36	S1	31	L	40	A1	2	A2	24	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	26	4.62527452974	35	8.18272499898	None	7.34377445882	None	0.954487036736	None	0.691439672667	41	2.88357002324	8	4.82575301578	None	4.56115422641	32	0.813648572954	None	6.09322492381	17	1.18268532555	20	5.12255873067	None	8.59019170371	26	8.49884619996	None	0.634154024439	None	5.85615959653	17	1.63808572066	None	7.25975464334	1	4.5174180262	None	3.35644629101	None	0.918210938184	39	6.67014650395	None	5.64622981615	None	4.97691768637	None	7.40439748899	None	7.20098523406	None	0.0836735281309	None	5.40173821177	None	9.33659490427	None	7.82175358278	None	8.48344505752	9	8.27693139828	None	8.05796954822	None	6.37152845247	None	8.36204733755	None	9.73854462071	None	0.0277878623347	None	9.05778089016	None	7.78091101664	27	2.0614067654	None	0.751681826613	None	7.6585081323
6_7_9_10_0.3_738	6	7	1	1	30	10	0.3	6	R1	5	G	9	S1	32	L	38	A1	42	A2	11	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	42	None	4.46507586269	28	8.46833401916	None	4.06836425854	None	0.148961800712	34	2.8408420836	None	5.29991341886	30	2.32232639246	None	7.08948449529	None	0.400861629879	None	9.62524009236	26	5.9023779967	None	2.50964743246	None	2.07442587395	None	3.38916519982	None	4.42684931807	None	2.21266289334	None	0.958363597398	None	0.722164607655	35	2.17721619501	None	9.00143276306	None	7.04496592104	None	4.54859132095	None	1.49157018433	2	2.06093492356	31	5.12271440058	26	2.92881204707	None	3.45476685902	None	9.09681169282	26	8.54575749448	None	8.84914517812	21	3.41865644712	None	0.600329224605	None	8.48833717502	None	3.21280493403	None	0.704390267374	None	8.11703581056	None	6.38069883317	None	7.34788207453	None	0.60207643441	None	0.991106065031	None	3.13234526094	None	5.29423503454
