7_7_0_10_0.3_31	7	7	1	1	30	10	0.3	6	R1	34	G	46	S1	44	L	21	A1	1	A2	29	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	2.31457353006	None	8.05046716951	27	8.42341174355	None	7.33021510385	None	1.42776088921	None	3.58040850146	None	6.06481852575	None	9.68601174698	15	5.76948996732	None	2.39986125477	None	5.41007499138	None	5.91366485768	None	4.71081313763	7	4.15355348817	41	1.21617366581	17	0.552557551804	36	2.28583716448	None	2.31161721462	38	9.67119415246	19	4.31024329876	None	9.17303102534	None	6.95767761914	16	8.36683908376	None	9.24531249162	None	8.04854092097	None	2.1374169145	11	6.90431244378	None	2.35992645971	None	3.23378052893	40	2.05915813426	33	8.5780304142	16	5.62500184561	None	6.82859568509	33	8.52042148981	None	8.77359505693	None	3.30003452335	None	0.428333136045	None	5.32647232028	None	4.79192522464	None	4.50274794456	None	9.57344245428	None	9.31804874661	None	0.222218219534	None	9.5882827191	None	9.52755333931	10	0.419979316063	None	6.00296353766	None	9.79458754361	None	8.01728865246
7_7_1_10_0.3_60	7	7	1	1	30	10	0.3	6	R1	35	G	28	S1	11	L	1	A1	34	A2	10	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	5.14710053773	46	4.28408084594	None	2.28753389774	27	2.46353667439	None	0.906823024175	None	1.92101051695	None	5.90862072224	None	8.11612988041	19	7.22459634861	None	8.91577663337	13	9.46523101636	21	6.15144736608	None	6.51769451272	None	8.61008891059	None	7.30833595811	8	5.49783289101	None	2.05230538124	None	8.867555567	None	8.30119377987	43	1.38850776716	2	5.66982488708	None	3.04310391719	None	3.2184301873	None	8.00508297743	None	5.33236462282	None	2.35811203791	None	7.99676651979	None	0.140112019619	None	2.2079800774	None	4.57790684928	32	5.5799709853	None	6.20288369008	None	1.7009206479	None	2.67922777011	None	2.00046748051	None	5.40049465199	None	5.13637586284	21	5.68001747292	None	1.68205310015	None	3.6617331333	None	6.6240334521	None	4.91187528326	24	2.12980449981	13	0.644422421648	None	8.65917539908	None	3.4943523551	38	7.88754071743	14	9.07422275838	None	4.63677481113
7_7_2_10_0.3_82	7	7	1	1	30	10	0.3	6	R1	36	G	35	S1	17	L	5	A1	11	A2	7	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	6.09280325584	16	4.2454828623	None	1.44213905341	None	5.68988807098	23	1.86647038217	None	0.194181775885	None	2.68023140429	None	4.86200262639	None	7.24732575613	3	7.33101426884	None	8.6822906968	22	8.17216319661	None	2.01671621681	None	4.00645948991	None	5.8430720269	21	0.00688351400229	None	7.48867652167	None	7.55071329463	34	6.75426880613	29	8.04498635832	None	0.0836235252719	None	0.00185971201785	None	2.85689524422	None	4.47424201748	None	8.88206061972	None	3.64702203055	37	0.399075428689	None	3.31116830992	None	6.67985298884	None	8.79807406512	None	8.67993726013	None	7.38690796266	None	0.188809988473	22	3.17611961458	None	4.44150085664	34	5.97933752085	49	4.25480847992	None	4.07975464048	19	9.81520164119	22	8.67483596686	None	5.29836129511	None	7.14825299888	None	9.98974501721	None	3.51319017709	None	8.52034258608	None	2.69061064543	None	4.17341696056	None	4.73709683212	None	8.47711427358
7_7_3_10_0.3_103	7	7	1	1	30	10	0.3	6	R1	21	G	25	S1	23	L	34	A1	38	A2	27	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	6.83392732086	None	6.18267650312	12	9.91484402231	13	6.94933960078	32	5.10673324855	5	2.75233910933	None	9.58966222351	None	9.47988530947	36	5.0717025769	30	4.15550970092	None	6.49646329047	None	5.88583178167	None	4.02228671318	None	3.08668222037	8	6.15846522229	None	7.63932173822	None	8.07038991036	None	4.64128310622	None	0.133243834232	None	1.90177430321	6	2.62302712014	None	5.58002558279	40	9.3523518777	None	8.87169958357	20	5.20745158214	None	2.19590971381	None	4.76825725471	None	6.55271674174	None	5.99975896596	None	8.75607631439	None	7.99858656278	None	3.9741191936	11	3.56848269078	None	5.14670701058	None	4.62156733122	None	4.04889046968	None	8.2583030142	None	1.90645104699	None	0.783500280321	48	6.50037895452	8	1.72309394768	None	5.91655188403	None	2.60660252994	None	9.0769972309	None	4.59590863163	None	3.59250792944	None	2.47717905963	None	4.93110672635	None	2.15447146578
7_7_4_10_0.3_134	7	7	1	1	30	10	0.3	6	R1	30	G	43	S1	4	L	48	A1	35	A2	29	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	7.28160700657	None	8.22322108382	None	5.95940853027	None	6.66548560181	8	2.79412538013	None	8.71589223815	None	7.60979254373	None	5.00527237007	6	5.02682031478	None	0.54773712593	36	3.67420243273	None	5.76488546775	10	8.0878947205	None	8.09250761102	None	4.79655588954	None	1.18882685156	5	5.62238124663	28	0.747359825176	None	0.168275623359	None	1.14773212562	5	7.10761098483	16	0.744473543986	None	0.363584095048	18	4.20913387801	None	2.17315188784	None	4.93337304966	None	6.19240930365	None	7.38123077522	None	8.95634658336	None	0.440152667449	None	6.69431292537	None	1.06754448548	44	3.81936149411	20	8.72292538662	None	5.30344209974	None	1.55717353382	25	9.4688721425	None	0.261835844257	None	8.50819319498	15	3.73737823012	None	3.19538067366	31	9.74932298679	None	8.04717606545	49	8.83544199823	40	5.8009728369	None	2.15725047355	6	5.56737684248	39	1.83020985319	3	9.30439435441
7_7_5_10_0.3_162	7	7	1	1	30	10	0.3	6	R1	26	G	6	S1	8	L	4	A1	25	A2	49	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	3.46566538824	13	5.05893353243	45	1.24916703837	None	2.54972412996	None	6.46309656205	None	3.12718347183	None	1.33688946434	None	5.99252221653	None	3.03675037913	None	4.75914127749	None	2.78452336847	None	3.2444927303	15	2.44263245554	None	4.63651855995	None	2.03397057898	39	2.82613022393	None	2.05742318185	16	8.02653621115	None	8.72288790423	None	5.61058934336	None	6.23733019756	None	4.04199690937	None	3.6234838284	None	1.175008837	None	2.14483042862	None	9.32197299687	None	9.81075581723	None	3.30417841034	47	8.51492893623	None	4.73394186004	None	7.37207577684	17	2.68113485274	2	7.15704668447	20	5.36464156376	None	9.28594526678	None	2.72697869112	None	7.99826754444	None	1.47590213217	None	0.08186867738	None	7.30669650365	None	5.72145299071	34	6.09841360361	None	8.70259624526	None	0.550105901862	None	0.137824338563	None	8.02762121848	39	3.55967264001	None	9.21595044069	27	1.07826645788
7_7_6_10_0.3_181	7	7	1	1	30	10	0.3	6	R1	2	G	48	S1	1	L	47	A1	16	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	37	5.51510254318	None	8.60875559436	None	1.8562532893	None	2.63598651922	None	4.00962802936	9	2.06460061916	24	6.97841999276	37	6.4742724706	21	4.21484649984	24	2.41804362674	33	1.41608330492	None	4.14935504159	22	6.63263183993	None	5.37063432107	None	0.801590581097	21	5.79132480629	41	9.10670671489	None	5.16323963613	None	9.09800628863	15	0.837673476214	11	8.97225885841	26	7.05889021723	None	5.93758547489	None	3.00262108023	14	4.23880637503	None	8.60836767447	35	2.33826974735	3	0.680962891166	25	7.39999257496	19	5.96516372507	None	8.27712627238	34	6.41879844161	37	1.38334831119	25	7.692405678	None	6.53327905066	15	6.58287138935	4	4.47911475073	31	4.85809303337	14	4.85246292349	None	4.69560817729	14	9.71873580379	None	4.67960878838	None	5.86037343704	24	8.29539990871	37	2.04078885083	None	2.1201257627	None	6.79049519763	None	9.81880196573	None	8.97591070139
7_7_7_10_0.3_214	7	7	1	1	30	10	0.3	6	R1	3	G	29	S1	19	L	31	A1	37	A2	21	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	3.84014407508	34	8.61725081542	41	5.88266600773	None	0.427898472155	None	4.78870541862	None	9.34139227053	28	0.487102979675	None	7.37148683346	18	8.15766638315	30	2.30314029568	None	0.344244809212	None	0.312301466896	16	2.21834128296	None	3.6637524135	None	0.781211586371	26	1.93252896182	46	6.61954624079	10	8.11869460273	11	3.45858021069	None	5.32204294547	None	8.53172340453	None	5.69115693617	None	0.124892090138	8	0.437445416881	None	8.51661818602	None	2.775244147	None	6.11674780288	5	5.46602139529	48	4.55205687263	11	4.10685244787	34	8.14249044723	None	6.43426364343	None	5.69865257861	None	4.5285417871	13	3.34865969774	None	3.67222907828	None	8.29993827488	None	6.05987503148	None	7.53372782945	14	8.95309886013	None	4.38485001563	None	9.65503079748	44	8.61739295706	35	7.14097391624	None	2.74206604232	10	5.87414593727	22	0.836282373678	None	8.31819261466	14	3.19320266699
7_7_8_10_0.3_241	7	7	1	1	30	10	0.3	6	R1	3	G	39	S1	22	L	27	A1	36	A2	47	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	4.70473210925	None	5.26114303519	None	7.70005278588	None	3.64543856471	None	8.20136758018	8	9.46965644237	None	4.4509682965	None	0.756394052308	None	7.52826058006	None	5.67558840836	None	6.76216578963	None	5.59209926858	None	4.3343395999	None	8.47749797591	None	1.74633232556	None	9.54930671007	None	0.0521068965168	46	0.136840811603	None	3.41160543858	None	0.318650998608	21	4.09041655467	None	4.35662148537	None	3.29979961526	46	3.12499267187	None	3.10772310838	None	6.76922137428	16	8.27227462034	None	4.43746786508	None	9.06756605604	46	6.96074585527	12	7.36275350989	17	3.10774229572	24	2.7606934919	25	0.123643408132	21	1.12348426141	2	3.67005844367	None	1.48604047984	37	7.56294421308	None	4.25887457572	None	3.80762185674	None	6.6619412739	None	2.07974163802	11	6.93395624997	None	7.47809550909	None	6.46271315887	None	1.29793447019	None	7.75644996252	26	9.99680163576	None	4.38313059515
7_7_9_10_0.3_264	7	7	1	1	30	10	0.3	6	R1	27	G	9	S1	38	L	47	A1	21	A2	42	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	49	None	7.22828196303	29	7.45326573331	34	1.28176905977	19	1.67697084486	18	0.81060857648	None	5.19586260745	None	5.85769870679	None	4.24944092323	25	9.70006396485	None	5.47373789325	None	4.88414397959	None	5.50444298336	None	4.65223022515	39	8.67724084824	19	0.979953292082	None	6.5047540502	None	3.57573909007	None	1.54568550959	36	2.96977280813	None	6.3947864515	14	4.84512324234	None	6.91462756073	None	1.09737757308	None	0.168331134398	None	4.90035632613	None	2.19208792759	46	3.56485235319	None	1.85194066038	11	4.03866226881	None	8.59583333753	None	6.48654870208	None	8.6549898492	None	2.93090794316	26	0.825379411128	None	4.39489210193	None	3.32362486833	None	6.57562671632	None	7.14150211384	None	9.6097682024	8	9.80918759868	None	7.39814401941	None	1.43229809582	None	4.10936492322	None	2.16011998845	None	6.79403000169	None	7.89613168549	None	4.40866490506	None	2.37604666945	17	9.8022967338
