6_6_0_10_0.3_396	6	6	1	1	30	10	0.3	6	R1	6	G	10	S1	25	L	29	A1	32	A2	17	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	4.7963579418	None	1.12209165314	None	2.64548099605	24	4.82842453728	16	1.95116755279	4	5.46904689025	None	1.53161439282	3	9.60531675431	None	9.99633478401	19	4.04412967587	27	5.43752829028	None	7.65971411835	None	6.84557217358	None	5.53708233371	None	7.27308249212	18	2.60894712468	16	9.78677965375	5	1.69502988471	None	7.26564831042	None	1.68895933218	None	8.22339961316	None	4.34061671599	36	9.53769142071	18	9.83069240279	None	1.32719759844	None	4.29157993495	None	2.91046210383	20	6.84800544551	None	0.443707021932	None	4.46089469397	None	0.182673008593	None	3.60241039881	None	4.35535225445	35	6.44351249368	None	1.00202755294	None	8.43113757379
6_6_1_10_0.3_419	6	6	1	1	30	10	0.3	6	R1	30	G	16	S1	2	L	17	A1	27	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	9.98088824466	None	6.12013347257	26	5.00027484684	None	6.51088604128	None	9.20429032373	3	2.12436782868	None	8.19757289972	None	3.04168597917	None	3.27127172046	None	0.740327674969	13	3.40337032506	None	9.76900586515	20	0.920944999692	None	7.1612795759	None	2.79790772951	None	4.32089214902	None	8.61937802608	25	2.94516001365	None	2.66287897312	None	6.48662647406	6	5.73820077581	36	0.734007629976	None	7.22150364105	None	2.55579257818	19	9.73097723488	26	9.28462253123	None	9.63682945674	None	4.81186424165	None	5.34318399704	34	1.48706808823	None	8.96555997851	12	6.45816132753	None	3.23060409356	None	7.13111363668	24	5.33586834273	3	5.22233254035
6_6_2_10_0.3_439	6	6	1	1	30	10	0.3	6	R1	24	G	36	S1	15	L	6	A1	30	A2	32	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	2	4.94356153794	None	8.9743123511	14	4.03276288951	5	2.21086099937	None	0.910131452765	None	4.27565739926	None	1.01486167476	None	2.70022613742	None	2.91276176787	None	5.73185639081	None	6.89236853495	None	0.728855353964	None	0.238769540399	None	2.88277797664	None	2.49273824072	None	2.81779285863	None	3.81128313767	None	0.571715914897	None	8.38609940324	None	1.44201256751	33	0.428311354061	26	8.55115777947	None	0.732223458271	None	1.64528922146	None	6.42694998426	31	3.3493610938	None	1.3496201269	None	8.05698196948	None	5.38339926994	None	3.79688509939	None	6.49307834886	19	9.06144175856	28	0.750535667903	None	8.49168972487	35	0.256999350684	None	6.73054000892
6_6_3_10_0.3_457	6	6	1	1	30	10	0.3	6	R1	34	G	28	S1	16	L	31	A1	1	A2	23	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	5.98364666357	None	8.51987899728	None	2.67185474201	None	8.61087801677	None	6.75076134138	None	1.39209102365	None	3.06147415185	36	6.5923191655	None	5.2354856871	None	8.38064681564	None	0.294581279825	None	5.82319461805	None	7.91547312395	None	1.87283479686	None	0.34306321506	3	0.352149579752	None	0.828222889749	None	4.22641085404	13	1.90380848476	14	9.49235086381	30	0.43466395223	None	4.03797238166	7	5.86177534854	None	3.10730091702	None	7.9535021809	36	7.06292041905	None	6.7348373515	None	3.07140172465	None	3.11621820903	None	2.17495002882	15	9.08766055653	None	1.10396249512	None	9.43788214647	None	1.87816726748	None	6.03234957112	36	7.48440635633
6_6_4_10_0.3_473	6	6	1	1	30	10	0.3	6	R1	6	G	10	S1	34	L	33	A1	26	A2	30	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	31	3.44998863185	None	7.27002449701	7	3.77171850219	9	0.265071674747	20	5.05644552556	None	2.55882500083	None	2.19917883056	35	5.12673674679	14	6.40695048946	None	6.99692449542	None	8.59078624312	None	4.56039736808	None	5.8081358906	None	6.66010716115	None	9.51498788153	9	6.6697764925	None	6.72337833562	None	9.42808359608	35	0.081441838605	None	3.27828065694	None	7.96309128532	None	8.10628439937	None	9.57689752592	14	0.988258348179	9	9.15597946566	24	5.09248745186	18	8.18303588562	None	0.576282896566	None	0.704370337051	None	6.17061219608	None	7.8129833608	25	1.86640395299	None	4.02123135913	None	6.77512615236	None	5.96397057089	3	4.20025500119
6_6_5_10_0.3_493	6	6	1	1	30	10	0.3	6	R1	12	G	4	S1	7	L	5	A1	33	A2	24	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	2.12045435664	None	5.4460001144	None	8.41028233839	None	1.51737892537	6	3.84851783609	None	5.61005991648	None	3.64095120118	None	9.91255357494	None	8.06882183811	None	6.87552795179	28	9.12447912942	None	1.02613812424	None	7.42253580737	None	4.86724935158	32	5.99232637407	8	8.25969645455	None	8.60801783168	22	3.79645192731	None	5.32837338327	None	8.00218385978	None	6.17603018525	None	0.04451143068	21	8.59540120104	21	7.32709574132	None	1.37226138619	None	0.295438680465	None	8.85469586825	None	1.53587570021	21	9.92941278897	None	6.26584188516	None	1.55754579572	None	9.40364071406	21	8.11049869597	16	7.42521891367	36	7.8841651023	None	3.34562864547
6_6_6_10_0.3_519	6	6	1	1	30	10	0.3	6	R1	26	G	12	S1	22	L	30	A1	27	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	9.62026450839	None	4.57280916143	18	9.94037586574	None	5.21745749259	36	8.6448119508	None	3.36288810131	7	8.49043631921	None	5.28704023453	None	4.72720089736	None	2.29460800897	None	2.83526219288	15	2.39895168708	None	4.13301700175	None	9.84798562974	None	6.80237145752	35	2.40415109023	None	2.90486862857	None	3.60169663108	None	3.0336020351	None	4.56950692629	None	7.20832612425	2	7.01154021559	21	6.0106979964	None	1.79228044909	None	3.80406320348	None	4.32512086154	None	5.8941949136	None	2.73924965561	None	5.0408196993	None	5.99660960539	None	0.813013966745	None	6.43393979761	None	4.9223972048	3	8.50624941925	None	2.81454362776	34	8.30303278372
6_6_7_10_0.3_536	6	6	1	1	30	10	0.3	6	R1	34	G	17	S1	8	L	9	A1	10	A2	11	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	6.09100257656	None	5.042776478	27	5.68710693668	None	9.002994452	3	9.49469495999	4	3.30392646	None	0.261839547988	13	4.06547731155	None	1.96488831326	None	1.45817313473	5	9.7277236064	None	0.997706122475	7	5.88040220097	None	9.72121528811	None	4.77943750079	None	1.80509943858	None	4.50920819899	None	9.5633717487	None	5.01833502694	None	7.30294194074	None	5.34867747983	None	4.42544797358	16	7.33411035105	None	9.91142192167	16	2.96409434871	None	9.93488783413	14	0.6076941137	None	3.90942884035	None	2.38940567684	None	2.60569351895	13	2.16281832382	None	3.3091833211	35	0.239002222548	None	3.96494287247	29	0.646037115095	None	8.38167615377
6_6_8_10_0.3_556	6	6	1	1	30	10	0.3	6	R1	7	G	31	S1	14	L	8	A1	1	A2	36	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	None	7.42199975459	None	9.32155952345	29	2.2053516717	None	4.0798902355	2	0.912847036967	None	8.87716513497	None	9.48039573692	None	5.12528045202	None	8.36192122907	13	2.79071848188	None	3.86505268171	32	6.36669709108	None	2.76710331532	33	9.75018569973	None	3.73630637477	None	1.60152161399	27	9.45783404898	None	4.58339018375	17	1.30566256527	35	8.45011641641	None	1.92916199255	None	7.44108268913	5	4.94171040468	34	2.48076187446	None	2.78470744917	None	1.14739137719	None	9.968249629	None	4.53673789363	None	0.78692682063	None	3.80710839368	None	2.09134906207	None	6.83594195584	22	5.42692913811	None	1.22924819293	None	2.23716920677	None	0.627281656418
6_6_9_10_0.3_574	6	6	1	1	30	10	0.3	6	R1	31	G	9	S1	10	L	11	A1	2	A2	29	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	36	27	3.30948044596	None	0.112202685726	7	5.62027002875	None	1.40758991504	None	9.14977887624	None	7.82125986063	None	7.63020224994	35	6.80442570879	33	1.57237005407	None	1.11294997474	None	9.05392291537	None	2.79334798743	1	0.535036237828	3	6.01634196578	None	9.96521122466	None	4.05848925287	None	9.64349373518	36	3.19575992485	None	0.121135979681	None	2.83862483031	None	9.11427200808	None	4.76230072555	16	6.62996836774	34	4.12126330573	None	0.61782970681	None	1.58858810755	None	9.32240143377	1	8.35703861405	None	8.16281859214	None	0.813597940503	24	5.472176604	None	0.0144656809454	None	6.15214558478	None	3.44305005372	None	2.53853229567	None	9.7501471994
