8_8_0_10_0.3_18	8	8	1	1	30	10	0.3	6	R1	48	G	44	S1	53	L	31	A1	51	A2	58	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	60	0.687172743069	None	6.49665853283	None	7.6035418208	25	7.34778173343	None	7.27679624909	None	8.183343654	None	2.54036906956	None	6.77258077041	None	8.89479524706	None	6.68340909256	None	5.51166660014	None	0.578648439287	None	0.437905922994	None	9.3533305107	54	6.94940257141	None	0.413930739281	None	7.60730075911	54	8.1190551004	28	4.70403415069	54	3.41371272049	43	7.52829886604	3	1.80212161517	None	6.12730479948	None	4.03201710644	None	1.61360032239	None	9.6189860738	None	8.68918412782	None	9.95160283639	None	3.87898903278	None	6.69116973708	None	1.65950810302	None	8.79630323019	None	4.76515744707	None	6.63402790836	None	8.45044431149	None	4.93354621829	None	7.95042080395	None	5.10814549706	None	8.91622082382	45	7.52723853008	None	2.34786433596	59	7.99450477481	None	8.56272365056	None	0.52837520375	None	6.634357511	None	1.06846910021	46	5.2707067487	None	7.33797419133	36	7.10360152904	9	0.897142558788	None	5.72415860398	None	6.59345103566	34	7.33420065755	None	6.56039007226	None	6.17655358935	7	4.66884887578	62	9.74752364356	None	1.9185118135	None	9.59026364912	None	5.58052848221	None	7.81927816959	63	4.79046140577	None	5.917715331	None	0.875504730795
8_8_1_10_0.3_55	8	8	1	1	30	10	0.3	6	R1	58	G	31	S1	24	L	50	A1	47	A2	59	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	2.52868885269	None	8.62772464021	None	2.07160826507	None	1.25856239717	33	7.24887347786	None	5.45550106459	39	9.53771846642	None	2.48895671305	None	5.64834393858	None	0.190831421516	57	7.17726551846	37	2.34604594148	None	3.22871011397	None	7.61315867627	None	2.36765633146	None	7.49007976069	None	9.65078376152	None	4.88259256618	None	1.40214856522	21	6.85108650028	None	9.90208795703	None	9.68985206187	None	3.4006534819	None	1.89661571408	None	2.70523731671	28	8.43688870195	None	7.57380166515	None	9.69829859883	None	9.96785938738	None	9.04878320317	7	3.49755599673	None	0.798667463567	None	8.8990243661	9	4.81918054671	23	5.59752524773	29	8.80786245456	18	1.13449346933	48	7.19098127958	None	3.40401169246	None	7.56382066112	None	4.60997043841	45	5.76064631283	None	6.98735380027	None	3.68323951164	None	2.91409551131	None	8.04075079632	None	9.18789297733	None	1.98931994475	13	7.92348029374	43	8.32293473194	54	6.50270806659	None	4.891565119	None	7.2606886142	28	5.41257447807	36	4.27968146819	None	8.46975675506	None	2.28702475059	None	6.71780491859	None	7.48407724826	None	9.8027165111	None	5.73026065225	20	0.0071623060545	None	8.76757814661	None	9.63569023365
8_8_2_10_0.3_91	8	8	1	1	30	10	0.3	6	R1	54	G	46	S1	52	L	37	A1	59	A2	17	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	8.20580405102	None	4.1509482154	None	8.86131886386	9	8.6165987421	None	0.951906627056	None	3.51599391205	41	8.0251915913	None	5.1247142065	11	1.41683142566	53	9.11407738189	31	2.09321117368	None	0.620871643249	None	4.33664238887	11	4.93258563086	None	7.75287291175	33	8.78063124389	49	5.31398746105	6	9.40581570458	None	3.55126073932	23	5.0325264996	None	3.64465047085	None	8.18963735016	None	3.39721270387	None	2.28405208356	None	4.4718030462	None	6.19984807797	None	0.909598711023	None	9.16919540197	None	8.36163089683	16	3.83614401515	None	7.01062070786	None	3.49072448865	None	7.39401492746	None	4.55729149539	None	6.07714087263	None	6.28219224106	None	9.7476386501	64	9.51435108076	None	3.70329149593	None	3.94229662724	None	4.62490446732	16	6.91873961422	None	8.81798503438	None	1.13229614785	None	8.92305641076	26	8.96561663187	57	3.94788620897	None	2.48641761791	None	6.34501877597	None	5.26690142615	None	7.1927851578	58	8.32884020463	None	0.621241543295	None	0.482024938847	None	7.07147394575	None	2.97255788991	None	5.20874437663	43	9.52124265334	18	3.30765387154	None	8.65752854669	None	6.17485921186	34	5.76040403575	None	8.22284839358	56	7.77678158856
8_8_3_10_0.3_127	8	8	1	1	30	10	0.3	6	R1	61	G	46	S1	18	L	34	A1	63	A2	62	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	19	1.51594366491	None	8.7838365365	None	7.05752394664	None	0.330598900498	None	1.34486092196	None	7.44313849002	None	2.65968087423	55	4.27660920431	56	1.20080997372	None	1.33148943283	None	8.86933890466	None	2.29171676057	8	8.23521783585	58	6.73634694471	40	0.424001079834	None	4.43184567505	None	9.77216490831	None	3.37151565756	None	6.11732115286	None	7.99483953246	None	9.41185363084	None	9.30808640814	None	5.30986817334	None	0.860282350166	39	6.44717541869	57	8.6436576543	51	3.4730480667	None	5.1819323612	None	3.9827857118	None	3.90107412185	None	9.50929320219	None	7.66242789538	11	6.31393385643	None	3.02005116825	None	2.94367269927	None	4.26705829137	None	7.7941532812	32	0.696737124447	60	4.04949777942	31	7.4146633389	None	7.92987241141	None	6.49427286514	17	3.41189048378	None	9.45180982236	None	7.5354870679	36	5.21698003895	None	8.12126580324	None	8.42463177865	None	9.05002664477	None	6.98325424995	None	2.87485805548	None	7.82062418922	14	6.12974175331	None	0.190612521103	None	1.43739383145	None	0.566256004626	None	1.07437102918	None	8.95633713752	None	8.92987583823	None	6.23850785403	None	9.51341634443	None	0.373924739477	53	8.59592714757	None	4.40409998021
8_8_4_10_0.3_161	8	8	1	1	30	10	0.3	6	R1	29	G	50	S1	10	L	48	A1	20	A2	64	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	6.59657678849	None	1.73878263691	None	6.62289450893	None	7.88199558044	None	0.0954491758484	None	5.95540330697	None	2.30121302276	None	6.43544129472	None	0.158577893043	57	8.90240059094	None	0.114215449959	4	7.01756305571	None	1.0338571432	None	2.56522772869	None	6.84775060141	None	3.17763176399	None	3.82300182135	None	3.66450687897	7	4.39294839276	None	0.277760543121	None	2.66819310746	None	7.53724395727	33	5.02860875658	None	7.60425466593	None	0.265460659671	None	7.52107140319	None	1.0596190465	None	3.33009399174	None	0.91845663055	None	7.91403930143	None	8.2423203309	41	3.63173239359	None	4.08025087424	None	0.351591623266	None	4.15427294531	11	3.42276407007	None	0.0676390188229	None	1.27259722064	None	6.25020698715	None	5.7206357825	None	3.62505727734	None	5.90363425575	None	8.18846004992	25	8.35384045194	51	3.12287272158	51	8.37649546896	None	8.64553049823	None	3.87779084702	None	0.498407475576	None	7.27034550714	11	8.9765137686	None	6.17784624149	None	1.74243569339	None	7.01827073721	None	6.35296000202	None	9.50308269671	None	0.0446240717331	47	0.791843173658	62	2.82192958231	60	5.65514106607	None	2.73647980796	None	8.16847379107	None	4.31552660784	34	6.66900947243
8_8_5_10_0.3_189	8	8	1	1	30	10	0.3	6	R1	50	G	49	S1	30	L	59	A1	11	A2	51	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	20	3.78164389266	None	1.63924282752	39	1.74349767806	None	3.58742604081	None	6.81697370892	None	3.08599739183	18	3.92695100631	None	6.53837480993	None	8.30751108872	10	7.4155691735	None	8.62590055289	2	6.18177371894	45	3.6882747439	None	4.59788383824	None	7.78356579681	20	1.62237717362	None	4.52802628179	10	7.48917934315	None	5.09868474079	None	7.67263583211	None	0.903735822279	33	3.35952139843	61	5.0416973321	4	0.917120441543	1	2.01794255441	38	5.99392526894	17	5.65305334461	16	9.16621685674	None	6.92454236545	None	1.36620022038	37	2.47432812663	None	7.72258630486	34	7.53657555956	34	7.57418710293	None	8.69400285456	None	2.7524534917	None	6.97125151115	None	6.09916538239	None	9.4165764236	None	2.45227159106	None	5.28394357425	46	3.94626752048	None	1.12227085258	None	6.00377284243	None	4.10869060087	None	3.27844746542	9	4.82746275311	None	4.05548681791	24	9.26478433454	None	5.91013096096	None	8.05312249675	26	5.4640690706	None	9.29278895453	None	5.18350082251	None	1.62687184539	None	2.41534833742	17	2.13297301553	41	2.9789370823	None	0.021375498861	47	4.80161936227	None	4.94152029779	None	2.18022570966	1	5.12269020249	None	3.34677329631
8_8_6_10_0.3_231	8	8	1	1	30	10	0.3	6	R1	56	G	25	S1	6	L	26	A1	10	A2	60	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	6.42719035431	None	3.77388639709	None	6.61988349469	None	4.75304221693	None	5.06425857106	34	5.75540713649	None	9.69423720056	48	4.36972124759	None	1.76656446303	52	2.65887791443	None	5.12669425558	None	4.45329923065	57	3.0813983923	None	8.9109249384	None	2.77328480355	None	9.38695193266	None	5.11996700431	None	4.80410363794	None	6.83225580764	None	6.96202311345	21	4.69300351521	None	9.19477738035	None	8.1282881554	None	2.73963237705	None	2.92957307968	None	3.82040922126	None	2.86899078344	46	5.37898647564	None	9.36287330109	23	2.88890937491	None	0.780125619219	None	6.94598418253	None	8.7510769144	None	2.56337708122	None	8.91876668106	18	1.61483195902	None	5.00736179133	None	6.1692073079	None	1.42661246431	None	1.19583755641	None	4.94901410011	None	4.9857463776	None	8.05075016033	None	0.397292599283	33	4.55284082222	None	1.03890223264	None	8.72450219581	None	2.46004403112	None	6.37200788268	14	1.49800882915	None	3.28633282216	None	5.73496641895	16	5.89075316249	None	9.89770397389	None	0.310785457614	None	2.30241115067	None	8.4845308049	None	5.06424036884	47	2.20500765713	40	5.39196610015	None	7.18127581631	None	8.13379296234	None	4.64342304707	None	6.88951376813
8_8_7_10_0.3_264	8	8	1	1	30	10	0.3	6	R1	19	G	15	S1	55	L	49	A1	6	A2	36	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	9.93442652982	None	4.44662677248	None	4.22548411029	None	8.59917248309	None	6.19620503374	4	5.53151071606	None	9.13624254733	None	5.02859347428	None	5.43424108374	2	9.0071206004	None	5.09249581162	None	4.96843534532	5	7.20760053147	None	9.55706679882	44	4.10081940169	61	0.658613664608	None	8.64650439665	None	8.75304228953	56	0.952831041301	33	5.66747256402	None	5.56595151779	25	4.24892619746	None	8.47107751442	None	4.92484613373	None	7.42299364136	39	4.88379649627	None	8.35414582555	None	0.243325862476	None	2.64304279495	None	5.45306498206	51	4.53347608268	None	4.74686333026	None	3.08251880416	22	9.35152672111	None	5.46146868036	None	5.58467084108	34	5.35757800388	None	3.46815097116	None	4.79418805926	61	4.15669919609	None	4.85029850286	None	8.18536772479	None	1.97386804736	None	9.90906287262	None	3.91355329305	None	2.70303286436	None	4.50758335481	None	6.11154762978	14	9.31489678056	12	1.23676878982	None	7.23170855718	22	6.29376321273	None	2.37466256806	None	7.6072482957	None	0.507682040768	46	0.438588627739	None	9.93807272858	None	6.77265565801	25	7.55672431235	7	4.57834368426	None	9.58273005759	None	5.78239890455	None	6.89151247706	None	9.30992829001
8_8_8_10_0.3_295	8	8	1	1	30	10	0.3	6	R1	33	G	39	S1	17	L	46	A1	51	A2	59	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	4.69145657282	None	4.43453508352	None	0.0794982780249	None	5.17362759466	20	1.06786064289	None	0.973747348502	None	1.63075860823	None	3.23782136386	None	5.51253488973	16	9.28490578796	None	1.07952340795	None	1.06935706611	None	9.04544522055	None	4.61574982565	None	8.86483169798	None	6.89421400015	None	0.812074179768	None	0.850893702701	None	5.55193483467	None	2.66928285782	None	0.356311678823	None	3.35529596388	16	8.35710805728	None	2.5581339235	10	7.38836967246	53	8.2265770092	None	5.12981327226	None	6.55761764189	11	7.17627356153	None	3.14551023199	None	7.34082113409	None	7.48878699466	None	0.591648466494	35	3.31006019556	None	7.9283171237	None	7.70863825151	None	5.21669615093	None	2.12645180033	42	5.0078152926	None	1.09895862249	None	9.99605556723	None	4.11703918773	None	8.44156737344	30	7.75352077437	10	3.53495729686	None	1.17419989722	None	2.80889005019	None	4.31026871323	None	7.57874709896	24	5.56957765131	None	6.44081607151	None	5.59479581664	10	8.82550391855	None	4.94848190332	36	9.59329018542	13	3.9446950755	None	5.56799524854	None	0.70224311172	None	3.91078738221	56	5.29035922157	6	3.24451727897	None	5.21596050251	None	7.35950547887	None	8.97032473267
8_8_9_10_0.3_327	8	8	1	1	30	10	0.3	6	R1	22	G	29	S1	25	L	53	A1	16	A2	63	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	64	None	2.6355567511	None	5.66462282027	None	0.796431155181	10	8.35897538588	None	9.31014322198	35	4.91467119354	59	0.429085463275	46	2.31316467916	None	8.43278872801	None	3.04463688282	None	3.51644359085	58	5.98111648757	None	3.50092263679	None	9.21816272215	None	4.30712799283	None	6.02377033095	21	1.87604725057	None	6.72758047696	None	3.47050475799	None	3.49700173965	28	2.42564489485	None	4.58774235685	45	2.49521398753	None	5.1342705891	61	3.31952288399	32	2.3483892077	None	5.22987131139	14	7.96512198684	None	6.61274596385	6	2.01062284975	None	0.371361353809	None	5.48639975749	None	5.50878055478	None	1.72109652652	None	8.91171336366	None	2.44971504932	10	6.40551627312	8	4.06660814265	None	0.42403819378	None	0.578614645751	None	2.40543475381	None	2.22445670989	None	7.72237977728	21	4.34601501623	19	8.00953121952	34	5.690676757	33	0.104020881896	56	9.57760807813	44	1.57069109632	None	5.56421286522	None	2.38989655994	None	3.20539859965	None	4.22356867368	None	8.70237161543	None	8.63630196007	None	3.71374387342	None	9.22345506532	None	6.02890584516	62	5.53691923382	None	7.14525442046	None	8.51793762655	None	9.39742949648	None	8.61162963979	None	5.65050675304
