4_5_0_10_0.3_12	4	5	1	1	30	10	0.3	6	R1	19	G	11	S1	18	L	4	A1	5	A2	16	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	15	1.81097717509	None	9.91838132185	None	9.29138985773	None	1.2873421432	None	1.6369444948	None	3.84718245898	None	7.5205473286	None	7.94842303935	2	0.814351117463	None	2.78267064389	7	2.46201556052	20	8.13756628953	None	2.12297192959	None	1.6652556619	None	3.55440282879	13	2.35420837982	None	9.68802244078	None	2.93888144029	13	1.25094191566	8	6.83120265522
4_5_1_10_0.3_26	4	5	1	1	30	10	0.3	6	R1	5	G	14	S1	12	L	8	A1	18	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	11	0.813072814259	4	1.72457943576	None	7.80859701522	None	5.27608598544	None	9.87991357674	None	5.93569228138	10	5.34823089949	None	2.24583319063	None	7.49752667593	None	8.86607156348	None	0.622460371222	None	4.46969349529	None	7.31780911409	None	0.111874535986	None	9.20872788087	17	2.61253327929	None	8.26084481394	None	4.24623740824	None	8.51283275694	7	5.05777083805
4_5_2_10_0.3_38	4	5	1	1	30	10	0.3	6	R1	15	G	20	S1	19	L	13	A1	9	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	10	6.76297923412	None	4.86060505215	17	3.87682299304	7	6.28087780861	None	5.54448833282	None	2.41713633261	None	1.29296505089	None	2.14366681983	None	8.72704555119	None	0.439154243345	11	2.25613383254	None	2.00015631599	11	4.26466360753	None	6.68727859236	None	9.12619350562	None	5.80695370739	3	4.18690795037	None	3.66652617459	3	5.24591832225	None	4.02235915832
4_5_3_10_0.3_50	4	5	1	1	30	10	0.3	6	R1	16	G	17	S1	19	L	7	A1	6	A2	1	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	3.56417695095	None	5.97794387728	None	3.39781608441	None	2.27702935885	5	3.44796193518	9	7.93457197923	3	1.12842557212	3	9.81878063628	None	4.00551205923	None	0.806052302902	None	4.76933180357	10	3.13562221486	15	6.68660854769	None	1.35362856142	None	2.56998265593	None	1.1862971198	None	7.64180933494	None	8.28423722078	None	1.17602794048	None	3.09750386025
4_5_4_10_0.3_62	4	5	1	1	30	10	0.3	6	R1	10	G	14	S1	7	L	3	A1	11	A2	20	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	1.82781802052	15	7.00959596899	2	8.77149207742	None	6.14916715628	12	2.22971576499	None	7.82106508318	17	2.13268113958	None	8.00669141643	None	4.02848353353	None	9.05688140159	15	0.999309304438	15	0.178892711064	None	5.37626440908	None	4.59085356262	13	9.432344324	6	9.02522271566	9	5.85021946939	None	5.36497101777	None	1.90327580021	17	9.07535225599
4_5_5_10_0.3_86	4	5	1	1	30	10	0.3	6	R1	17	G	9	S1	12	L	18	A1	15	A2	5	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	13	7.12416220009	None	4.37225927545	4	5.8105714017	20	4.32939244809	None	9.81642704164	None	7.04398983851	None	4.64364070647	10	6.5569048144	10	5.2672745042	None	8.81463455863	None	0.743407245528	7	1.47103339337	7	9.57554583491	None	8.65420034545	None	8.09289243299	4	1.81891185209	2	8.88216410709	None	7.82165717117	1	1.57783964024	None	3.31974227976
4_5_6_10_0.3_100	4	5	1	1	30	10	0.3	6	R1	17	G	4	S1	15	L	13	A1	5	A2	19	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	1.82040280027	6	2.92021450816	None	4.4482044835	None	7.4546405536	None	3.51835254934	None	3.19070664606	20	9.22269946235	14	8.65933537297	None	5.47427774247	7	8.41229775829	None	4.4042138945	None	7.93221551177	None	5.19921428834	None	1.51183075829	None	5.80287892728	None	7.09528000869	None	7.61389949162	16	7.45657790669	None	3.37574228472	None	8.13481536224
4_5_7_10_0.3_112	4	5	1	1	30	10	0.3	6	R1	19	G	3	S1	10	L	17	A1	5	A2	13	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	2.70816630384	12	5.57038773085	1	7.31795593474	None	7.76398294034	14	5.98520486901	6	7.94365002368	None	0.881850677893	9	3.0550134439	None	8.23046628902	None	7.40627167356	None	7.47757940604	4	5.1880603056	None	6.41354283318	None	8.7011135231	16	3.14247109184	None	3.73214132546	None	3.56303087266	None	3.75267135814	None	7.14314454167	None	5.93465716768
4_5_8_10_0.3_138	4	5	1	1	30	10	0.3	6	R1	5	G	6	S1	20	L	10	A1	1	A2	15	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	8.93405410381	None	2.83992225843	11	5.23401145449	None	5.57637324609	None	6.22677775917	None	4.46594049005	8	6.48013618761	3	5.58362789353	7	7.96171069204	None	8.64365028174	None	6.0442882646	None	5.40707949053	None	2.50714392321	2	7.40243134813	None	5.57199673057	None	4.95731750138	None	2.08709913854	8	8.40878956327	None	1.602212535	7	6.05088262326
4_5_9_10_0.3_149	4	5	1	1	30	10	0.3	6	R1	17	G	7	S1	2	L	6	A1	4	A2	10	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	4.31698346225	None	1.94291506929	None	6.95230502689	None	8.14582590942	None	6.31170946591	None	8.99730292145	None	0.141371291416	1	4.04018979821	20	0.0681366831062	5	3.9986855906	None	2.11988253084	None	7.2166707296	None	5.52373985763	20	5.03593434478	None	2.99933558918	None	4.33577987268	None	6.9604710009	19	4.65205802195	5	5.9118332621	15	1.9600364662
4_5_10_10_0.3_160	4	5	1	1	30	10	0.3	6	R1	8	G	13	S1	12	L	6	A1	3	A2	7	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	17	7.79235563767	None	0.215344371253	None	6.77643840135	None	9.45339320129	None	5.12565011171	None	1.49297441684	None	0.740738287098	1	4.27162592964	19	0.0883845246965	None	4.71924213003	None	2.32603812344	None	7.13755763413	None	9.50514849144	None	1.02241449213	None	8.4472015189	None	9.88049317104	20	4.39994840706	None	8.83842633721	None	9.82990325836	None	9.91103696753
4_5_11_10_0.3_169	4	5	1	1	30	10	0.3	6	R1	18	G	11	S1	7	L	13	A1	9	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	2.73091130304	None	1.4209909017	None	1.73423368508	None	0.41230481605	None	6.12354983074	None	8.43480475504	None	7.34515163229	None	3.84532017897	None	6.55637798506	None	2.96448872582	3	4.55494445606	None	1.55424882536	None	4.40957875716	None	8.4180317712	None	1.9362109908	20	8.02446555347	None	8.8513306665	None	1.41435890989	None	6.51203318287	None	7.59753978476
4_5_12_10_0.3_177	4	5	1	1	30	10	0.3	6	R1	4	G	1	S1	15	L	3	A1	19	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	9.9248432967	9	6.39072371634	8	9.93925785499	10	7.84324285769	None	6.05765040797	None	6.671977118	None	6.46249752061	None	5.50854447793	None	6.15123307554	None	6.76246349733	None	0.530567179674	13	2.50977450883	None	5.20922658133	6	8.84650158138	6	6.69916165294	2	9.23487647359	13	8.34908734236	None	1.03102456082	None	8.96491977728	None	1.66691048181
4_5_13_10_0.3_189	4	5	1	1	30	10	0.3	6	R1	20	G	17	S1	13	L	6	A1	9	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	20	None	9.5711870551	None	8.22739910536	None	0.0394920042866	None	7.75572173777	None	9.972036573	None	6.96756484735	None	0.513833412254	None	4.97879974839	None	0.972579965799	None	1.17746318702	15	5.77940058762	None	0.792776905647	None	0.255042957946	None	9.12641558648	10	4.00824814264	None	2.62507565838	1	2.27090747329	None	5.53795549737	19	5.31055347858	10	6.12935250297
