5_5_0_10_0.3_834	5	5	2	2	30	10	0.3	9	R1	19	G	18	S2	13	S1	16	R2	17	L	21	A1	2	A3	22	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	2.66744496085	None	5.58613275996	None	1.00648869987	None	1.30940310837	None	9.50225565103	None	3.22084617963	3	8.11056108316	9	9.18391459811	None	3.74554316256	None	1.46018078884	None	2.27278111757	None	6.23946652212	None	4.82887700199	None	7.9047369577	None	5.42178560423	10	1.38575961402	None	4.37419112986	None	0.371444666526	None	9.95032045796	None	7.83338278031	15	9.23937554874	6	5.48351741464	None	3.61155486962	None	7.66673430643	1	4.47939339529
5_5_1_10_0.3_868	5	5	2	2	30	10	0.3	9	R1	17	G	13	S2	15	S1	19	R2	12	L	7	A1	18	A3	5	A2	9	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	3.68288905632	None	8.84739442486	6	1.57243822665	None	5.06753558447	3	1.08750002721	None	5.25720608159	None	8.73554425865	None	9.71715561732	None	9.39028956537	None	3.1829085177	1	6.11092678168	20	0.615584479407	None	4.4717926782	None	3.64780897028	None	0.631707074358	25	0.607813568892	None	0.948586052949	None	0.533312341224	None	3.19058698571	21	3.82819666999	None	0.45505526233	None	4.53277868401	24	3.02947782365	None	1.57268496728	None	1.82150040146
5_5_2_10_0.3_898	5	5	2	2	30	10	0.3	9	R1	11	G	24	S2	13	S1	2	R2	25	L	12	A1	19	A3	5	A2	22	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	0.693223933663	9	4.69605368409	4	4.58280182843	None	6.63693298711	None	8.08913757868	None	6.51169957992	None	1.60559692279	None	0.130889564237	None	3.00200657128	None	6.05660057498	None	8.38800136979	None	2.46719897973	None	8.03208208671	None	9.61239785136	6	2.81719677368	None	7.77031133436	9	8.31126988207	None	1.79465063387	None	2.07345985024	None	4.82630653025	21	3.35607010238	None	2.94271907821	8	6.12365103463	None	1.58826197333	10	1.66086652627
5_5_3_10_0.3_928	5	5	2	2	30	10	0.3	9	R1	12	G	16	S2	10	S1	22	R2	15	L	7	A1	3	A3	25	A2	11	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	8.40071963981	None	9.17912671488	None	1.38651018532	None	4.44266547644	None	0.140526540869	None	3.83240654469	9	4.05546619322	1	1.61910321149	13	5.44956040095	8	8.88402632635	None	9.76855753942	2	2.72695820971	None	7.1616944805	21	6.69388790638	None	9.104886	None	6.61698596857	None	9.28975970129	None	8.98104664853	18	4.5186780902	8	7.11396160591	None	2.98218333891	24	7.67003558988	None	1.94199221234	24	6.49035141077	14	0.557236050112
5_5_4_10_0.3_964	5	5	2	2	30	10	0.3	9	R1	5	G	17	S2	19	S1	1	R2	16	L	18	A1	15	A3	22	A2	25	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	10	5.33027153959	None	3.15223174638	None	2.85473951268	None	4.16768836942	4	3.86097507206	11	6.88335409268	None	7.80877560841	None	7.92018146664	None	0.422283113236	13	4.62272953719	8	4.71150651752	None	9.18696812141	6	9.35062773659	2	4.23165639802	2	7.51081596455	None	5.84497558781	None	5.77781521078	None	1.61788493065	None	5.76674955409	3	2.22478689991	None	2.60670584574	11	6.00918046314	None	9.89805982165	9	8.86284126205	None	4.2767317436
5_5_5_10_0.3_0	5	5	2	2	30	10	0.3	9	R1	16	G	14	S2	9	S1	21	R2	3	L	20	A1	19	A3	17	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	6.65832169216	15	4.49158840372	None	4.44715288505	None	0.0246370774125	None	1.47863113613	None	9.31040617649	15	5.2432318125	None	7.4802724235	None	5.90201506921	None	5.87476774417	None	9.93402732665	22	2.21887559812	8	1.2349782462	18	8.66811825857	None	6.81970199981	None	3.06023983923	None	7.69694465015	None	6.8888270946	8	3.40731884349	18	2.6356171434	None	8.59121087304	None	4.8760960938	None	7.91002397131	None	1.46079119614	None	9.40693286704
5_5_6_10_0.3_30	5	5	2	2	30	10	0.3	9	R1	20	G	3	S2	6	S1	22	R2	23	L	9	A1	25	A3	2	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	4.13384351684	None	2.48427885978	None	5.43664213734	13	1.81206815324	None	9.34335449366	None	3.45504424963	1	2.93484107634	None	6.37376475148	12	0.835324611895	None	1.06859426649	None	3.4942396038	None	2.49623451668	None	2.80873544763	None	5.09565415974	None	1.72689142345	8	6.88937507885	None	9.47140597049	None	6.13928819033	None	9.7103305018	None	5.96243367004	12	0.845647773698	None	1.5600557026	18	0.367359962069	None	7.06867749995	None	9.51484332154
5_5_7_10_0.3_56	5	5	2	2	30	10	0.3	9	R1	8	G	13	S2	3	S1	18	R2	15	L	23	A1	4	A3	24	A2	5	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	2	1.06862524182	None	2.07422722479	11	6.82713918151	2	8.13881543406	None	6.59984467846	None	3.62788337578	14	5.63158664167	None	4.80825318066	12	1.242150828	16	7.02712369448	None	0.956654870564	6	7.93469247953	20	7.96199522743	2	1.04046149095	None	0.435658631295	None	2.05260644608	None	5.46513526148	None	4.22941084494	None	0.0279761676107	20	1.34741265837	None	6.41037457727	None	4.55800906834	None	6.07454979768	20	2.18570881445	1	8.82209948124
5_5_8_10_0.3_92	5	5	2	2	30	10	0.3	9	R1	18	G	17	S2	16	S1	15	R2	10	L	5	A1	24	A3	9	A2	2	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	9.6108756562	None	2.56468955691	None	2.16917750739	7	1.40922110915	None	1.83083066067	None	4.31979911188	None	1.22392567579	None	2.04481835668	None	3.73104746804	None	8.09164595842	None	0.613104323661	23	2.9108400715	22	0.685420756858	23	5.83978233248	None	2.71404992132	None	0.841760205668	None	4.80138487001	None	5.50740943809	None	3.73523737131	None	7.38642585707	None	0.041085814556	8	8.78891662192	None	2.99859378338	1	4.55023324353	None	2.8319278882
5_5_9_10_0.3_120	5	5	2	2	30	10	0.3	9	R1	16	G	20	S2	11	S1	8	R2	9	L	1	A1	12	A3	17	A2	22	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	9.18026528788	None	4.81778572486	None	6.86331973119	15	3.84608590199	None	4.41507333835	24	8.31561744915	None	7.73291284071	None	6.97576281437	3	9.16290722917	None	2.90742142928	10	9.9208084759	6	3.88301397033	None	1.85608760311	None	3.78759625822	7	9.35865641659	None	7.42865364063	21	4.7786848598	18	5.7437388522	None	0.238537436403	None	2.760304313	18	1.58900039249	None	7.43146390506	None	8.95683808311	None	4.30019721896	21	4.12794363175
5_5_10_10_0.3_173	5	5	2	2	30	10	0.3	9	R1	7	G	4	S2	12	S1	3	R2	24	L	13	A1	20	A3	5	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	9	4.71985285608	None	2.68937319384	19	1.83128974558	None	7.16376095901	None	0.387950810409	None	1.77869665455	17	7.16446631961	None	3.85555008447	None	6.2090344117	None	7.86618177251	None	8.90865201317	22	2.25442676635	None	4.56015739604	None	7.20229552879	9	5.59765836386	None	8.91325008572	19	5.7664868045	None	4.17777859534	None	3.56110769604	17	6.7713775884	None	8.96571810928	None	8.62771422976	1	2.73193429591	None	6.13221018339	None	0.00962843103235
5_5_11_10_0.3_210	5	5	2	2	30	10	0.3	9	R1	9	G	24	S2	7	S1	13	R2	1	L	16	A1	19	A3	2	A2	21	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	3.31729900396	None	7.00521507889	None	8.78311382249	None	2.93153513493	None	2.29821534748	20	6.62704349427	3	7.49905419027	None	5.96997871349	None	7.5341906888	25	7.98312826779	5	7.90327421797	None	9.02354444228	4	8.16360483053	None	7.84482051569	None	4.53313584754	None	6.41959964569	12	6.7753227632	None	5.39287882865	22	3.94661583541	20	2.37901920034	None	0.679936081182	None	9.67770842425	None	0.906311159498	None	7.13535821579	None	1.34794818459
5_5_12_10_0.3_237	5	5	2	2	30	10	0.3	9	R1	9	G	16	S2	8	S1	5	R2	18	L	23	A1	1	A3	4	A2	3	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	25	9.39484208269	17	1.00026494663	6	9.4212687124	11	7.25936051289	None	8.54035845734	None	4.50031134872	None	7.49485617493	None	3.11688186466	None	1.95669927398	None	6.39360101035	None	2.3013130486	None	4.93885321424	2	4.09309423978	None	6.99446750291	None	4.68019460491	None	9.56196993685	None	6.7287214772	21	5.06763763338	22	0.299494027275	2	9.32385285135	None	6.3160208257	None	7.5247965958	20	7.74394347997	11	4.52919484284	None	2.34098618267
5_5_13_10_0.3_268	5	5	2	2	30	10	0.3	9	R1	25	G	11	S2	20	S1	7	R2	19	L	5	A1	14	A3	22	A2	13	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	7.95068299738	None	1.00279995666	None	8.87306163183	None	8.83347105171	None	7.24990056976	None	8.33456562286	None	4.77148416323	None	2.88174404175	None	0.54328959744	None	7.15576279937	None	9.97886720289	None	6.82752088602	None	1.63530552923	None	5.64037829816	16	0.599916676291	4	5.64411985299	None	2.90625531693	1	3.8483438233	None	6.87189640382	None	5.31658773535	None	4.99410664525	9	7.87867682605	1	2.23206048424	None	5.42748277767	10	9.32844424728
5_5_14_10_0.3_294	5	5	2	2	30	10	0.3	9	R1	20	G	22	S2	24	S1	15	R2	25	L	11	A1	17	A3	2	A2	1	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	25	None	7.91794277439	None	8.19507491638	None	3.02117879371	None	9.46703455328	None	4.34213875738	16	6.97837017386	9	3.00349410682	None	6.61523836875	None	9.29810708201	16	1.85654689692	None	9.33561524571	18	9.07823837901	None	0.400108476176	None	6.21474385119	None	8.1988979342	None	7.36822515003	None	9.56357041692	19	0.186551389472	None	0.91868557498	None	8.10508246444	12	7.83850321427	None	6.53215321695	None	1.61918016339	16	1.65854944737	None	2.16800274617
