6_7_0_10_0.3_858	6	7	2	2	30	10	0.3	9	R1	27	G	9	S2	26	S1	18	R2	11	L	34	A1	41	A3	25	A2	2	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	22	4.90843561327	None	6.87237888279	None	0.289394673614	None	9.73357745314	24	6.86366924052	None	4.41744226608	None	5.12482514559	None	8.8892174488	None	7.6157010928	35	6.42293311494	None	2.59256627775	1	0.596342309979	None	9.25565453612	None	4.82339173058	None	9.42509278876	None	2.32085064719	37	1.49836669713	36	2.7715744504	12	7.70112472293	None	9.78596764172	21	5.19363189728	None	1.11091278172	None	2.40967628545	None	4.51477966097	None	6.82158475472	None	7.51031778711	None	3.65932644236	1	9.73768143575	None	1.48874183356	None	3.74674058898	None	5.42740908366	None	0.815409010736	None	3.70554834108	None	3.22979959534	None	6.92461227976	None	2.5518642244	None	7.55114188075	None	3.99507300994	None	1.25811969195	12	5.17985538058	35	8.42123263586	None	9.33652454106
6_7_1_10_0.3_885	6	7	2	2	30	10	0.3	9	R1	12	G	30	S2	31	S1	25	R2	23	L	26	A1	14	A3	21	A2	42	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	34	8.42955044283	None	2.48256044894	None	5.20018518591	None	3.15787630103	None	4.76758837412	38	4.65031531298	None	9.39859499528	None	2.4373720007	17	1.88748738132	None	5.77284618276	None	3.04098663071	None	4.85064916517	None	0.418421239396	None	8.16337495935	28	4.06704680429	None	7.52214478423	None	7.52700996661	None	9.89518297235	None	7.01399124019	None	9.59606511261	None	9.39347942675	9	9.80238611416	None	8.20087875844	None	0.440171110475	None	9.19359058437	28	5.12112619481	None	8.06693628211	2	2.80266169608	None	8.00857830325	None	7.00728782672	22	7.63199831273	16	9.57318728994	None	6.88526839897	35	4.04068147247	None	6.68754913738	None	0.3035864487	37	9.86870428448	None	2.64642019709	None	0.563294412511	39	7.87517835608	None	8.92135626594	None	5.65820326965
6_7_2_10_0.3_911	6	7	2	2	30	10	0.3	9	R1	31	G	4	S2	30	S1	33	R2	17	L	1	A1	7	A3	34	A2	25	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	None	5.85814150627	8	1.26076847733	None	1.40811085499	None	5.89238712853	None	8.07287748392	None	1.82190520007	None	5.23354743987	23	2.52154230914	None	1.00127315114	None	0.656346194	None	7.59956423863	29	1.93417662381	None	0.637347430177	None	8.81998510916	None	9.48645608534	None	4.29864682092	37	6.19563103134	None	8.75652351043	None	1.51398316534	None	0.202845590689	None	4.40075787867	None	2.95684613314	None	3.0031249086	28	8.90615542799	None	9.44928532326	13	9.47705469987	None	1.94972095613	6	4.15123798511	None	7.00298546649	None	3.63911285926	None	7.79970030231	5	3.33635903967	None	9.754106564	None	9.16954704442	3	9.20803117122	None	9.28008319458	9	2.10640453336	None	2.2177162925	None	1.04671516207	None	6.60955759365	None	1.18484200258	9	0.55134219374
6_7_3_10_0.3_934	6	7	2	2	30	10	0.3	9	R1	7	G	5	S2	17	S1	8	R2	13	L	22	A1	20	A3	26	A2	6	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	33	4.58682440109	None	9.67562935654	None	1.21023326501	None	9.77055649363	None	1.62968850939	39	6.26966686932	25	2.82547898312	None	7.89383511596	34	5.37108989517	None	7.54489006305	None	9.18994814579	None	4.53230782557	30	7.12504996637	None	5.73279432461	None	0.807087818989	31	2.11584270905	None	6.85255932282	None	8.0506394982	None	2.32340389703	33	6.13463669401	None	6.47394197286	None	5.39033050561	None	8.08796217094	None	4.98490672597	None	0.976067249109	4	1.15868983218	None	8.47027913185	40	3.21101061251	None	9.58234413687	None	3.41681886186	None	1.60428544705	None	8.6672189984	None	8.91382567052	35	8.47739522288	12	5.24664332787	None	5.86049833065	None	9.48404715249	None	4.1374384063	None	5.8550252881	None	0.587648167882	24	5.81469500049	None	7.20934147136
6_7_4_10_0.3_956	6	7	2	2	30	10	0.3	9	R1	15	G	36	S2	23	S1	25	R2	41	L	29	A1	35	A3	11	A2	12	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	14	5.59849147353	30	6.45611383547	None	7.12840342943	None	7.30614992078	3	1.41313336112	None	2.51789613065	None	4.74308586736	None	4.6873815281	None	4.16071176385	None	2.2635888954	None	0.189920996815	None	3.75169311245	42	7.8561694427	13	0.877763690399	38	0.239477101186	None	2.26402623826	None	6.89057365363	None	7.91116833244	None	8.10096890893	None	3.41997070542	None	1.9692185628	None	4.87501514508	None	6.43761977021	3	1.25017162989	None	1.23332100424	4	5.99252910774	None	7.77616795286	30	9.0227834171	None	2.20215585369	None	6.57487086267	None	6.11817488337	None	8.72880644703	17	8.74425163504	19	6.78955286867	None	5.19415143347	None	8.04591047819	33	9.528570875	None	3.05720807046	None	7.04267404761	None	4.93945481445	None	5.76331159441	None	3.84109595089
6_7_5_10_0.3_981	6	7	2	2	30	10	0.3	9	R1	39	G	42	S2	25	S1	18	R2	22	L	37	A1	31	A3	1	A2	30	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	None	6.39416980179	None	8.21935388298	None	8.32690542341	None	6.67306598587	None	6.82341700017	8	1.75810541872	None	1.11385961248	10	9.97904154782	None	1.792676321	21	4.6603866232	None	4.24997252146	None	4.98965174988	None	5.88391732811	6	6.35992292198	None	7.96493295609	None	5.450462516	None	5.09235798334	None	8.54020833866	3	9.73084001305	24	2.86779980432	None	3.85573507951	None	2.1828286095	None	4.50388138078	None	3.50740819538	None	2.82641292053	None	3.35443006649	None	6.37215339482	None	0.514339074517	None	3.17009565551	38	7.90755592772	36	1.62222775881	None	1.25498683808	None	1.39372986347	None	8.97593787184	None	3.67488187952	None	3.77566295923	None	5.59707658411	13	0.912285464051	None	7.45647961805	None	9.14495514042	None	8.6742480477	None	0.282563231503
6_7_6_10_0.3_164	6	7	2	2	30	10	0.3	9	R1	12	G	38	S2	14	S1	28	R2	36	L	11	A1	6	A3	29	A2	8	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	None	3.70334201611	None	4.79365586242	35	0.895571353779	None	5.75951385994	None	8.85548026942	None	6.47323173052	16	6.99955835435	None	6.70459285044	13	8.52646247068	None	7.01498290593	None	1.45952742774	18	7.6491622734	None	0.52846606153	None	4.42552747365	None	1.28347855044	None	4.47779557725	20	6.71730402644	None	8.99778583051	None	1.14883322393	None	9.63999695299	None	3.91062843584	None	9.11263176802	15	0.0261241164552	5	6.9711674762	None	8.02498296944	None	0.280668298765	None	3.92749751166	None	9.49069606751	33	5.67280276703	17	4.11946453144	35	9.79635956665	None	0.398811304036	26	4.14708475523	3	8.58486388611	16	2.65357724662	10	9.33158730442	None	3.427083995	None	7.02557965808	None	9.500779659	None	0.877988057409	None	3.06607275703	9	5.49892632838
6_7_7_10_0.3_191	6	7	2	2	30	10	0.3	9	R1	24	G	22	S2	26	S1	5	R2	13	L	38	A1	25	A3	11	A2	10	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	None	3.35979882566	None	0.378741633438	30	9.72642170597	None	4.04742689759	None	4.60032884056	None	0.929094223093	9	7.86908132464	6	7.16598271975	None	1.87301318138	None	1.11613904435	1	1.74229153925	None	7.30527768051	None	9.0920971965	None	2.52886403982	None	6.20330885791	None	2.22529505184	None	8.07053181675	None	9.88821909642	None	0.725781680641	None	1.8539710564	29	3.6842555834	16	3.95358857069	None	9.00368550383	20	0.0550272405809	None	3.14945804222	2	8.50428235123	None	3.16834178153	None	5.64974421068	None	8.36333564136	14	6.02469631505	None	9.0715938545	29	4.35209302333	12	3.50596367962	None	1.21292584753	None	3.72058262481	None	5.5688667414	33	6.80430028523	None	0.0178974734448	33	4.20842503166	None	5.00504193822	None	0.837450867623	7	9.55281849897
6_7_8_10_0.3_215	6	7	2	2	30	10	0.3	9	R1	40	G	24	S2	17	S1	4	R2	36	L	34	A1	31	A3	16	A2	9	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	None	2.998704652	None	9.57591263709	None	6.03876302649	None	5.40490014672	None	1.11857877342	32	0.163069786777	None	8.21827409316	None	2.49061666688	None	0.568659006119	None	6.82148254115	None	5.89606284853	None	9.01896490615	7	0.665445996185	15	4.41570588451	6	1.87728000177	25	7.01677276549	None	4.22337233742	None	0.955006128992	None	3.9417669491	None	9.72008931015	None	1.26679800141	None	8.19582566466	38	9.9465567667	None	1.75956185023	None	9.98855859119	None	4.35266352409	None	2.80899901719	None	8.80270723497	39	7.27542630233	None	5.28338813571	None	4.50124110917	None	5.25163758884	None	0.794879091563	19	5.10613262716	None	7.02089746199	23	6.05748377884	None	3.80143066106	None	0.215438858646	37	8.64216460501	None	2.18293827839	None	5.20913464009	None	1.40965955228
6_7_9_10_0.3_237	6	7	2	2	30	10	0.3	9	R1	7	G	17	S2	11	S1	5	R2	19	L	9	A1	15	A3	29	A2	36	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	42	10	7.19208885945	None	0.389003822759	None	2.2854162618	3	8.21152163	None	8.6188831512	18	7.61067489702	35	9.57614333057	2	6.56137574749	37	3.3496505955	None	1.44528232827	None	7.24562008038	None	0.660004324349	21	7.20741874367	18	3.62844536679	26	4.07223430323	None	0.367809936965	None	8.16814232644	None	3.18881604756	23	0.361207666701	None	6.24460543394	18	1.89835496745	None	2.213366457	None	9.05452910877	4	5.60596457873	None	5.04331984684	None	9.47176366621	None	6.09158533424	None	0.777563477204	None	9.59274634249	8	6.01467972446	40	2.57475372381	40	0.313871317846	14	2.3672791202	None	2.03661887265	21	0.03116942883	10	0.602568559993	None	0.357407765932	None	3.97775272262	27	7.45894482509	None	8.77863429575	37	2.43176340979	None	0.63980433734
