10_11_0_10_0.3_816	10	11	1	1	30	10	0.3	6	R1	94	G	40	S1	35	L	24	A1	65	A2	55	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	None	4.38561515781	None	0.988823148332	None	4.91151087678	96	2.63817657047	79	9.83260378389	None	6.729578865	None	8.08716665866	None	0.658578353479	None	9.31649566432	None	0.213010857004	None	9.99459480819	None	1.15228513751	None	9.70437968598	None	7.61209567367	29	2.59517964596	None	8.20098559117	None	6.31772920662	None	6.96463353751	None	8.58271435396	None	4.19259792017	None	7.65453643145	10	4.82335734529	75	3.38540019293	50	2.99777782282	None	0.182792596052	None	9.68294540366	None	2.91577490162	None	5.94003940271	54	2.88782718864	None	2.021639116	None	7.43309626704	30	6.49537637099	None	2.03447064933	None	1.39141441043	None	2.70019964618	None	6.00577216268	None	0.814968528282	None	0.727833458209	None	6.81938822658	60	4.69520072231	None	9.24179299361	101	4.89645172147	None	8.97036766712	None	2.93378327326	None	6.40035431295	None	3.16499116389	None	0.361103303741	None	8.68016397908	91	4.65953239353	None	5.99202569214	None	2.80777293514	None	2.47381469812	None	2.74830365838	None	4.94402547914	None	6.68047787941	None	1.99806378117	None	6.74843532791	None	2.28275077961	30	7.51201387716	None	6.17989497095	None	3.24173997923	None	6.67895203238	4	7.89481857183	None	2.72717753314	None	8.04360417404	None	9.14490268878	None	6.41707936609	None	3.18944810335	16	4.29447676141	None	0.219953502395	None	7.76740388443	None	4.93367956895	None	5.40610522102	None	7.46836588574	None	0.554999089622	None	6.56389318576	106	6.47043917706	None	8.56207458584	None	1.77978092053	None	7.21429240215	None	1.37748596032	84	9.47792176051	None	2.42900915446	None	1.52454110004	None	1.04256477894	None	5.86169836733	95	3.64541789658	None	9.56645258923	None	9.22124407457	None	0.768998396868	None	9.40245459586	None	2.92280311642	87	3.06296880596	None	2.58283246301	None	7.65871380268	11	8.68521613962	58	5.78346125781	None	8.1491233336	None	4.68528814547	None	5.75431054154	None	9.67474077571	105	8.55322310342	80	3.77368229625	None	5.90922527366	None	0.290527010662	None	2.87559903143	None	0.429628573557	None	3.00948757141	None	1.87830182148	None	4.94722099088
10_11_1_10_0.3_866	10	11	1	1	30	10	0.3	6	R1	49	G	67	S1	26	L	54	A1	46	A2	57	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	20	5.8136343794	None	1.00328235728	None	7.4387491987	37	5.75901674141	None	4.55378259272	None	5.86218629178	None	1.61726966312	94	2.43470037358	None	9.5082513361	None	0.309065337007	None	3.68635787114	None	3.51352240296	None	5.72547377368	None	6.68668084367	None	2.26229405494	None	8.19137689257	None	0.0685411156714	None	6.3397020143	None	3.08894028108	None	7.81672701551	None	5.66567651237	94	1.80768653625	None	3.8428583606	None	8.9044870774	None	6.92518074364	15	5.67488465737	None	2.21750742157	98	6.76742090303	None	7.22726149958	None	3.0427585264	None	7.47106955977	None	1.55297017629	None	8.6960347793	30	0.386795168577	None	4.2183580285	74	5.20049669257	16	5.58046739892	None	0.123707641699	None	3.3037397041	37	1.12896364046	None	0.628022462935	None	5.63099486796	None	5.68747748008	None	0.223286086161	None	9.85110162357	None	0.723834446396	None	9.28247487792	None	7.31236237311	None	6.67750926606	None	8.42119734926	None	4.74824091903	None	4.31024121605	5	6.34161783081	82	6.87424647304	108	4.92958260956	37	5.05969120818	47	9.28442326292	None	8.89383563701	5	0.351696643285	None	8.85586135839	None	4.60895363041	1	5.47026174525	24	2.04069529715	None	8.42282273353	None	3.94040336548	None	9.90786673404	None	9.15853661965	None	8.50315024372	None	1.66870171914	101	4.04868826682	39	0.301347348561	None	2.12008524451	31	6.67625846553	83	3.83470527846	35	6.3347843127	None	4.11289779152	58	6.49757874779	None	1.65410294402	None	1.46952864301	82	7.91443703713	2	6.14764357663	None	7.94881263218	None	7.16777430078	None	1.36693520229	98	9.31991735844	23	5.38098713708	None	0.261223531659	21	2.98568908433	None	4.97999514167	None	6.72102039075	None	4.83768044072	None	2.60237460621	58	7.04860561266	None	9.73846898711	None	1.49864562694	None	8.99642112033	None	9.90618816111	None	7.78291574409	53	0.706746364309	None	5.79092615172	None	4.32514874825	None	2.82272688979	97	8.46870074449	24	2.28830584123	None	6.02088676867	None	9.34908786473	37	0.285963907	42	8.56117766472	None	2.14655169417	64	8.22224897847
10_11_2_10_0.3_930	10	11	1	1	30	10	0.3	6	R1	76	G	101	S1	70	L	80	A1	49	A2	110	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	10	9.09880718139	None	9.43693227132	None	5.07754148419	None	6.88179912211	None	7.7849328726	None	5.81116960288	None	6.16458256846	77	7.04255602906	None	1.99091345414	None	2.26554826541	None	2.11997916862	81	4.67915056222	60	6.61545750685	None	1.28730048592	None	2.73460374217	None	4.8319465775	92	7.30034820886	None	4.52079883256	None	0.375969870386	67	9.2343717589	None	9.4699019632	None	0.550990858789	None	2.72236957089	17	5.75134314166	69	8.15577717443	None	1.29333933529	None	4.8566395998	None	6.8731781346	None	8.02069251466	None	4.28432226238	None	9.74350751305	None	9.39693576184	12	1.20902455602	67	0.405677936844	None	5.02052976276	62	8.4874137557	None	1.86226429346	None	2.4239001458	None	1.47651663998	65	7.04447417083	None	0.992016986118	79	3.43205583541	None	8.04186301584	None	6.72933106844	None	9.23836931453	None	6.98663251066	104	8.22221478015	None	7.76015043133	None	7.76933091843	None	5.72293872609	None	1.99605900432	None	6.04360713348	None	4.95220402461	None	6.44478743476	None	4.2226898256	106	0.648295450378	97	9.9925624457	37	8.36364840439	None	9.85407196677	None	4.14742372898	None	5.74155379302	None	3.38217498233	65	6.41070670721	None	3.21183899378	None	6.91708442347	None	1.29649427134	57	6.87873248334	None	0.817854652391	None	4.47355391925	None	6.70500640998	None	4.60352269422	None	5.53192853135	None	0.27515206565	None	1.41018898592	None	6.33503031919	None	8.02133315095	42	5.42118615434	None	4.14577566084	None	7.34466705873	None	1.98517975488	None	9.03760884226	None	1.26281040182	89	2.89773773836	None	3.81083460047	None	8.48789826537	None	4.0813490804	55	8.01583990951	None	1.70908912805	None	4.70189507705	None	7.62139750041	None	0.800116703696	None	1.18193275042	None	4.04650902762	59	0.283998161133	None	1.64354534236	None	7.95280012563	None	9.11376322613	79	8.13908380278	None	8.92116320082	79	6.96192375445	None	8.6775406486	None	0.667255953625	None	6.4942745357	None	5.32524190566	13	6.85408823719	3	6.6317770165	None	7.87711417177	None	5.24307228661	73	2.56004117297	98	1.76894026012
10_11_3_10_0.3_1	10	11	1	1	30	10	0.3	6	R1	85	G	101	S1	24	L	61	A1	32	A2	54	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	38	1.32803267554	None	7.94781795692	36	3.31758435316	None	6.46837224838	None	6.64770163045	None	8.82019763558	60	9.41098420644	None	6.44455331375	None	1.49106900207	None	7.29628586693	43	7.41004994065	None	9.17563191235	None	8.26268658993	None	2.83738880244	None	5.02856415909	None	4.57456218308	88	2.51234438398	None	6.49693798307	None	6.09691292759	63	7.3732977295	None	9.68927073043	None	6.50419155248	89	3.34473458107	13	9.63270663328	None	4.13486499277	None	8.03025386173	None	6.22707700158	49	8.32283825574	None	1.12059969168	74	1.22831747689	None	3.58140442571	None	1.89893774294	None	0.665479843782	None	3.88931237674	None	8.58350494437	None	6.90595368482	None	5.55564089555	None	7.95096540994	None	2.01102693757	None	1.27158734781	None	7.08253902338	None	9.88251931273	None	1.23692056728	None	8.93569148333	None	8.21612408183	21	7.21424532332	None	1.88169886193	None	6.48656110765	None	2.58710969917	86	2.57339137336	72	4.37334141681	None	3.21448749739	None	5.99562399555	27	4.02665594736	11	2.95587736782	None	7.73157000093	None	4.26062450846	None	6.10706307073	None	2.68855234516	29	3.05122635379	None	2.92284203561	None	1.12851883523	1	3.79534501225	None	0.513976775622	None	2.50646871593	None	0.370100456768	15	1.66708952932	91	8.13381764727	None	6.8678217352	105	3.59761452403	107	6.12152326576	None	7.60737909177	15	0.562087997189	None	2.74819731005	None	0.891190636821	None	2.23809965114	None	0.230200386697	None	1.920921928	None	2.99434468345	64	6.8510225331	66	7.56352853913	None	6.83969225409	18	0.252293321601	None	9.92103328885	None	8.42766328829	None	9.52684711985	None	2.29806198229	None	1.96796848995	None	9.63001933063	None	6.39165963082	108	6.4967085663	None	5.80247150553	None	2.90556870847	None	7.03200159454	108	1.28179279983	None	8.35752729561	None	0.726443567283	63	8.69796914374	None	5.15119183309	None	6.42697978428	None	1.73504290447	68	0.984703770097	None	6.93380062768	None	8.19896985724	19	5.85593275211	None	8.34265593238	None	1.97897453705	None	2.85896992308	73	5.65187023931	None	9.79244801343
10_11_4_10_0.3_62	10	11	1	1	30	10	0.3	6	R1	94	G	30	S1	62	L	34	A1	60	A2	51	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	68	1.0166908363	None	5.22935327713	None	9.72388774798	None	9.01839654664	106	9.97114309384	None	6.39602546803	None	5.89230718627	None	6.38011339186	98	9.68172011898	31	3.73231584269	None	3.43196319791	None	5.96652839846	None	4.23504973884	3	4.80011952666	None	4.98987340796	None	2.05843127434	None	7.00424192533	None	4.71271112633	None	2.42210095944	None	8.47503468106	None	5.91821881176	14	6.63926786315	None	9.88224022693	None	9.49835044071	72	9.82901908236	22	2.28994088142	None	3.0227742786	103	7.58128476766	36	3.08281740648	None	1.29414957562	None	4.61681735804	10	8.2537871247	None	7.99594959159	None	7.05077105577	None	8.72606871211	None	2.01842161943	49	4.85160252718	None	0.72605683049	None	8.30304954213	None	3.80272191943	None	3.19108609277	None	6.5395055464	68	4.57863111717	1	3.88134339978	35	8.32394076906	None	9.52325277065	None	5.00829261394	None	1.02584553506	None	6.94127770634	None	9.74341415294	None	2.00980550503	None	3.90850171293	None	0.780380371273	None	8.86951785335	None	1.66364196515	None	6.72450525566	None	5.41829875251	None	1.12387715063	None	1.39879731673	31	0.540429453363	6	8.19204358344	None	5.59295029569	None	1.32617841589	74	4.4229131961	None	1.14382530442	None	6.51230070188	None	6.10244470404	None	0.513640740591	61	2.00298653925	None	1.38838643546	None	5.11434698478	None	4.12378064624	21	3.64809705421	None	7.94986755412	None	5.96065385594	None	7.78446057614	None	2.9443641743	None	3.42528621426	None	5.06893402889	None	0.395427611197	None	1.72142351758	104	1.18367213944	None	1.25787002789	None	8.96198416044	67	8.16829909823	None	2.06238288224	76	0.838243267642	None	2.26312513691	None	0.865708679442	None	5.15488178072	None	9.43953197703	None	4.08280371375	None	1.96289995944	53	9.05651409301	80	1.17243339234	None	8.75608739949	None	9.67461291451	None	8.35421799015	None	8.71128611594	57	8.1912961027	20	0.243941709462	None	3.90550896287	None	6.08096725801	68	6.78066610288	64	4.85384417929	3	0.188801622113	None	0.165062315828	None	0.792725220744	29	4.44160773081	98	7.02563778105
10_11_5_10_0.3_126	10	11	1	1	30	10	0.3	6	R1	90	G	82	S1	108	L	8	A1	74	A2	21	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	None	9.23666943193	96	9.90029085748	None	9.40886047452	91	0.0712219524739	None	8.86357379294	76	2.28329333879	None	7.54614305456	None	6.57507792631	96	2.54206692497	None	1.58217457312	23	9.46617648565	None	3.75649761203	None	7.6605250134	None	1.54682707144	None	0.153579304013	None	1.35531471674	None	0.645291067714	None	1.50567431431	None	1.33363672647	75	9.48996734588	None	8.16169759182	None	3.90355927707	22	6.97747137436	44	1.05059860492	83	5.18997478189	75	0.103963744445	None	3.0853523221	45	1.41363676588	None	1.38173231702	None	8.33933336767	12	8.3695996526	70	5.56257607451	26	4.85467156206	None	3.83368036519	None	1.61578753002	71	7.20747396209	None	0.813720765208	12	6.05739871545	17	6.46214480295	None	8.76369607272	None	4.93118562351	None	7.91084450782	99	8.1154850031	107	4.37630613339	None	4.07082856197	25	8.44076704577	None	5.84459749553	None	6.9060202021	None	4.62957163993	99	9.68153928898	None	9.51183073492	None	2.54776420805	None	7.64119499664	59	5.98927679548	13	6.86799855208	99	1.8812271924	None	5.31310113451	16	8.3211727405	9	3.18799254261	4	2.88218910929	None	4.91600118955	None	4.73421172726	None	9.94011994352	50	5.89810295514	None	3.6515638148	None	0.335335393152	None	4.74143898638	20	9.93788391789	None	0.567686474202	None	7.17520481952	None	9.77893311236	None	1.27792052799	5	0.594082258899	None	5.53175083632	64	7.6769484742	19	9.76640438435	None	1.39415557186	None	7.60841633045	60	3.95198028919	78	7.50934101569	81	8.82451938	48	4.94250097551	None	2.11558873757	44	4.53238397321	None	4.49699414684	55	6.19449220503	None	7.31966766314	None	4.46423970839	None	9.93324369117	None	1.3435663678	None	7.6088341573	None	9.18131578068	None	5.1094901601	57	0.192801836474	None	3.2056255999	None	7.06059636828	None	1.83613434307	None	7.41052904073	14	6.62374610477	None	9.34966206883	93	5.48232212348	None	2.18419897111	None	0.194375197138	98	3.52399644856	None	6.32044363372	85	7.50085782722	41	7.16733330056	None	8.03367838346	59	8.29537005629	None	4.51156842103
10_11_6_10_0.3_204	10	11	1	1	30	10	0.3	6	R1	38	G	1	S1	100	L	41	A1	107	A2	40	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	None	3.10723401758	None	6.21286190806	None	2.02393641948	None	2.70343860845	None	0.905757071159	None	9.65882480826	35	3.22332306946	None	2.38956452621	None	8.35728556357	None	6.53277804295	None	2.80575683556	None	3.91779018373	None	5.14381197935	108	0.750469652238	None	0.161384762511	None	7.4919645748	None	3.65173845544	None	0.967126195373	None	6.70483584887	None	4.69885528022	105	1.54051516121	7	9.11383023856	None	1.75335798772	None	2.83269667732	None	3.33143001381	54	8.42018529174	None	2.33289976198	None	7.99823666058	None	3.58377425543	None	0.105943467011	None	7.0304463186	93	7.59791076953	None	8.91151650828	16	0.598793032139	69	6.027175764	None	9.25312154087	17	6.34683792346	None	4.23435356252	103	8.88435351391	None	8.38784243313	None	1.96604646397	None	6.40462193619	None	5.22159203038	None	5.23068749696	None	6.29006139829	99	8.82798714689	None	2.22290239531	None	1.33456882035	49	2.62645006887	103	7.24598412415	None	9.66744551881	18	8.60635111388	52	3.68331594631	None	4.29033228443	50	3.56972098107	None	1.63391704615	None	3.73594339157	None	5.02249017152	None	2.22290498193	None	4.34314367163	None	6.92846536865	None	7.96966933714	None	9.08351866628	None	9.24109048855	105	3.83824483277	None	5.82704450584	None	1.10735692794	103	8.67896299541	None	1.39598166117	61	9.05025314186	22	3.11221944822	None	4.84554811385	None	4.42917136302	None	1.01807600123	None	7.12539139714	None	3.79712504203	None	5.52725772201	44	0.0847692667722	None	7.92030712792	None	7.5398049799	37	6.32777855256	None	9.85451744813	None	0.195431398499	97	5.20160032629	None	4.57481783412	90	9.97782575444	None	6.31496733697	90	4.45100161967	None	9.26303959748	None	3.5325355999	None	8.6538954622	None	8.55705053509	108	4.99645448364	None	4.47080776209	None	1.35021969033	99	5.9143815942	45	6.88606076688	69	5.13296112388	None	6.25153207338	109	4.73695105929	34	7.12720810827	None	7.06563094049	None	1.76483402346	82	6.74860852138	94	5.90730801803	None	0.16104194053	None	5.71285503904	None	6.59359307382	23	8.57351702041	87	7.86580631813
10_11_7_10_0.3_265	10	11	1	1	30	10	0.3	6	R1	30	G	34	S1	17	L	31	A1	103	A2	45	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	None	7.83884671449	102	3.05322939305	51	8.86992983847	None	3.37284345565	None	8.84711351744	None	9.28981112715	55	1.79597184385	None	9.74511303945	28	5.53022800562	109	7.719619722	None	5.5694529251	None	8.87890707362	70	9.91369184374	None	7.5501109939	None	2.6314441971	None	5.87643542561	None	1.90111832285	88	0.717987843143	None	4.79129291909	None	1.11585217078	None	2.21730381473	98	0.871238820508	None	8.88380363028	None	8.55170296076	86	4.89248691418	None	2.13893040858	None	8.85761861647	None	3.16471354973	23	3.56385445291	None	9.57733587623	None	2.14006322994	None	9.08651203167	None	8.49124029882	None	0.486543014365	None	2.97998083869	87	7.94000063824	82	6.47460970123	None	2.87888134823	47	5.33260368635	None	4.23685689091	None	0.662752239381	None	2.52010406281	None	7.63960423961	None	5.60035271316	None	6.3539472022	None	1.73989506703	None	3.55162014994	None	0.913452120747	102	3.08805198382	None	9.62567042343	None	6.52627053602	None	8.73392490731	None	9.44254257565	None	9.69551605861	81	4.24672079076	None	2.56763636453	108	1.57472312905	None	9.33005579893	None	1.02609427304	77	3.91589842672	86	4.60687964216	None	7.74361834854	None	6.35679608106	None	3.81968597541	None	7.75875315567	None	4.31967767724	94	5.70369687821	107	1.62592724431	None	3.02749298238	None	0.204626417948	None	4.38713263972	None	7.29366943888	None	1.12389871101	22	7.25331291592	None	9.03320611688	7	5.5079432608	None	5.33831507774	49	3.88524611452	82	5.52375934922	87	2.36010159393	99	3.42111010872	None	4.58066991744	None	6.6366883	25	0.0755061934721	59	2.34045153594	38	1.84396399707	None	3.08410209952	None	7.54811611941	3	1.47563768279	None	2.9591246092	None	0.564496847814	None	0.0600370832433	None	9.48202174994	None	3.82059091752	None	3.5115767717	68	7.32097902488	None	6.12489679263	None	2.21898491224	None	6.46495786525	None	6.24960660921	15	7.17573114014	None	7.9330945868	69	8.6820550137	None	0.832971769076	None	2.32840762779	33	5.12798465538	84	6.53327235074	18	7.27812633022	None	3.56744853126	None	0.278560934551
10_11_8_10_0.3_322	10	11	1	1	30	10	0.3	6	R1	56	G	77	S1	71	L	87	A1	36	A2	98	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	83	7.90333462901	None	8.0965191412	None	6.998035341	60	7.05552508654	None	7.5233496443	None	3.7344994344	None	8.80148079849	None	0.0409720815208	108	0.255911378843	None	6.45978008139	None	8.28814980311	None	9.87661755499	44	8.94867176209	None	3.09331329082	None	2.01704307942	None	4.94593545179	None	0.211839107015	None	8.59513534442	None	1.89824705347	None	6.41941206597	None	5.77506974198	None	4.48518317845	None	8.62271343563	None	1.0552504553	None	9.63346235571	None	0.989141023511	37	7.44777728983	None	1.6709816302	None	4.26111529279	82	5.91493887014	46	7.31594346219	None	4.17020078124	None	1.11007273269	None	8.13680878386	None	2.63591723194	None	0.828335146051	None	7.6469683689	95	1.6807141111	None	0.104202739265	None	3.84621591537	None	0.358625184885	None	9.24844578506	None	1.11072786404	None	2.33877688471	None	2.73384020814	None	2.11190165106	None	4.57799169497	100	3.1973639435	None	9.15834713097	None	7.16291832913	40	4.1836146126	None	2.30906087763	None	9.10896791931	82	0.566615497932	None	4.30960590635	62	1.8752488667	None	5.42213516326	None	5.98572409145	28	0.967341101908	22	1.37248700119	None	3.76661046553	None	9.67090091978	None	6.14485879153	None	2.33868389703	None	5.94704020423	None	7.12665710243	45	4.21651791755	13	9.82830984881	None	1.38935557346	None	5.27709355538	68	4.63576793434	None	0.268897317418	76	0.431313054687	37	7.28496505645	None	1.5762823454	12	9.31897448319	None	7.18870387957	None	5.50715843438	None	3.01699761195	89	1.06311991374	None	2.74490891499	None	9.79314669855	None	9.99123168619	None	3.67721518958	None	3.07058621664	None	1.11790739342	None	6.41053240065	108	5.81970819924	46	3.23244284824	7	2.6609840175	None	0.765020693166	None	4.80405621415	None	5.0876134565	None	3.37876944376	89	6.2416707755	None	3.83396820876	None	8.25498754789	105	8.97459411515	None	4.33061715315	None	1.63471711962	None	4.7628248987	None	4.0654108773	45	1.34929799621	53	6.35690693368	102	9.55951211529	None	8.41524418172	None	6.2020436836	None	0.72216695479	None	2.98296984865	80	5.30533386914
10_11_9_10_0.3_389	10	11	1	1	30	10	0.3	6	R1	8	G	48	S1	37	L	83	A1	85	A2	54	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	110	None	3.41932497759	None	4.6753136347	None	5.95126387105	None	1.8059665925	104	8.93121662645	None	0.677621114696	None	7.6770634845	None	6.87562848281	None	7.41786898178	None	4.80103255363	None	8.32735067905	None	0.383341853555	None	8.83695290204	None	4.09743629832	None	2.14633396384	105	6.01768699222	None	4.12090860463	None	4.21799430248	None	1.49307129338	None	1.97253277175	None	7.9860554375	None	6.07071932561	15	5.44131530729	None	7.61654159164	None	7.36577936145	93	6.44752358993	107	4.39652756877	None	6.64842427444	None	8.41253611301	None	4.36497794995	None	4.18449613394	None	7.04099414946	None	7.46961730189	None	5.89967074717	None	0.580979172183	None	3.7533911034	None	9.69656922916	None	6.52233117899	69	4.93966955524	None	6.9336902391	75	5.29071120803	99	1.00787172033	None	7.88042281575	None	8.57931945401	None	8.97801143358	None	0.707984359735	24	1.49175530323	None	1.42974463045	None	9.16626472222	None	5.38734399046	None	4.40684561219	None	4.77031814858	None	7.35473018499	25	4.36194848676	None	9.46052948694	None	8.76463134172	None	4.79268804615	17	5.66906107202	22	7.60699558529	None	0.362897213315	None	1.25220715422	None	7.07801016722	None	6.9422810782	None	3.04295692404	None	9.96214182167	None	8.32786850433	None	2.49407276153	None	6.98812584348	29	3.27934710695	97	5.65630885181	3	3.52614983125	None	2.50103242996	None	3.3820542653	81	4.46804445942	None	0.868363327803	60	7.1847307249	102	0.824236930457	None	1.37467017684	None	1.40218835412	None	1.16552089835	None	1.26789219247	None	4.91744147246	None	9.97273512063	None	0.397353880339	None	7.74810440539	None	8.8731750621	None	3.79024618032	99	3.72211496171	None	4.84317768439	67	4.88555568016	80	4.82349497032	None	3.42073162139	None	5.62187139169	79	6.58564691539	72	4.09042601019	92	3.34579187461	None	9.90451892408	None	1.37417329568	None	9.95283831033	40	9.70669932887	100	9.63396585464	44	4.51013254874	None	3.89030371929	None	4.66496028005	24	8.47873038783	None	0.352234036045	None	4.99411313966	None	9.43576726752	None	2.93144779316	None	9.29557433246
