5_6_0_10_0.3_527	5	6	1	1	30	10	0.3	6	R1	22	G	30	S1	10	L	7	A1	18	A2	17	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	27	9.34088555184	None	3.00197642812	None	8.65181795956	None	5.3284647752	29	1.08442553796	None	4.5024820164	None	5.60888479622	27	3.98413629895	None	5.15731424849	None	6.48492951438	None	2.48152305513	None	5.93807764968	None	1.30272225854	None	8.56891780473	21	5.63527820599	None	3.0416458844	None	9.8301991686	None	5.93938486386	None	0.267676956138	None	7.75552197309	None	9.02457006417	None	2.2785974062	None	3.57529206956	None	3.80188887264	25	9.10574591851	None	2.31180043432	None	5.11845420425	None	0.366157105234	None	8.35319821245	None	6.60011367428
5_6_1_10_0.3_542	5	6	1	1	30	10	0.3	6	R1	7	G	25	S1	24	L	5	A1	3	A2	2	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	2.03602030707	None	1.1368413589	None	1.09965767222	None	6.5416548383	None	0.993048951186	None	6.21964282886	None	7.30526574451	None	9.35893616272	None	2.12946230263	None	4.3199978769	None	3.08458635447	None	9.08341432437	30	5.70525287237	None	5.26064664357	None	3.30892901283	None	9.8477318234	15	4.66591289256	None	9.24945329456	26	1.83962370196	None	5.79508979164	None	4.68061095666	9	9.22329410087	None	2.04683263424	30	7.98063949227	None	5.22941438212	None	8.72848544966	23	3.48567981794	None	0.682155285598	None	1.37178516717	None	8.25498202356
5_6_2_10_0.3_554	5	6	1	1	30	10	0.3	6	R1	19	G	2	S1	30	L	3	A1	12	A2	24	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	1.46264623596	None	0.755682389181	None	9.42242043248	4	4.88033485122	26	9.37778341724	1	8.54166041761	28	7.10909138738	18	9.39549407903	None	1.93979733119	None	8.28318318627	None	8.47511651	4	6.35406437473	1	0.0404317203927	29	7.80962575361	None	4.12096803346	None	6.30077280942	None	1.60265782899	None	8.16270369475	16	7.38371885246	10	7.72544050887	None	8.92033613323	4	5.29121790878	16	5.0814012183	None	9.53382443794	None	4.01817753661	20	8.225575899	None	2.30496802476	None	8.9009483413	None	7.54596238976	7	3.50759877333
5_6_3_10_0.3_650	5	6	1	1	30	10	0.3	6	R1	25	G	11	S1	1	L	4	A1	23	A2	8	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	3.09646105168	18	2.39601263089	None	5.04551472238	None	4.25909189537	None	6.62241824626	None	0.981802603834	27	0.278073593909	None	9.10666266461	None	8.77536659509	5	3.57186955144	None	6.90454553296	28	7.44373536818	30	2.08980413025	None	2.28488211538	None	5.28529436006	None	2.50492617952	None	8.16886450347	None	3.63573662946	18	7.51778879788	None	7.80946010401	None	2.95925130259	10	3.92236224954	20	4.86024457664	None	8.268977402	None	0.198761614506	None	5.15097837198	None	2.1133043569	None	6.46878454855	None	2.1284726349	None	0.566700895972
5_6_4_10_0.3_673	5	6	1	1	30	10	0.3	6	R1	14	G	27	S1	1	L	17	A1	10	A2	29	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	3.90993622562	5	2.5745359932	None	5.30317722211	None	3.43418628397	30	5.06205286577	None	1.65300219938	None	1.04231394304	18	1.57806327486	None	0.646971798145	None	6.51085680158	None	7.32842981312	None	2.39754789565	None	9.83750845786	11	1.53434717317	None	6.74531096262	2	2.95350394057	None	9.68265571599	None	4.34181070724	None	9.825020631	None	8.42194126364	None	7.05944434039	None	1.06083141877	None	1.49818677984	None	1.13590563198	None	8.71022273622	None	5.83117876799	22	7.13390650126	None	6.97350270468	None	4.50085514959	11	5.2989380777
5_6_5_10_0.3_687	5	6	1	1	30	10	0.3	6	R1	11	G	18	S1	15	L	20	A1	12	A2	28	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	6	4.35472401078	None	9.1687535684	22	5.52115869161	26	0.491474026631	16	2.17564028783	None	7.27837071256	None	6.56146310607	None	7.01806079998	6	2.12237263797	17	6.12499567198	9	4.75866757648	6	0.70730876924	None	7.67794887645	None	9.50473650774	None	6.18294270494	None	3.01906828532	19	3.01197828033	None	7.45122160312	29	6.27623745231	7	6.16858206102	None	7.92555992122	2	8.78522253257	None	8.8606018088	None	1.63050049348	None	5.20002579192	6	7.10062945744	None	0.86896468259	None	2.53085265432	None	2.89745524507	None	0.951195693252
5_6_6_10_0.3_706	5	6	1	1	30	10	0.3	6	R1	21	G	5	S1	24	L	11	A1	23	A2	18	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	3.3317006293	None	0.511862099416	None	2.83325527925	22	9.49027455416	None	0.779042169951	None	4.41067306833	19	8.6809682583	19	7.57345786081	None	4.46408183214	6	7.78241934189	None	7.71974224417	None	5.76945093845	None	0.499453141236	None	3.56770639608	None	3.76122556703	None	1.86636249024	None	3.85092256375	3	9.60881470223	None	0.233916694625	29	4.47117122816	None	4.98023932827	3	1.78070555894	None	0.367943509354	None	7.06704881087	None	7.84761579491	30	1.35972643233	None	3.93092224474	7	7.28831187246	None	9.21666053995	None	7.73473172426
5_6_7_10_0.3_722	5	6	1	1	30	10	0.3	6	R1	26	G	1	S1	15	L	3	A1	9	A2	4	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	9.07838382452	None	1.71869900862	13	4.37750997993	None	2.40292197321	None	3.6661389858	None	9.95578926865	None	8.70559379297	2	8.77080069146	None	8.4698714386	None	6.60636298668	None	9.79225965311	None	9.59004540685	14	1.12939967345	None	1.65324140121	None	7.29294814423	None	7.82411477741	None	5.72834690573	6	4.73806888467	None	7.44650033946	None	8.23418503894	None	4.55321462556	29	3.27528608205	None	7.47300191507	None	5.56350208785	23	0.884727768605	None	1.12289253508	10	9.55805160966	None	0.181965699596	None	9.07264616087	None	9.5131459041
5_6_8_10_0.3_735	5	6	1	1	30	10	0.3	6	R1	16	G	15	S1	29	L	19	A1	7	A2	22	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	8.9838758914	None	4.52972200671	None	4.94470433404	None	2.40665638658	3	4.47669682329	None	5.70372667012	None	6.58682158402	None	9.05005656201	13	3.24449046469	None	9.06516651395	None	5.8564561283	9	4.91869857891	None	0.202748891223	None	3.49790116669	None	2.78406042224	None	9.05301017853	None	9.16964613073	17	5.8386579117	None	4.52158175682	17	1.46699822661	27	8.52230830318	None	1.07182031983	None	6.71795193044	None	1.51619985024	None	0.94378172453	None	8.05827330069	None	2.47513504338	None	2.31217228664	None	6.93784705305	None	3.82896406859
5_6_9_10_0.3_749	5	6	1	1	30	10	0.3	6	R1	2	G	24	S1	4	L	21	A1	19	A2	18	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	30	None	1.12194333995	None	9.17943943097	None	0.16702000512	None	0.478495456681	None	0.0243170128553	None	1.71040349454	None	4.27121845264	None	7.49345646355	None	1.50539057226	None	0.549297580965	None	6.3286732886	None	3.74087928321	29	2.60799896398	None	1.95044986118	None	6.74703312245	None	2.17188924428	None	9.03321990932	6	9.44313456515	None	2.59715540633	None	0.0435662152694	None	8.10908913013	1	2.94813981284	5	7.70406296848	None	3.57150812622	None	9.6145886724	None	7.93386221297	5	4.06933563927	10	6.78480428823	None	4.30397650468	None	1.05114444266
