7_8_0_10_0.3_628	7	8	1	1	30	10	0.3	6	R1	40	G	25	S1	21	L	48	A1	37	A2	49	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	41	8.52360443292	None	7.25994843326	None	8.92616407411	None	8.19772443337	None	2.38249451589	None	6.53560905159	53	8.54779840522	5	9.58650152239	None	3.73077111365	None	2.79177453352	None	4.63665285931	None	4.28273999605	None	2.18590770066	None	7.13474769854	None	5.70635163016	20	9.6016370189	None	2.05201357454	None	7.35150524796	None	1.79294784986	22	2.48186258336	None	3.603960335	None	1.70298105862	None	9.65890243024	None	1.84898489335	None	3.38344235302	None	9.33904330542	44	9.89335619619	None	5.3481230271	None	6.78437341968	None	1.51449813195	None	3.36461701177	6	5.93940461451	None	4.55363629687	None	9.28862097979	9	5.68491235914	None	9.26566297516	None	1.56408366341	None	6.8372772603	None	9.91355681991	None	7.15686596543	None	5.03846355785	None	5.22954145483	None	7.16469155671	12	3.41659643563	22	0.0684540457392	None	9.02081651929	22	3.81300005111	None	1.14984450726	9	9.45671485431	50	3.74226593321	14	2.22332935766	55	5.90914526567	None	3.76066117499	None	8.47464493239	None	1.26476066444	None	6.81377843
7_8_1_10_0.3_659	7	8	1	1	30	10	0.3	6	R1	45	G	21	S1	20	L	12	A1	25	A2	29	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	14	4.48272540574	54	0.772388099616	None	3.83611865635	15	9.17483809599	None	4.06269406481	None	8.551937432	None	1.54621424894	36	8.25775365832	None	5.28139026384	None	9.23686562484	None	6.10086530593	33	5.18939651624	None	0.19338422849	None	2.58146254248	None	3.86143675044	None	0.991142313843	None	5.29145603359	None	2.84929684813	38	6.58728834369	None	4.81574452184	5	2.4999148132	None	4.41814979852	None	9.97243887767	None	3.55702225544	2	5.79974722723	None	7.34040345186	None	6.99106477768	None	1.67930305916	49	2.7015516345	None	3.97560913621	36	9.50894315657	47	6.40116231938	None	0.804308950648	35	3.21347922892	None	8.6470522633	None	0.408357362309	None	5.34723866076	None	0.890445549638	31	6.6353333061	None	7.1532508417	None	3.30990982703	None	2.75136520952	None	3.37218199775	55	3.41692648973	None	3.09183625917	None	2.5088160286	None	5.68010998644	28	8.37933227473	None	2.12587800007	None	9.67809450442	None	1.77322120324	None	3.06865734654	33	7.95384526192	42	3.16184110136	40	3.69453220425	28	5.36426710098
7_8_2_10_0.3_688	7	8	1	1	30	10	0.3	6	R1	22	G	19	S1	48	L	11	A1	33	A2	37	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	8.39242723682	None	7.79105320317	None	1.73001093283	54	3.53204949756	None	4.06706580329	None	6.51366736863	None	2.8287617986	None	7.64928088905	None	9.25834268297	None	2.66022307779	None	1.98822036985	None	8.74740037775	35	3.5500990446	None	5.10304142326	None	9.78301302908	4	1.90054429907	6	8.23471542744	None	3.28211143271	27	7.09063931534	None	7.18387586649	21	5.06313321317	None	8.36970690332	None	9.86960293806	None	1.44832273125	27	9.29777306452	None	9.55568455832	54	9.78784564841	8	3.99486330763	None	1.91770769069	None	7.38677312555	None	6.64628059119	None	9.59583369572	None	8.97001705889	None	4.21632431792	None	1.51643038226	None	9.9166652742	52	9.74113992491	17	6.52332223114	None	7.43509301024	None	7.90844246461	8	3.4947518315	None	4.32320298575	12	0.628499445735	30	3.04063678055	None	7.71818652019	None	3.4196301349	None	0.499032528541	3	1.32403894943	None	2.64072996215	None	8.86004016025	None	6.40749143865	None	2.52758094288	18	3.46971624643	None	4.02889137852	None	0.886739091381	24	9.27279998154
7_8_3_10_0.3_717	7	8	1	1	30	10	0.3	6	R1	9	G	20	S1	33	L	26	A1	35	A2	39	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	8.48519551535	None	0.0765446808118	54	0.0285076657561	49	4.48572731468	None	5.91148854974	None	7.75427422794	None	0.27975613158	23	4.88370275097	32	5.18687560636	None	3.64269570914	8	8.2765579907	None	5.56055283652	37	9.27708892361	38	4.43688080663	None	2.50832030785	54	6.32621947585	None	1.71759658235	55	5.03756491402	None	2.55538140293	14	8.60372220135	None	6.58692533193	None	1.70840698798	None	4.42881134568	None	2.1418160009	None	9.02867656139	13	4.40698500444	21	1.06169076693	34	8.58215379587	None	1.07225239358	44	1.36656332447	38	5.72705914837	None	3.74963018295	None	9.01035594747	None	1.23454253629	None	9.42645627487	None	0.84168930268	None	3.93182934895	None	3.41451807064	None	3.60849943173	40	0.907752560416	29	8.06667966703	None	8.29828677621	None	6.36380552056	23	3.31493132378	51	5.87827974363	None	1.25814898483	30	2.66661562288	None	6.76784032275	None	6.66119350238	None	1.69017661303	30	1.66373540192	None	8.11918705985	None	4.79247704892	55	3.23126779534	None	1.15363738164	None	0.912047308926
7_8_4_10_0.3_751	7	8	1	1	30	10	0.3	6	R1	38	G	28	S1	20	L	53	A1	56	A2	9	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	7.67311608829	None	7.64801159603	None	0.440388010755	None	5.1779198046	None	7.11163905311	None	1.73413130712	25	8.43458376752	22	3.82409188788	None	5.75923227456	30	2.80265305681	None	1.62161944812	None	7.91855789259	15	0.332452104086	None	6.71032351545	None	3.61058382581	None	9.91914920773	None	8.62750153493	7	7.27905839798	2	7.20986055814	None	6.55453910798	None	7.30430574115	42	7.04261684669	None	0.890897663977	None	3.66707771899	None	6.4703816083	None	2.44776740589	None	0.532648292166	25	2.39621132548	46	8.68298319218	None	6.21976974152	5	7.80532102217	None	1.76158074789	None	6.86250043471	22	0.468287554751	None	6.08910175095	49	2.53151154378	None	3.42228963256	None	7.27640755101	None	5.04242867403	None	3.67854103811	None	7.12556020536	None	8.84537626754	None	9.64174093207	50	9.67062138878	43	9.86104576025	46	9.13407690866	None	2.1871803111	None	9.67449708803	52	3.10012251778	16	6.43256388995	None	2.87692887979	None	0.337545554513	None	4.56314622817	54	6.92689740416	None	7.07002003884	None	3.87064302087
7_8_5_10_0.3_781	7	8	1	1	30	10	0.3	6	R1	49	G	26	S1	1	L	55	A1	25	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	4.27877360795	None	2.01850953012	9	6.48154013311	None	3.35004673282	34	1.4538905412	None	0.258849219654	None	4.83284696376	42	5.73322667103	None	5.6776262756	None	7.55461267699	None	2.3388711469	None	8.8643299787	None	3.9112861625	None	0.259063876578	37	0.137808232309	None	7.71001460825	None	1.07810760995	None	5.185373608	None	9.14235098137	None	1.99817835979	None	1.71536756766	39	6.05647204167	20	1.99656945747	20	3.14380470047	40	2.32346628545	41	2.51595710688	None	9.72527234234	32	1.42151515247	None	5.46661435889	None	2.11837950012	None	3.88211838749	None	4.64060452845	None	1.1004597156	33	6.27771708125	None	8.11288374324	15	7.48059962763	31	7.67138847405	None	1.12097816912	None	8.17857929081	None	2.86874644227	None	4.38368026905	44	9.98827413568	None	6.38593640845	None	0.653553429859	None	6.67054705973	44	5.72542372869	None	1.87637580554	None	6.25439402241	None	7.48822883	54	0.582116825027	23	6.88008945858	None	5.54121695835	None	3.51522546088	None	7.3770457875	None	7.88876754149	None	4.78092215095
7_8_6_10_0.3_809	7	8	1	1	30	10	0.3	6	R1	10	G	2	S1	26	L	5	A1	55	A2	36	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	7.07576102879	None	6.64757713457	None	9.78227537577	None	6.49678757987	None	2.85853780496	48	6.48620967086	None	2.09893468262	None	1.31830988475	None	7.43115619189	None	8.33317096091	None	0.0954212026166	None	5.53514698643	None	8.02270078553	None	6.54506780701	49	2.22416819705	None	7.22452492757	None	6.78849598915	7	9.17463540959	41	2.11879300007	43	7.27190690939	33	6.87309321481	None	0.625760699282	None	6.41245435746	None	3.40339828909	None	3.90113554678	None	9.72645416894	53	2.50244700388	None	7.18683354339	None	2.86337842965	None	8.76180126687	None	0.00131574542204	54	0.24663346188	None	0.446644990978	None	3.40911741533	None	2.59466751512	1	4.41481888917	9	0.227613888872	None	1.30773098707	None	0.492090776672	29	2.466868919	None	7.3699322642	None	3.06918491602	28	6.67686522355	None	2.58963011319	13	7.36675497094	None	4.59466045814	None	7.06769992518	None	8.10405755466	None	6.21893028572	None	8.54024404093	None	1.57098840874	None	9.60155792007	None	3.73452875425	35	9.44362607199	None	7.42637732249	47	4.29779962503
7_8_7_10_0.3_839	7	8	1	1	30	10	0.3	6	R1	19	G	29	S1	47	L	34	A1	46	A2	50	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	12	7.46087270443	None	8.56783485087	None	5.36731210398	None	0.431637643536	None	4.16463913996	54	2.4307568631	26	7.89171181531	None	4.63823775074	13	8.95852556116	56	7.6998424194	51	2.51270570294	None	9.00137370541	None	2.84335497828	31	9.01020921867	None	7.13847698278	None	4.21603206439	25	0.40336495964	None	8.53428904265	None	9.49321841917	None	6.12295790174	None	7.18979769198	None	8.48048631051	None	5.07348023081	None	5.28710012612	None	9.43933764538	12	3.34617922664	None	1.67704215144	None	5.36880184847	14	1.20852784599	None	8.3815943392	21	0.835808941868	24	6.22998503496	None	6.61871208309	None	8.25079276827	None	8.722613271	None	0.828990351887	None	2.92523889808	None	3.44729334298	None	4.35047880489	27	9.72024004652	None	2.66625589928	None	2.76354570992	48	1.20880742571	43	1.99466170922	None	4.83884489945	None	5.43288331938	8	5.03467360019	None	8.04862712098	7	3.32716554679	16	3.5634557609	None	3.557932809	None	3.37818507533	None	7.36343437279	None	5.13091565291	18	8.42426508279	None	9.02163774545
7_8_8_10_0.3_871	7	8	1	1	30	10	0.3	6	R1	32	G	48	S1	33	L	41	A1	55	A2	28	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	8.10195454625	None	2.41348465877	None	7.57645298339	None	4.63944732204	None	7.50031992451	None	8.39571452167	27	4.6996073887	None	3.1902627292	None	7.61196974486	None	7.78701668238	None	8.03502160375	None	5.2761819595	None	8.22751296648	53	9.21756038173	None	6.48025718724	None	5.7022641393	None	8.97303137916	39	8.12905251655	None	6.94270770979	None	7.63602655304	None	0.959678106002	None	4.83434360061	None	3.63501038784	37	8.66922588621	None	9.28692634488	None	0.740572651668	None	7.74095409734	None	7.43668586276	None	8.56192202926	5	0.402018154385	None	3.79088844695	None	2.00228833935	None	1.65258431401	None	0.506798749373	None	2.67299718218	None	2.87737504377	None	5.01676863965	10	6.12903114245	25	5.04617990723	5	4.22869464194	None	5.75548162658	None	1.19781273007	None	7.4594090076	None	4.9862537497	None	0.382171920877	None	0.556918312928	None	0.498189111913	None	6.96419914661	52	4.21042679522	None	8.53419860411	None	3.10807285702	None	4.91498488204	None	4.63074708113	None	2.76783466896	44	6.12590683259	46	0.341122603483
7_8_9_10_0.3_895	7	8	1	1	30	10	0.3	6	R1	53	G	42	S1	23	L	51	A1	1	A2	38	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	56	None	1.79901960103	21	6.12253087523	None	6.41820257789	None	3.56801885284	None	5.44606976132	None	8.56149706719	None	3.47676311509	34	8.37741717815	50	8.87734481651	None	5.47009216128	None	8.87519108846	None	3.36208670622	None	3.50814194075	None	7.0540768274	None	1.45777705415	None	2.16239135297	40	3.00167753825	44	7.57642388751	None	7.81429122465	None	3.84920403247	None	7.06047696559	None	8.55966111741	None	5.07166959282	None	1.20142462888	None	9.13598054577	None	6.43306457555	None	9.35766253412	None	0.891728855621	None	8.73539844611	None	0.133645309002	None	7.06576537513	None	0.558616389213	None	5.54895359251	None	9.47906824945	None	1.32274931512	None	7.82659562281	12	0.631304404392	None	4.93488480767	None	1.26736227261	18	1.28491112618	None	8.87209000398	6	2.69412473455	None	8.84328096125	None	3.4383539871	None	3.34666629488	None	0.0777256859567	None	1.10633772863	31	4.88055862275	None	5.42194474285	None	1.90273051098	None	8.59165473309	48	4.65633864222	None	4.53804652835	46	4.04822696617	21	2.32781158698	None	6.4695763956
