9_10_0_10_0.3_28	9	10	1	1	30	10	0.3	6	R1	26	G	42	S1	35	L	82	A1	20	A2	33	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	49	8.99449007639	None	8.18273877222	83	2.2338670767	None	8.93738928909	None	0.300974866675	12	8.7467657036	None	5.08373563774	None	2.16468697222	None	2.37642548556	None	6.21065645892	56	4.71741704492	84	6.40332739261	55	2.89403402612	None	2.12243220853	None	9.69515575517	40	0.701957319461	None	0.263558962632	None	2.16486380133	None	9.78643653104	None	1.97951279545	40	9.34086810464	None	8.8662587176	None	3.91119551785	None	8.63449441632	None	8.22997427236	None	4.16892098274	46	9.78509598413	34	6.6512318557	None	0.912464601628	None	4.65051679977	39	6.61852451248	None	6.63710336773	None	3.74459056606	None	3.84391513439	None	8.86090561084	None	4.77431746791	29	4.88915137278	None	9.06582479138	None	5.85894961303	None	0.383576646747	None	8.13089407992	None	7.99553134252	None	9.92827304577	74	5.19596011823	None	3.97240234802	52	3.93889939818	None	7.48109048068	None	5.29621469702	49	6.30381957564	None	7.77826073523	None	5.52574195975	None	7.42749339577	None	9.5623825567	None	2.72185694784	None	2.74751494395	None	2.39301971832	None	9.62884228978	None	1.01572654864	None	0.880135296774	None	4.24796836797	None	8.38394191219	None	3.35180023513	None	7.30259249497	None	2.22149564511	None	4.308234868	None	8.03920084996	None	5.52998111515	None	9.19056531265	23	7.44950745951	59	1.92987457054	None	0.165888265297	None	5.76393538709	None	2.08873183027	21	1.68669555979	None	5.60100253858	3	4.90608076532	None	0.655236977495	None	1.00011323011	45	1.36494051223	18	1.26164399425	34	2.33579118563	45	3.54729402136	None	4.78489594986	None	2.78413381751	58	4.39800753501	None	3.69735201864	89	9.29972921532	None	9.8888015755	None	2.27551239372	31	7.55999713015
9_10_1_10_0.3_76	9	10	1	1	30	10	0.3	6	R1	35	G	9	S1	71	L	53	A1	12	A2	76	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	52	4.85878503509	None	0.522108941959	None	4.16839209645	None	1.0606312078	None	5.31742954382	None	1.34973036599	85	8.24579680303	None	7.71781749485	None	5.15464155407	None	5.43320417358	None	0.384988246741	None	4.94985004369	None	5.47980916433	74	5.74435521025	None	5.52275490893	None	5.82183306029	None	5.78070397618	None	9.72960563985	None	7.58772529234	None	0.890520578675	None	7.33547943594	None	8.4594034449	None	4.55089371942	None	2.78637583842	None	6.07022909741	None	0.664271052204	None	6.15118885181	None	1.03309708377	None	4.48801193881	None	3.30726388275	None	7.7849205629	79	7.35268629257	None	7.65017794155	85	0.00781930411016	23	4.49288123608	None	1.49483856138	82	5.78829770588	69	8.11186519093	None	8.35211322227	None	6.37133848572	None	8.32154371027	None	6.22859791222	24	8.47064972754	86	4.77100475233	None	4.75090419596	None	7.77408167271	60	3.35889246738	None	4.40417196025	86	6.16509517779	36	6.09349651538	37	3.63575600765	None	3.71291861952	None	0.78930956221	29	0.687033843374	38	4.15244855644	81	7.57784461827	None	6.45133580785	66	3.6333548305	2	3.3072376039	None	2.87567219078	None	8.2337188326	None	0.0434329480813	None	8.07489831608	73	3.37669055657	8	6.20776445371	None	5.37299813572	89	5.54632550118	None	3.68106719715	None	2.89627527649	None	3.99639747979	None	4.377808447	None	9.69463104863	None	0.132337634997	None	1.18702502281	None	1.06195276845	41	5.30849291648	None	1.37383527566	None	9.51813505627	None	2.53663402021	85	4.24505442953	None	7.77500420889	None	3.5007967709	26	2.45215336539	None	6.25696320936	62	1.14882176653	None	0.100820421351	None	0.970337828946	26	9.3934273597	None	1.91756119419	59	5.95546175173
9_10_2_10_0.3_246	9	10	1	1	30	10	0.3	6	R1	28	G	22	S1	62	L	51	A1	30	A2	84	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	None	4.25747071859	None	1.13706069116	33	6.27249718785	None	4.65098673577	None	6.02970854951	None	1.40503387202	71	9.92154524744	None	0.149479430374	19	7.47653880386	27	9.33882352975	None	3.60120806467	None	0.230954847958	None	4.20250206746	13	0.984861732	75	5.60774645409	39	7.77143985492	None	9.04665450796	None	8.20637480085	None	5.19343488955	None	9.39907460331	None	4.10782454099	None	5.56854257701	66	0.995785131006	None	0.146053530424	None	5.53621753233	None	2.4432820281	4	0.11947823903	61	5.89518973619	None	1.39390940148	None	2.18475526356	None	7.01224708988	None	8.16254759478	None	6.36508310502	None	0.168148425238	None	3.06818544622	None	6.59106287061	None	3.36951495924	35	2.30487921888	None	0.220715370534	None	9.36302082145	17	8.77122588587	59	8.78020761293	26	0.103601629727	None	2.58424859275	None	1.34181001591	None	7.04745483764	None	6.57682961227	None	2.52315431661	None	4.23891495114	61	6.19675562729	75	3.57304781501	None	6.94269375076	None	1.23470396338	88	4.66413790732	None	6.34659529554	None	5.68573946728	39	4.78971208805	None	4.22372090594	61	5.51395168024	None	0.0269120018345	None	8.76300007588	None	2.33529330511	None	6.18600899763	None	2.91162903949	None	4.89794611834	None	3.93718576036	None	9.46852583194	None	2.01672517853	3	6.93818893386	None	6.84985620234	None	2.78571183161	24	0.042951639378	None	4.64729186101	None	6.70271778622	None	5.38299184872	56	6.58847569919	47	7.24720747845	46	4.08840985924	None	4.90646675872	None	6.03898246814	None	7.16583908126	None	5.6379552103	None	2.35466457431	None	4.16788372715	None	4.05041838103	None	1.31878162988	44	7.9885938539	None	2.34926517812	None	4.83451379686	None	2.19773454064
9_10_3_10_0.3_292	9	10	1	1	30	10	0.3	6	R1	46	G	81	S1	41	L	3	A1	44	A2	6	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	30	2.26574897519	11	7.38971885647	None	4.24050409503	None	8.31000707535	None	8.77700806737	None	9.52008396021	None	1.28524725942	71	8.77716487522	None	2.50150743608	75	7.80579952023	None	3.34491652612	None	4.06181430168	8	2.47194688896	None	1.41158271778	13	1.67438483861	None	8.69402820492	None	5.70799173216	19	2.61637336297	59	4.83897001741	None	5.15778035309	None	6.56274975302	None	1.28581257644	19	8.29451885801	80	3.34699455536	83	9.21453593219	None	7.09697771683	None	6.65827534652	32	2.34172129299	None	6.12458043239	None	8.5638970987	None	4.57083995366	None	2.01350806441	None	5.6402906217	None	3.74644975584	17	9.5478887886	None	4.41800663875	None	1.59414868478	None	9.64011180461	None	9.1808500571	None	0.247662399561	None	3.56297677255	13	9.35837268855	40	3.1621768147	None	8.01224776284	None	8.00097663655	None	9.30884227083	None	9.30437822538	None	0.450269860207	None	9.41458991187	None	2.9306881336	None	9.65951042027	None	8.06508189759	None	2.31718803703	None	0.250490069048	80	6.15437033402	None	5.19811314683	None	1.59025929138	None	7.71119361438	23	8.22566641227	None	3.0034040567	9	6.98123668972	None	6.89314931456	None	5.180693711	None	9.51443711069	86	3.01600655025	None	6.65951422294	57	1.29671305124	64	1.28306811112	None	4.13296102629	None	7.21469960154	None	2.65377993543	None	1.91617029768	None	7.62154529561	None	1.54954898262	None	1.99420703449	None	7.44205252779	84	8.43956426834	None	6.5086117727	78	5.12537146692	60	9.56439188236	None	6.51540372435	14	0.318416624275	None	0.461205042757	None	2.2191382653	None	3.62635667655	None	9.93348123633	None	3.10137762032	None	0.413278323619	None	9.97791411549	None	8.91736459163
9_10_4_10_0.3_340	9	10	1	1	30	10	0.3	6	R1	25	G	15	S1	78	L	55	A1	44	A2	65	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	70	1.80261409671	None	8.68124197597	None	1.78401163264	None	7.57944980663	None	3.18363892459	None	1.54537147278	None	7.77204218488	None	6.2112826376	None	6.59263891181	None	4.12961687065	39	6.27167994189	1	9.87450023546	None	5.02831283146	None	6.09357035604	68	4.07266167597	None	6.98162436665	None	8.17683883004	None	4.66718839029	None	1.73159859132	None	9.76573754223	None	6.87951014704	None	2.89932373171	None	8.81640511932	68	5.57728737703	45	6.08157637512	None	4.40207788444	None	3.22723108978	None	6.20348873988	67	3.34831998981	None	2.13064633137	None	7.49231003446	None	1.85248281671	None	9.66135439491	71	1.76824199778	None	6.8306510362	None	1.96014891497	None	3.14824629192	None	8.81402295908	None	9.22013702863	None	0.576171159596	None	5.64819758284	None	1.33270176433	None	2.21631034884	31	0.332866278337	None	7.82812607167	57	7.99234221864	None	8.94089610613	None	5.67548260455	None	5.97504318704	9	4.86072666651	None	9.95850571784	None	4.94745143741	10	5.43671483973	17	2.54993801343	None	1.26719148077	17	6.22649730055	None	7.19914101597	None	6.99578125656	None	0.127841798869	80	4.60547720368	None	2.40120470171	None	2.33614469805	None	0.80188419056	None	3.09933913694	None	7.74294036411	None	0.277143084757	None	3.17703082228	None	9.38149354483	None	5.44374981037	4	1.27778013843	None	2.50616002247	None	2.57210240964	None	0.574427938379	None	9.54239795548	None	1.7857314409	None	5.64954345505	None	0.131330987705	None	9.07288315723	None	1.42707754937	None	3.81397838627	None	2.74471259254	50	9.66643195435	None	0.363322537405	None	3.60307394361	None	0.49405067233	None	0.508896942374	None	0.00782232033284	None	5.84197122734	None	0.812467500821	None	6.21552158344
9_10_5_10_0.3_376	9	10	1	1	30	10	0.3	6	R1	83	G	85	S1	12	L	34	A1	43	A2	66	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	22	2.35047418014	None	0.801497989203	None	9.21427471242	None	2.32656986008	None	4.57600597592	None	2.33523829326	2	0.845596499004	None	7.11188626653	None	1.98671771647	59	5.93935684482	26	0.583662597095	None	5.25810531818	None	6.91242562896	None	6.46118163572	None	9.16585553743	None	2.92652329945	None	8.78233381019	88	8.52525333654	16	9.87082982103	87	5.29962972205	None	0.320448342546	None	3.11470960174	46	6.12653764559	None	2.01727298986	79	7.88153300221	None	8.72505593657	22	8.94562077502	None	8.74098989259	None	1.32232693272	None	2.98605876843	None	8.42774781017	19	4.07929278885	None	8.34898010296	None	7.21896306508	None	7.49959832041	67	6.15712799447	69	1.7483348722	55	9.15527730176	None	8.29111480719	None	8.9082653378	None	0.586546423702	None	5.50359718751	None	5.67839007215	None	6.06261897203	None	9.53226995383	17	9.02371252209	None	9.53352830093	None	4.6709008364	None	3.78564429446	44	7.89336765647	None	9.46094107415	None	4.5620949821	3	6.07321710371	None	3.55303732539	None	1.0543450011	62	8.36599729867	None	6.56081824684	None	5.50307352981	None	6.81252312024	None	4.88996964222	None	7.24614841174	None	9.46493537913	None	2.98309097257	None	0.746241580272	None	9.03495317427	None	7.9734233698	39	5.74183072937	None	4.27709967784	None	4.74167857682	None	4.72522454572	27	5.1301665855	51	2.10804935792	None	5.63197339646	28	6.28002045515	None	6.98082917955	35	8.6177846104	None	1.1701546236	None	0.359626021877	None	8.3020124216	25	1.85633692148	None	8.49588658976	None	5.42731198846	None	8.73719734191	None	3.1976023524	35	8.35116603572	None	3.2435930589	None	3.53197678159	None	8.59087190106	None	1.44456158513	None	5.14602557174
9_10_6_10_0.3_423	9	10	1	1	30	10	0.3	6	R1	11	G	65	S1	52	L	67	A1	23	A2	49	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	None	8.61450193807	None	3.65023035671	None	4.41174493119	None	9.74304374162	80	9.67333399235	75	2.48602834089	None	2.6748992641	46	1.38441800242	85	8.98799655173	None	9.86051256201	None	5.80726843565	None	4.73863559901	None	2.10421522008	30	8.01071256265	None	5.78557698708	None	5.14825250681	None	1.83351550267	None	8.63701376656	None	7.45473093468	None	1.48973222436	82	1.20044458498	None	5.59134227662	None	2.19420939573	None	3.65526318069	None	7.9528630127	None	1.67877031025	None	3.41984170024	None	0.392936063934	53	4.53326481427	19	2.34873665861	87	3.42200338059	None	9.44169897942	None	5.81618640363	None	5.16536681845	None	5.48903039109	58	6.33754406406	None	4.35636871228	None	7.94917912483	None	6.90166226007	None	3.90615726968	None	0.746718447715	None	0.46790628706	None	5.32169790346	None	0.471660396725	None	6.05463500474	None	6.98744336206	None	2.3881407239	21	3.07632136218	None	7.20471394126	None	7.77727218259	None	8.89014287052	41	4.58019600255	None	6.79725805403	None	9.59721070819	None	2.75828244162	None	9.26696662442	None	4.32160010431	25	2.04874312581	None	0.230870694335	None	0.952333510505	None	2.84532474737	61	0.238891432601	None	9.3850497145	None	2.76467894561	None	7.28739101672	None	3.8798014287	None	6.38886321542	51	5.11044944328	None	5.31628361742	None	0.981563405643	76	7.30419755915	None	5.66252006326	None	5.13414777787	None	4.33571699053	None	1.33141511361	83	0.950859543784	None	0.155995337958	None	5.77635867824	9	8.63866600474	None	5.18951801034	14	7.42093367105	None	5.07124965706	43	7.17530257334	None	9.87409438384	59	2.65924197196	90	5.97555133411	None	0.321718484465	None	9.43859541778	None	3.0032122167	None	9.63505511968
9_10_7_10_0.3_464	9	10	1	1	30	10	0.3	6	R1	90	G	29	S1	46	L	72	A1	57	A2	23	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	None	3.22259652164	None	2.03028536435	None	6.69480597479	None	6.334418043	None	0.0779882684531	None	3.07643332941	None	3.53753370411	77	9.40171647272	None	2.26910770159	None	1.25509676378	None	3.43022953811	None	5.02745308591	None	1.35500501498	None	7.17982616666	61	8.70551112096	None	9.11923217351	None	8.48046319612	24	4.55763005725	None	8.40715665072	None	9.45437733849	49	8.36395192573	83	4.87146961467	56	9.79622859003	None	8.37672111818	None	1.24563886214	48	8.64389106433	56	7.26452826425	None	7.86808540066	None	3.18209108951	None	8.74922683664	None	8.2725101943	22	1.6534209562	37	2.82313689877	48	9.75375331581	None	9.25840044446	None	5.44057221503	80	2.80532565673	82	8.07873828653	77	6.63141113048	77	7.51890039277	None	1.07596631554	None	4.92731163636	None	5.9924656882	None	3.95377483694	None	7.94347130071	19	5.76704757304	None	2.31945198393	13	7.98031597622	None	1.10912509154	49	3.97380510876	None	0.910440960652	None	0.711904542973	47	2.77583057186	75	5.22368798017	None	8.55593885731	None	3.1850449933	None	5.28511897514	None	1.58218948773	40	7.28308445502	None	9.6036059552	None	4.50556207765	None	0.168766651567	None	5.91663279734	None	5.19759816364	None	2.59359803745	None	0.469583600717	None	0.272968958871	None	9.70106966955	85	8.17982021826	None	8.0727599073	None	5.17867039792	None	9.12232855309	65	7.15697523002	None	4.83616118799	None	8.59527522482	None	3.01245775139	None	1.42086400952	None	5.16789139394	None	4.53310830967	84	4.64257884177	38	4.28144061184	None	8.86779742346	77	6.08960131007	None	3.31906972679	None	3.33838212663	82	8.93283303287	86	1.41973623714	38	3.40529859958	None	9.88297577013	None	3.89705742788
9_10_8_10_0.3_516	9	10	1	1	30	10	0.3	6	R1	32	G	12	S1	15	L	37	A1	82	A2	43	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	None	2.24242749578	3	6.95019174566	None	0.460046858423	None	4.39998821145	None	3.13872976822	78	3.61894764577	None	1.27743010759	None	4.88583722832	None	3.83116579559	None	7.36249635444	None	4.57243153216	None	5.43462934357	None	1.09680630574	84	8.63874015384	None	9.52891652845	None	7.53810715418	None	7.42864463502	None	2.74126278173	None	3.62001210273	None	2.14063718417	46	5.67352183998	None	3.88291992845	None	9.96360517224	None	0.905589276368	None	8.12883236175	None	2.95482633268	55	1.04156648846	62	4.38157536926	62	9.771585414	None	9.86734897731	None	2.50291741508	None	5.65496253591	None	2.21327191931	None	3.32004864391	70	0.0018861493976	75	4.17845536108	None	1.36310314002	None	6.54505310403	41	5.18069344988	None	4.20816493236	None	8.19855811768	None	4.03458322315	None	7.62888588479	None	4.83743808848	None	1.06660873173	None	2.22735991181	None	7.61572136544	56	0.414776821346	None	7.45925340563	None	3.03294652385	None	1.14562977097	None	0.967489917842	None	3.84702598767	None	4.25741416395	None	6.21785393899	34	5.71699673155	49	9.69792092622	None	2.86663155035	None	9.33359410944	None	7.31629933231	None	5.99887750594	14	1.28220913501	None	3.28392599556	None	1.9984672227	None	3.01548893072	None	7.30506975679	61	6.64623397037	None	2.24522764183	65	6.16735699519	51	9.9275714058	None	0.974708871892	None	8.47217386871	87	1.44399607919	35	9.7963666372	None	7.09440876582	None	0.846422236925	41	4.59170218828	None	9.41570467922	None	7.17700511339	49	4.5949080669	None	1.20835101546	None	9.40773647427	64	2.74752523788	None	7.08363883742	None	2.18213809306	None	6.66902043609	None	8.3442262895	62	3.19534060848	13	5.65284160287	65	6.13484757177
9_10_9_10_0.3_558	9	10	1	1	30	10	0.3	6	R1	20	G	53	S1	82	L	31	A1	78	A2	12	2	A1	[('get_sample_data', 'A1')]	A2	[('get_sample_data', 'A2')]	90	None	5.61909011081	None	3.15924368885	None	1.32806674238	None	8.23022475571	None	7.81110776121	None	1.94640041605	3	3.00919794089	None	4.22183745373	90	5.38596451852	None	0.990024106391	None	6.92762124748	48	0.158904812159	None	9.63152333132	None	7.90430964499	11	3.96704669735	None	7.93624015141	54	9.03156656538	None	7.38789356608	None	6.06772687572	None	7.64723665263	73	2.4647402337	5	8.44473689732	None	9.07743400877	None	8.64212502029	None	1.52516771037	None	8.60064260604	None	1.98839100372	None	1.04812173786	71	1.72536384366	None	7.29674787752	None	6.33113736591	81	6.50766948592	None	1.40013122808	19	3.71011511428	None	3.61216826835	4	0.903208909275	None	8.77324434833	None	0.746288889775	None	8.24709167771	61	3.59578927438	None	3.84934444505	None	2.51698419258	None	2.25911431501	39	4.97016586348	None	5.94500565366	None	2.97582056691	None	2.05745616399	None	0.811712918034	None	9.83464772491	None	4.16229505439	None	1.27516039613	None	4.00868886251	None	6.4509903917	None	6.94226697867	58	6.34037829134	33	7.58077253066	None	3.65154342621	19	0.618202660703	None	3.28197324442	13	3.38628008259	61	0.61714217557	None	9.38377930415	None	3.17438616463	None	1.18883216393	None	1.09172765132	60	3.23036182492	None	1.37325538549	49	5.75160245831	None	3.37239617629	None	3.17773050814	None	3.97412777443	1	4.55711720202	77	0.585678464147	None	8.61428452751	None	9.14831388708	None	6.29212473779	None	0.465074613924	41	7.89728046647	13	3.58848717296	54	9.22207709946	64	3.03406162093	None	8.21923886531	None	6.79332096896	57	7.36405994577	None	0.783609990309	None	1.38241921516	None	3.10831325855	57	4.59032251657	None	7.44128827501	15	2.78681116324
