7_7_0_10_0.3_325	7	7	2	2	30	10	0.3	9	R1	42	G	6	S2	19	S1	2	R2	21	L	1	A1	8	A3	46	A2	25	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	1.79249258455	None	4.05559104457	None	6.1521332018	None	1.00217605461	None	1.59676829657	38	6.36507774407	32	8.31757355422	None	5.78900528536	None	5.62854058009	None	0.651635975356	None	1.57984937766	None	2.17604176697	40	7.60893506473	None	1.24987360516	None	4.17568092777	None	5.2394497508	None	2.32787918604	24	9.73244992817	None	4.07132590708	None	4.21207429033	7	7.38880058638	None	2.66398735615	None	5.88942678248	None	7.09651873682	7	3.75317981454	None	4.75934128671	41	7.75504858149	None	0.615415679688	None	4.11045777549	None	9.65851706021	None	3.0819557274	13	5.35215133873	None	5.95629549887	30	4.85022856698	None	1.99834265697	None	4.94197726488	None	8.48313869818	None	1.02967638216	None	6.19106586536	20	3.04895870914	None	3.29468624022	None	6.60944037443	None	6.40885408159	48	6.36435806144	39	8.32600163447	None	1.38999031847	38	4.13721784489	18	8.04941535806	32	4.93493690474
7_7_1_10_0.3_355	7	7	2	2	30	10	0.3	9	R1	49	G	32	S2	34	S1	23	R2	12	L	3	A1	5	A3	29	A2	19	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	5.44876020172	None	7.2316760122	11	9.37319844909	None	9.21213579893	None	4.5425039305	None	7.26871711451	None	8.33812866407	46	0.713593884315	None	2.17241078041	None	7.85702999983	None	2.29933501249	None	2.41299886125	None	5.54595024366	None	2.35383227661	None	2.35471862242	None	6.62372785986	None	2.92769475368	45	4.13175404445	None	3.66713908391	None	0.326064899083	None	0.381929769184	None	6.51986377857	None	2.02850483346	None	4.36294819583	None	8.77456969538	30	2.51083321062	None	3.90234787713	26	9.73479856763	None	1.95274277876	None	5.38838021769	None	5.51471443199	None	5.88446617686	None	8.35422634221	None	8.02700677651	None	2.11726938016	None	3.99510167833	40	3.65625194977	None	1.6035990828	None	9.37848667548	None	2.1637210092	None	1.90429777431	None	2.95923885991	None	0.596337255372	None	0.929723895753	None	8.66094140188	10	4.44594491435	None	9.02864635813	None	2.20093992314	44	7.69124902291
7_7_2_10_0.3_376	7	7	2	2	30	10	0.3	9	R1	16	G	22	S2	9	S1	10	R2	25	L	26	A1	46	A3	41	A2	4	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	2.29339504609	45	1.69420959574	None	2.61069549692	37	2.76158126064	28	3.27148316449	None	7.18284885315	None	7.31053514979	None	2.51329634326	None	1.89203492282	1	0.959569833575	None	9.87294948987	None	2.45997381638	None	4.71541659286	None	7.09009666438	None	7.06611219096	None	9.24448083	None	9.68396333511	None	1.73465148479	18	8.30648121639	None	8.56450892414	None	9.82944458338	None	3.074070175	48	5.84346135303	None	0.816670908264	39	8.16638953849	None	7.633280898	35	0.676109152446	1	6.93028986737	18	7.36450829438	None	2.72285540491	None	4.52901926609	None	0.283151620711	None	5.05652388594	None	1.85272212533	None	6.39686283261	49	1.0010648123	None	5.43443919205	15	6.37789872636	None	2.95549910213	None	8.37262247149	None	0.274777383374	None	7.61397078672	15	7.52212908825	None	8.49034509842	None	5.91714117411	42	0.695469333232	None	8.44109503275	14	6.52377688317	None	2.20558699341
7_7_3_10_0.3_404	7	7	2	2	30	10	0.3	9	R1	34	G	1	S2	43	S1	6	R2	23	L	33	A1	41	A3	40	A2	20	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	5.94707218957	None	9.85397997693	None	5.06990104206	None	6.98536181313	None	1.2160953867	2	2.72808727445	7	1.15399795741	None	4.46545227814	None	0.687739033051	None	7.3622056026	42	8.3218666822	None	8.01988064616	8	3.56133074369	None	2.77165246786	4	4.60442817281	None	1.441531131	None	2.86706145718	None	8.43062893119	None	2.93711302284	None	3.1473620871	None	4.80526640491	None	4.28180595366	None	5.07984506829	None	9.46784690023	29	4.48623802039	42	2.10680044528	None	0.00377091927673	16	4.67954185008	None	6.75800290125	None	1.83587314739	None	4.13128378276	None	0.437064109455	2	3.29780987759	None	3.99009114344	None	7.73058850424	None	8.17535470108	11	9.94029353348	None	2.32889320984	None	5.07482593646	None	3.54336091237	None	0.854068444276	None	3.56782219753	None	1.15485313063	29	8.62466815957	3	2.65920258675	None	2.9663255872	None	0.734303083102	None	6.33978276562	47	0.62230066905
7_7_4_10_0.3_444	7	7	2	2	30	10	0.3	9	R1	2	G	25	S2	37	S1	43	R2	14	L	33	A1	8	A3	34	A2	31	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	3.70280181231	None	6.71988143854	47	7.39991336142	None	5.75708293666	None	4.56863374546	None	3.8997587784	None	2.63832598037	None	1.87747944527	None	3.80095191292	36	5.2467661494	None	1.11433827534	None	6.75282764608	None	1.56927161259	20	8.46194555714	None	9.50773836947	12	6.98352566311	None	8.72838055609	42	3.22875803357	35	6.60084885726	None	2.15334880214	23	9.0429615916	None	8.78269552424	40	0.278324600932	30	6.91790560963	None	0.257473886138	None	5.38592719558	None	0.488059830571	None	8.50839507056	13	4.2076024563	None	9.93603846164	None	9.80949792572	7	5.43888233539	29	7.19670442211	None	2.66548439989	None	0.766994199306	45	8.58834214498	None	7.3419166506	None	1.79593262156	44	5.11962319457	None	6.69390570698	None	7.65546451575	None	8.47362394312	None	2.29506195876	41	2.3916099717	48	9.23021864859	None	3.07115325969	None	9.01952006936	None	5.59102624517	None	2.60658672894
7_7_5_10_0.3_473	7	7	2	2	30	10	0.3	9	R1	43	G	49	S2	9	S1	14	R2	11	L	1	A1	7	A3	30	A2	26	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	8	2.35430981117	None	9.43202190374	None	2.21531272179	None	1.5526740787	None	6.59356183663	None	5.40549889275	12	6.99886364881	None	5.27485215919	None	7.48335777731	None	6.68955753331	None	7.07068635917	31	4.95987722813	38	9.61010389502	12	1.73555772902	None	1.47702243744	None	5.67395227831	25	4.44824743552	None	3.6222934751	None	3.64026326062	None	7.12953160821	None	1.99568631198	5	5.16540902599	None	4.68944222151	None	8.5681975103	None	6.96048529536	None	5.39139276378	None	5.29743998262	None	4.29269539816	None	9.25805688596	25	0.777208245112	12	5.57927241874	None	9.02646747496	None	1.01542506323	None	3.44590409143	None	9.84847087967	None	3.97055711063	None	6.91350925756	None	2.41228021338	None	0.0999821322209	None	8.89144558733	39	7.3153139655	None	7.79684329739	None	8.20987039917	None	3.4012321921	None	3.80755099633	None	3.41416590549	None	2.32663403925	None	2.7187675062	None	3.97478230833
7_7_6_10_0.3_494	7	7	2	2	30	10	0.3	9	R1	39	G	20	S2	35	S1	21	R2	32	L	17	A1	18	A3	13	A2	34	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	2.66942704434	11	1.59556327493	None	1.19420054647	None	4.38648397921	45	6.43076699407	None	5.36662896836	None	5.81298574927	3	2.17993564563	23	5.39553517614	None	7.84617660509	None	9.65374343291	37	2.50764923859	None	7.08332920048	None	5.50663147935	None	6.17631150028	None	7.38595381344	None	7.66836035271	None	9.78886538224	None	5.84137947904	37	9.56265951841	30	0.126398342385	None	0.424377789245	None	9.71703099916	None	2.31004496384	None	7.25239825477	None	2.40236290798	None	2.82626550789	None	7.1343197229	22	1.94906112975	48	1.95901376143	None	7.29082361188	None	9.16435147446	None	3.60706309197	None	8.05551980917	43	6.74268114122	None	0.755193472441	14	5.55400588089	45	0.543057956327	None	1.63135446973	44	7.16126884537	31	2.92202674135	37	5.03459750886	None	7.58298208853	24	3.35806298668	None	8.02560899161	None	0.801738145916	None	4.10484378683	None	9.12738863997	None	2.56573975493
7_7_7_10_0.3_523	7	7	2	2	30	10	0.3	9	R1	10	G	34	S2	18	S1	29	R2	7	L	25	A1	43	A3	37	A2	22	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	33	4.35637495634	None	8.23214252869	None	4.14073165287	32	1.003685363	26	5.18437422188	None	9.28003018907	None	4.10972639664	None	0.321927327601	32	6.05865373357	None	0.17101289811	None	3.42876731021	None	2.45635209773	None	7.71121761557	None	3.3726354339	None	1.49923553267	None	5.99429721197	None	2.11108656063	38	2.99048868879	46	8.61640918005	None	7.9513698131	None	3.79929206413	None	0.684399608298	None	5.25523232321	None	1.42266000384	16	7.1117218198	None	6.17485087357	None	8.1237812767	None	7.05852532863	None	7.13878227344	None	8.98197494682	None	5.45181630411	None	8.65606784642	None	4.69739516964	None	2.51086515401	None	0.365731733232	None	3.0140972616	17	1.02775186039	None	4.47282422691	None	3.32911799382	None	0.29986095076	42	9.00075764953	None	1.37273238321	None	4.35488683493	16	6.22911774789	None	9.86126257925	47	7.81561716122	35	2.95460365909	None	6.8954181667	4	2.69632325616
7_7_8_10_0.3_549	7	7	2	2	30	10	0.3	9	R1	33	G	28	S2	45	S1	11	R2	9	L	6	A1	13	A3	46	A2	12	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	9.83973008885	None	2.3541868888	48	3.20418812598	None	2.10132511166	39	2.57584123205	None	1.39354820205	None	0.0138815257924	47	5.19917000648	15	7.37218455442	None	4.37770526346	None	0.167968908686	25	2.56458591362	1	5.68844183158	14	1.33895269983	None	0.489125684903	None	2.33537043475	41	6.55390067008	None	9.82203607014	None	5.36794801851	43	1.1814254788	None	7.94037795449	26	7.43980708431	None	8.05897196505	None	1.56721695562	None	0.83350652739	None	6.32871171266	None	3.77289931846	None	4.70639662032	None	5.89420307777	None	3.67412065286	None	2.39075269717	None	5.57259661262	None	2.85491786476	None	9.62622907339	None	2.61759849446	None	6.56132762781	None	5.8061042234	44	0.401553630081	31	7.72145441873	None	5.10136715997	4	8.4496713473	None	2.79377440633	None	7.59093973803	43	8.64432442819	None	2.92713732493	None	9.77523954547	None	9.04934714443	41	9.40786653027	4	3.68791511378
7_7_9_10_0.3_577	7	7	2	2	30	10	0.3	9	R1	31	G	32	S2	16	S1	7	R2	28	L	29	A1	4	A3	15	A2	34	3	A1	[('get_sample_data', 'A1')]	A3	[('get_sample_data', 'A3')]	A2	[('get_sample_data', 'A2')]	49	None	7.45561851144	46	0.819304764843	17	6.33309123511	None	5.16235569063	None	6.67940329407	5	8.33632007283	33	3.9382448145	33	6.81876203246	None	5.79442815155	None	6.80504091643	None	0.760752790938	14	8.65351214958	35	1.61697456317	None	2.24270433852	18	3.77911453541	None	0.860509010128	None	0.741139763172	10	7.08616927042	None	9.06825633764	None	8.44190243072	12	2.96455474899	14	9.08387909885	24	2.21553478492	41	6.03876671634	26	5.60609603367	25	4.525779993	None	1.88494078449	None	8.98576129665	None	9.21131748122	21	1.68000089489	None	4.81660102721	11	5.29085275823	None	6.46968591539	None	8.13309200501	None	9.82530159739	None	1.49871738168	40	7.37227222494	None	3.58321787414	None	3.44975497343	None	6.20400143607	None	9.32587493363	None	1.91064021328	None	5.66415299973	None	1.44284807755	None	2.08592694981	None	7.12548455406	None	1.59917899861	None	9.00680211746	44	8.21906011008
